ktau,npt,veg%iveg,casamet%lat,casamet%lon,casamet%areacell,mimicspool%LITm,mimicspool%LITs,mimicspool%MICr,mimicspool%MICk,mimicspool%SOMa,mimicspool%SOMc,mimicspool%SOMp
7,177,2,4.74,12.5,58.36912475,1,1,0.015,0.025,1,1,0
7,178,8,6.63,12.5,58.17729679,1,1,0.015,0.025,1,1,0
7,179,8,8.53,12.5,57.92185385,1,1,0.015,0.025,1,1,0
7,180,9,10.42,12.5,57.60307447,1,1,0.015,0.025,1,1,0
7,181,9,12.32,12.5,57.2213027,1,1,0.015,0.025,1,1,0
7,182,10,14.21,12.5,56.77696863,1,1,0.015,0.025,1,1,0
7,183,16,16.11,12.5,56.2705433,1,1,0.015,0.025,1,1,0
7,184,16,18,12.5,55.70258786,1,1,0.015,0.025,1,1,0
7,185,16,19.89,12.5,55.07372491,1,1,0.015,0.025,1,1,0
7,186,16,21.79,12.5,54.38463437,1,1,0.015,0.025,1,1,0
7,187,16,23.68,12.5,53.6360822,1,1,0.015,0.025,1,1,0
7,188,16,25.58,12.5,52.82887531,1,1,0.015,0.025,1,1,0
7,189,16,27.47,12.5,51.96390253,1,1,0.015,0.025,1,1,0
7,190,16,29.37,12.5,51.04210595,1,1,0.015,0.025,1,1,0
7,191,16,31.26,12.5,50.06449727,1,1,0.015,0.025,1,1,0
7,192,17,33.16,12.5,19.81188245,1,1,0.015,0.025,1,1,0
7,193,17,36.95,12.5,2.503858361,1,1,0.015,0.025,1,1,0
7,194,17,40.74,12.5,4.357948805,1,1,0.015,0.025,1,1,0
7,195,14,42.63,12.5,33.87707706,1,1,0.015,0.025,1,1,0
7,196,17,44.53,12.5,30.82979036,1,1,0.015,0.025,1,1,0
7,197,14,46.42,12.5,40.37485249,1,1,0.015,0.025,1,1,0
7,198,14,48.32,12.5,38.94993605,1,1,0.015,0.025,1,1,0
7,199,14,50.21,12.5,37.48242531,1,1,0.015,0.025,1,1,0
7,200,14,52.11,12.5,35.97392999,1,1,0.015,0.025,1,1,0
7,201,14,54,12.5,20.05673313,1,1,0.015,0.025,1,1,0
7,202,17,55.89,12.5,23.95607996,1,1,0.015,0.025,1,1,0
7,203,1,57.79,12.5,25.784137,1,1,0.015,0.025,1,1,0
7,204,1,59.68,12.5,29.2104409,1,1,0.015,0.025,1,1,0
7,205,1,61.58,12.5,27.87584331,1,1,0.015,0.025,1,1,0
7,206,1,63.47,12.5,26.15750582,1,1,0.015,0.025,1,1,0
7,207,17,65.37,12.5,17.28946537,1,1,0.015,0.025,1,1,0
7,208,17,67.26,12.5,1.660355537,1,1,0.015,0.025,1,1,0
7,209,15,78.63,12.5,6.608874821,1,1,0.015,0.025,1,1,0
7,210,17,80.53,12.5,0.604956975,1,1,0.015,0.025,1,1,0
7,211,17,-69.16,15,8.235821847,1,1,0.015,0.025,1,1,0
7,212,17,-27.47,15,15.18100847,1,1,0.015,0.025,1,1,0
7,213,17,-25.58,15,23.77298467,1,1,0.015,0.025,1,1,0
7,214,16,-23.68,15,45.52486374,1,1,0.015,0.025,1,1,0
7,215,7,-21.79,15,48.94616233,1,1,0.015,0.025,1,1,0
7,216,7,-19.89,15,54.76843775,1,1,0.015,0.025,1,1,0
7,217,7,-18,15,55.70258786,1,1,0.015,0.025,1,1,0
7,218,9,-16.11,15,56.2705433,1,1,0.015,0.025,1,1,0
7,219,9,-14.21,15,56.77696863,1,1,0.015,0.025,1,1,0
7,220,9,-12.32,15,53.63366965,1,1,0.015,0.025,1,1,0
7,221,8,-10.42,15,53.9045627,1,1,0.015,0.025,1,1,0
7,222,8,-8.53,15,57.92185385,1,1,0.015,0.025,1,1,0
7,223,8,-6.63,15,58.17729679,1,1,0.015,0.025,1,1,0
7,224,8,-4.74,15,58.36912475,1,1,0.015,0.025,1,1,0
7,225,8,-2.84,15,58.49712475,1,1,0.015,0.025,1,1,0
7,226,2,-0.95,15,58.56116161,1,1,0.015,0.025,1,1,0
7,227,2,0.95,15,58.56116161,1,1,0.015,0.025,1,1,0
7,228,2,2.84,15,58.49712475,1,1,0.015,0.025,1,1,0
7,229,8,4.74,15,58.36912475,1,1,0.015,0.025,1,1,0
7,230,8,6.63,15,58.17729679,1,1,0.015,0.025,1,1,0
7,231,8,8.53,15,57.92185385,1,1,0.015,0.025,1,1,0
7,232,9,10.42,15,57.60307447,1,1,0.015,0.025,1,1,0
7,233,9,12.32,15,57.2213027,1,1,0.015,0.025,1,1,0
7,234,10,14.21,15,56.77696863,1,1,0.015,0.025,1,1,0
7,235,16,16.11,15,56.2705433,1,1,0.015,0.025,1,1,0
7,236,16,18,15,55.70258786,1,1,0.015,0.025,1,1,0
7,237,16,19.89,15,55.07372491,1,1,0.015,0.025,1,1,0
7,238,16,21.79,15,54.38463437,1,1,0.015,0.025,1,1,0
7,239,16,23.68,15,53.6360822,1,1,0.015,0.025,1,1,0
7,240,16,25.58,15,52.82887531,1,1,0.015,0.025,1,1,0
7,241,16,27.47,15,51.96390253,1,1,0.015,0.025,1,1,0
7,242,16,29.37,15,51.04210595,1,1,0.015,0.025,1,1,0
7,243,16,31.26,15,44.66503144,1,1,0.015,0.025,1,1,0
7,244,17,33.16,15,3.633104793,1,1,0.015,0.025,1,1,0
7,245,17,36.95,15,12.86572712,1,1,0.015,0.025,1,1,0
7,246,17,38.84,15,4.278305159,1,1,0.015,0.025,1,1,0
7,247,14,40.74,15,28.82174075,1,1,0.015,0.025,1,1,0
7,248,17,42.63,15,8.266613014,1,1,0.015,0.025,1,1,0
7,249,14,44.53,15,24.36534408,1,1,0.015,0.025,1,1,0
7,250,14,46.42,15,40.37485249,1,1,0.015,0.025,1,1,0
7,251,14,48.32,15,38.94993605,1,1,0.015,0.025,1,1,0
7,252,14,50.21,15,37.48242531,1,1,0.015,0.025,1,1,0
7,253,14,52.11,15,35.97392999,1,1,0.015,0.025,1,1,0
7,254,17,54,15,17.54032078,1,1,0.015,0.025,1,1,0
7,255,17,55.89,15,16.16562233,1,1,0.015,0.025,1,1,0
7,256,1,57.79,15,31.21922369,1,1,0.015,0.025,1,1,0
7,257,1,59.68,15,29.56369632,1,1,0.015,0.025,1,1,0
7,258,1,61.58,15,27.87584331,1,1,0.015,0.025,1,1,0
7,259,1,63.47,15,26.15750582,1,1,0.015,0.025,1,1,0
7,260,7,65.37,15,24.41056597,1,1,0.015,0.025,1,1,0
7,261,7,67.26,15,17.2034166,1,1,0.015,0.025,1,1,0
7,262,17,69.16,15,3.122775208,1,1,0.015,0.025,1,1,0
7,263,17,76.74,15,3.139313063,1,1,0.015,0.025,1,1,0
7,264,15,78.63,15,10.80812923,1,1,0.015,0.025,1,1,0
7,265,17,80.53,15,0.937915302,1,1,0.015,0.025,1,1,0
7,266,17,-69.16,17.5,5.070233969,1,1,0.015,0.025,1,1,0
7,267,17,-33.16,17.5,4.830167927,1,1,0.015,0.025,1,1,0
7,268,17,-31.26,17.5,18.02317363,1,1,0.015,0.025,1,1,0
7,269,7,-29.37,17.5,38.68234028,1,1,0.015,0.025,1,1,0
7,270,7,-27.47,17.5,51.96389843,1,1,0.015,0.025,1,1,0
7,271,7,-25.58,17.5,52.82887531,1,1,0.015,0.025,1,1,0
7,272,7,-23.68,17.5,53.6360822,1,1,0.015,0.025,1,1,0
7,273,10,-21.79,17.5,54.38463437,1,1,0.015,0.025,1,1,0
7,274,10,-19.89,17.5,55.07372491,1,1,0.015,0.025,1,1,0
7,275,9,-18,17.5,55.70258786,1,1,0.015,0.025,1,1,0
7,276,9,-16.11,17.5,56.2705433,1,1,0.015,0.025,1,1,0
7,277,8,-14.21,17.5,56.77696863,1,1,0.015,0.025,1,1,0
7,278,8,-12.32,17.5,57.2213027,1,1,0.015,0.025,1,1,0
7,279,8,-10.42,17.5,57.60307447,1,1,0.015,0.025,1,1,0
7,280,8,-8.53,17.5,57.92185385,1,1,0.015,0.025,1,1,0
7,281,8,-6.63,17.5,58.17729679,1,1,0.015,0.025,1,1,0
7,282,8,-4.74,17.5,58.36912475,1,1,0.015,0.025,1,1,0
7,283,2,-2.84,17.5,58.49712475,1,1,0.015,0.025,1,1,0
7,284,2,-0.95,17.5,58.56116161,1,1,0.015,0.025,1,1,0
7,285,2,0.95,17.5,58.56116161,1,1,0.015,0.025,1,1,0
7,286,2,2.84,17.5,58.49712475,1,1,0.015,0.025,1,1,0
7,287,8,4.74,17.5,58.36912475,1,1,0.015,0.025,1,1,0
7,288,8,6.63,17.5,58.17729679,1,1,0.015,0.025,1,1,0
7,289,9,8.53,17.5,57.92185385,1,1,0.015,0.025,1,1,0
7,290,9,10.42,17.5,57.60307447,1,1,0.015,0.025,1,1,0
7,291,9,12.32,17.5,57.2213027,1,1,0.015,0.025,1,1,0
7,292,10,14.21,17.5,56.77696863,1,1,0.015,0.025,1,1,0
7,293,16,16.11,17.5,56.2705433,1,1,0.015,0.025,1,1,0
7,294,16,18,17.5,55.70258786,1,1,0.015,0.025,1,1,0
7,295,16,19.89,17.5,55.07372491,1,1,0.015,0.025,1,1,0
7,296,16,21.79,17.5,54.38463437,1,1,0.015,0.025,1,1,0
7,297,16,23.68,17.5,53.6360822,1,1,0.015,0.025,1,1,0
7,298,16,25.58,17.5,52.82887531,1,1,0.015,0.025,1,1,0
7,299,16,27.47,17.5,51.96390253,1,1,0.015,0.025,1,1,0
7,300,16,29.37,17.5,50.83567575,1,1,0.015,0.025,1,1,0
7,301,17,31.26,17.5,18.02366925,1,1,0.015,0.025,1,1,0
7,302,17,38.84,17.5,14.79644835,1,1,0.015,0.025,1,1,0
7,303,17,40.74,17.5,17.01421213,1,1,0.015,0.025,1,1,0
7,304,17,42.63,17.5,14.54043709,1,1,0.015,0.025,1,1,0
7,305,14,44.53,17.5,41.75562224,1,1,0.015,0.025,1,1,0
7,306,14,46.42,17.5,40.37485249,1,1,0.015,0.025,1,1,0
7,307,12,48.32,17.5,38.94993605,1,1,0.015,0.025,1,1,0
7,308,12,50.21,17.5,37.48242531,1,1,0.015,0.025,1,1,0
7,309,12,52.11,17.5,35.97392999,1,1,0.015,0.025,1,1,0
7,310,12,54,17.5,30.11248043,1,1,0.015,0.025,1,1,0
7,311,17,55.89,17.5,1.027655267,1,1,0.015,0.025,1,1,0
7,312,17,57.79,17.5,6.451506506,1,1,0.015,0.025,1,1,0
7,313,1,59.68,17.5,24.05997295,1,1,0.015,0.025,1,1,0
7,314,17,61.58,17.5,14.4460243,1,1,0.015,0.025,1,1,0
7,315,1,63.47,17.5,23.14647487,1,1,0.015,0.025,1,1,0
7,316,1,65.37,17.5,24.41056597,1,1,0.015,0.025,1,1,0
7,317,18,67.26,17.5,22.63693453,1,1,0.015,0.025,1,1,0
7,318,17,69.16,17.5,12.50079504,1,1,0.015,0.025,1,1,0
7,319,17,71.05,17.5,0.05728407,1,1,0.015,0.025,1,1,0
7,320,17,76.74,17.5,3.322631074,1,1,0.015,0.025,1,1,0
7,321,15,78.63,17.5,10.49978338,1,1,0.015,0.025,1,1,0
7,322,17,80.53,17.5,1.769544782,1,1,0.015,0.025,1,1,0
7,323,17,-69.16,20,2.480204218,1,1,0.015,0.025,1,1,0
7,324,17,-35.05,20,8.388509459,1,1,0.015,0.025,1,1,0
7,325,10,-33.16,20,48.7765142,1,1,0.015,0.025,1,1,0
7,326,7,-31.26,20,50.06449727,1,1,0.015,0.025,1,1,0
7,327,7,-29.37,20,51.04210595,1,1,0.015,0.025,1,1,0
7,328,7,-27.47,20,51.96390253,1,1,0.015,0.025,1,1,0
7,329,7,-25.58,20,52.82887531,1,1,0.015,0.025,1,1,0
7,330,7,-23.68,20,53.6360822,1,1,0.015,0.025,1,1,0
7,331,10,-21.79,20,54.38463437,1,1,0.015,0.025,1,1,0
7,332,9,-19.89,20,55.07372491,1,1,0.015,0.025,1,1,0
7,333,9,-18,20,55.70258786,1,1,0.015,0.025,1,1,0
7,334,9,-16.11,20,56.2705433,1,1,0.015,0.025,1,1,0
7,335,8,-14.21,20,56.77696863,1,1,0.015,0.025,1,1,0
7,336,8,-12.32,20,57.2213027,1,1,0.015,0.025,1,1,0
7,337,8,-10.42,20,57.60307447,1,1,0.015,0.025,1,1,0
7,338,8,-8.53,20,57.92185385,1,1,0.015,0.025,1,1,0
7,339,8,-6.63,20,58.17729679,1,1,0.015,0.025,1,1,0
7,340,2,-4.74,20,58.36912475,1,1,0.015,0.025,1,1,0
7,341,2,-2.84,20,58.49712475,1,1,0.015,0.025,1,1,0
7,342,2,-0.95,20,58.56116161,1,1,0.015,0.025,1,1,0
7,343,2,0.95,20,58.56116161,1,1,0.015,0.025,1,1,0
7,344,2,2.84,20,58.49712475,1,1,0.015,0.025,1,1,0
7,345,8,4.74,20,58.36912475,1,1,0.015,0.025,1,1,0
7,346,8,6.63,20,58.17729679,1,1,0.015,0.025,1,1,0
7,347,8,8.53,20,57.92185385,1,1,0.015,0.025,1,1,0
7,348,9,10.42,20,57.60307447,1,1,0.015,0.025,1,1,0
7,349,9,12.32,20,57.2213027,1,1,0.015,0.025,1,1,0
7,350,10,14.21,20,56.77696863,1,1,0.015,0.025,1,1,0
7,351,16,16.11,20,56.2705433,1,1,0.015,0.025,1,1,0
7,352,16,18,20,55.70258786,1,1,0.015,0.025,1,1,0
7,353,16,19.89,20,55.07372491,1,1,0.015,0.025,1,1,0
7,354,16,21.79,20,54.38463437,1,1,0.015,0.025,1,1,0
7,355,16,23.68,20,53.6360822,1,1,0.015,0.025,1,1,0
7,356,16,25.58,20,52.82887531,1,1,0.015,0.025,1,1,0
7,357,16,27.47,20,51.96390253,1,1,0.015,0.025,1,1,0
7,358,16,29.37,20,50.96866467,1,1,0.015,0.025,1,1,0
7,359,16,31.26,20,18.63053259,1,1,0.015,0.025,1,1,0
7,360,17,33.16,20,6.459193161,1,1,0.015,0.025,1,1,0
7,361,17,36.95,20,1.28065942,1,1,0.015,0.025,1,1,0
7,362,17,38.84,20,12.36214749,1,1,0.015,0.025,1,1,0
7,363,14,40.74,20,29.10065172,1,1,0.015,0.025,1,1,0
7,364,14,42.63,20,37.85467387,1,1,0.015,0.025,1,1,0
7,365,14,44.53,20,41.75562224,1,1,0.015,0.025,1,1,0
7,366,12,46.42,20,40.37485249,1,1,0.015,0.025,1,1,0
7,367,14,48.32,20,38.94993605,1,1,0.015,0.025,1,1,0
7,368,12,50.21,20,37.48242531,1,1,0.015,0.025,1,1,0
7,369,12,52.11,20,35.97392999,1,1,0.015,0.025,1,1,0
