ktau,npt,veg%iveg,casamet%lat,casamet%lon,casamet%areacell,mimicspool%LITm,mimicspool%LITs,mimicspool%MICr,mimicspool%MICk,mimicspool%SOMa,mimicspool%SOMc,mimicspool%SOMp
7,1157,7,31.26,65,50.06449727,1,1,0.015,0.025,1,1,0
7,1158,10,33.16,65,49.03214146,1,1,0.015,0.025,1,1,0
7,1159,10,35.05,65,47.94617311,1,1,0.015,0.025,1,1,0
7,1160,7,36.95,65,46.80777596,1,1,0.015,0.025,1,1,0
7,1161,7,38.84,65,45.61819519,1,1,0.015,0.025,1,1,0
7,1162,7,40.74,65,44.37872924,1,1,0.015,0.025,1,1,0
7,1163,7,42.63,65,43.09073798,1,1,0.015,0.025,1,1,0
7,1164,7,44.53,65,41.75562224,1,1,0.015,0.025,1,1,0
7,1165,10,46.42,65,40.37485249,1,1,0.015,0.025,1,1,0
7,1166,10,48.32,65,38.94993605,1,1,0.015,0.025,1,1,0
7,1167,10,50.21,65,37.48242531,1,1,0.015,0.025,1,1,0
7,1168,14,52.11,65,35.97392999,1,1,0.015,0.025,1,1,0
7,1169,14,54,65,34.42609259,1,1,0.015,0.025,1,1,0
7,1170,14,55.89,65,32.84061296,1,1,0.015,0.025,1,1,0
7,1171,12,57.79,65,31.21922369,1,1,0.015,0.025,1,1,0
7,1172,4,59.68,65,29.56369632,1,1,0.015,0.025,1,1,0
7,1173,1,61.58,65,27.87584331,1,1,0.015,0.025,1,1,0
7,1174,11,63.47,65,26.15750582,1,1,0.015,0.025,1,1,0
7,1175,11,65.37,65,24.41056597,1,1,0.015,0.025,1,1,0
7,1176,7,67.26,65,22.63693453,1,1,0.015,0.025,1,1,0
7,1177,7,69.16,65,13.07982197,1,1,0.015,0.025,1,1,0
7,1178,17,74.84,65,1.149157088,1,1,0.015,0.025,1,1,0
7,1179,17,76.74,65,4.117464716,1,1,0.015,0.025,1,1,0
7,1180,15,-74.84,67.5,15.31466299,1,1,0.015,0.025,1,1,0
7,1181,15,-72.95,67.5,17.17540918,1,1,0.015,0.025,1,1,0
7,1182,15,-71.05,67.5,19.01737725,1,1,0.015,0.025,1,1,0
7,1183,17,-67.26,67.5,5.52655754,1,1,0.015,0.025,1,1,0
7,1184,17,23.68,67.5,10.16627171,1,1,0.015,0.025,1,1,0
7,1185,7,25.58,67.5,48.99023119,1,1,0.015,0.025,1,1,0
7,1186,7,27.47,67.5,51.96390253,1,1,0.015,0.025,1,1,0
7,1187,7,29.37,67.5,51.04210595,1,1,0.015,0.025,1,1,0
7,1188,7,31.26,67.5,50.06449727,1,1,0.015,0.025,1,1,0
7,1189,7,33.16,67.5,49.03214146,1,1,0.015,0.025,1,1,0
7,1190,7,35.05,67.5,47.94617311,1,1,0.015,0.025,1,1,0
7,1191,10,36.95,67.5,46.80777596,1,1,0.015,0.025,1,1,0
7,1192,14,38.84,67.5,45.61819519,1,1,0.015,0.025,1,1,0
7,1193,12,40.74,67.5,44.37872924,1,1,0.015,0.025,1,1,0
7,1194,7,42.63,67.5,43.09073798,1,1,0.015,0.025,1,1,0
7,1195,7,44.53,67.5,41.75562224,1,1,0.015,0.025,1,1,0
7,1196,10,46.42,67.5,40.37485249,1,1,0.015,0.025,1,1,0
7,1197,10,48.32,67.5,38.94993605,1,1,0.015,0.025,1,1,0
7,1198,10,50.21,67.5,37.48242531,1,1,0.015,0.025,1,1,0
7,1199,14,52.11,67.5,35.97392999,1,1,0.015,0.025,1,1,0
7,1200,14,54,67.5,34.42609259,1,1,0.015,0.025,1,1,0
7,1201,14,55.89,67.5,32.84061296,1,1,0.015,0.025,1,1,0
7,1202,14,57.79,67.5,31.21922369,1,1,0.015,0.025,1,1,0
7,1203,5,59.68,67.5,29.56369632,1,1,0.015,0.025,1,1,0
7,1204,1,61.58,67.5,27.87584331,1,1,0.015,0.025,1,1,0
7,1205,1,63.47,67.5,26.15750582,1,1,0.015,0.025,1,1,0
7,1206,11,65.37,67.5,24.41056597,1,1,0.015,0.025,1,1,0
7,1207,7,67.26,67.5,22.63693453,1,1,0.015,0.025,1,1,0
7,1208,7,69.16,67.5,17.17547983,1,1,0.015,0.025,1,1,0
7,1209,7,71.05,67.5,9.53381349,1,1,0.015,0.025,1,1,0
7,1210,17,72.95,67.5,0.198870922,1,1,0.015,0.025,1,1,0
7,1211,17,76.74,67.5,4.486175105,1,1,0.015,0.025,1,1,0
7,1212,15,-72.95,70,17.17540918,1,1,0.015,0.025,1,1,0
7,1213,15,-69.16,70,18.15734425,1,1,0.015,0.025,1,1,0
7,1214,17,-67.26,70,3.315938722,1,1,0.015,0.025,1,1,0
7,1215,17,-50.21,70,2.774079922,1,1,0.015,0.025,1,1,0
7,1216,17,-48.32,70,2.071856837,1,1,0.015,0.025,1,1,0
7,1217,17,19.89,70,2.611176374,1,1,0.015,0.025,1,1,0
7,1218,12,21.79,70,40.06302811,1,1,0.015,0.025,1,1,0
7,1219,7,23.68,70,50.65401406,1,1,0.015,0.025,1,1,0
7,1220,7,25.58,70,52.82887531,1,1,0.015,0.025,1,1,0
7,1221,16,27.47,70,51.96390253,1,1,0.015,0.025,1,1,0
7,1222,12,29.37,70,51.04210595,1,1,0.015,0.025,1,1,0
7,1223,7,31.26,70,50.06449727,1,1,0.015,0.025,1,1,0
7,1224,7,33.16,70,49.03214146,1,1,0.015,0.025,1,1,0
7,1225,7,35.05,70,47.94617311,1,1,0.015,0.025,1,1,0
7,1226,10,36.95,70,46.80777596,1,1,0.015,0.025,1,1,0
7,1227,14,38.84,70,45.61819519,1,1,0.015,0.025,1,1,0
7,1228,10,40.74,70,44.37872924,1,1,0.015,0.025,1,1,0
7,1229,14,42.63,70,43.09073798,1,1,0.015,0.025,1,1,0
7,1230,7,44.53,70,41.75562224,1,1,0.015,0.025,1,1,0
7,1231,10,46.42,70,40.37485249,1,1,0.015,0.025,1,1,0
7,1232,10,48.32,70,38.94993605,1,1,0.015,0.025,1,1,0
7,1233,10,50.21,70,37.48242531,1,1,0.015,0.025,1,1,0
7,1234,14,52.11,70,35.97392999,1,1,0.015,0.025,1,1,0
7,1235,14,54,70,34.42609259,1,1,0.015,0.025,1,1,0
7,1236,12,55.89,70,32.84061296,1,1,0.015,0.025,1,1,0
7,1237,5,57.79,70,31.21922369,1,1,0.015,0.025,1,1,0
7,1238,5,59.68,70,29.56369632,1,1,0.015,0.025,1,1,0
7,1239,1,61.58,70,27.87584331,1,1,0.015,0.025,1,1,0
7,1240,11,63.47,70,26.15750582,1,1,0.015,0.025,1,1,0
7,1241,11,65.37,70,24.41056597,1,1,0.015,0.025,1,1,0
7,1242,7,67.26,70,22.63693453,1,1,0.015,0.025,1,1,0
7,1243,7,69.16,70,20.83854891,1,1,0.015,0.025,1,1,0
7,1244,7,71.05,70,18.83416728,1,1,0.015,0.025,1,1,0
7,1245,17,72.95,70,8.230980375,1,1,0.015,0.025,1,1,0
7,1246,17,76.74,70,0.133011684,1,1,0.015,0.025,1,1,0
7,1247,15,-69.16,72.5,13.84054233,1,1,0.015,0.025,1,1,0
7,1248,17,14.21,72.5,0.391029461,1,1,0.015,0.025,1,1,0
7,1249,17,16.11,72.5,3.853038483,1,1,0.015,0.025,1,1,0
7,1250,17,18,72.5,9.338654456,1,1,0.015,0.025,1,1,0
7,1251,17,19.89,72.5,32.03697164,1,1,0.015,0.025,1,1,0
7,1252,12,21.79,72.5,54.38463437,1,1,0.015,0.025,1,1,0
7,1253,12,23.68,72.5,53.6360822,1,1,0.015,0.025,1,1,0
7,1254,12,25.58,72.5,52.82887531,1,1,0.015,0.025,1,1,0
7,1255,7,27.47,72.5,51.96390253,1,1,0.015,0.025,1,1,0
7,1256,12,29.37,72.5,51.04210595,1,1,0.015,0.025,1,1,0
7,1257,12,31.26,72.5,50.06449727,1,1,0.015,0.025,1,1,0
7,1258,12,33.16,72.5,49.03214146,1,1,0.015,0.025,1,1,0
7,1259,10,35.05,72.5,47.94617311,1,1,0.015,0.025,1,1,0
7,1260,7,36.95,72.5,46.80777596,1,1,0.015,0.025,1,1,0
7,1261,16,38.84,72.5,45.61819519,1,1,0.015,0.025,1,1,0
7,1262,14,40.74,72.5,44.37872924,1,1,0.015,0.025,1,1,0
7,1263,14,42.63,72.5,43.09073798,1,1,0.015,0.025,1,1,0
7,1264,7,44.53,72.5,41.75562224,1,1,0.015,0.025,1,1,0
7,1265,10,46.42,72.5,40.37485249,1,1,0.015,0.025,1,1,0
7,1266,10,48.32,72.5,38.94993605,1,1,0.015,0.025,1,1,0
7,1267,10,50.21,72.5,37.48242531,1,1,0.015,0.025,1,1,0
7,1268,14,52.11,72.5,35.97392999,1,1,0.015,0.025,1,1,0
7,1269,14,54,72.5,34.42609259,1,1,0.015,0.025,1,1,0
7,1270,12,55.89,72.5,32.84061296,1,1,0.015,0.025,1,1,0
7,1271,5,57.79,72.5,31.21922369,1,1,0.015,0.025,1,1,0
7,1272,5,59.68,72.5,29.56369632,1,1,0.015,0.025,1,1,0
7,1273,11,61.58,72.5,27.87584331,1,1,0.015,0.025,1,1,0
7,1274,11,63.47,72.5,26.15750582,1,1,0.015,0.025,1,1,0
7,1275,11,65.37,72.5,24.41056597,1,1,0.015,0.025,1,1,0
7,1276,7,67.26,72.5,22.63693453,1,1,0.015,0.025,1,1,0
7,1277,7,69.16,72.5,20.83854891,1,1,0.015,0.025,1,1,0
7,1278,7,71.05,72.5,19.01737725,1,1,0.015,0.025,1,1,0
7,1279,17,72.95,72.5,5.698665823,1,1,0.015,0.025,1,1,0
7,1280,17,-69.16,75,8.235821847,1,1,0.015,0.025,1,1,0
7,1281,17,8.53,75,0.226146378,1,1,0.015,0.025,1,1,0
7,1282,17,10.42,75,8.913152772,1,1,0.015,0.025,1,1,0
7,1283,17,12.32,75,27.28683238,1,1,0.015,0.025,1,1,0
7,1284,12,14.21,75,37.04451377,1,1,0.015,0.025,1,1,0
7,1285,12,16.11,75,56.2705433,1,1,0.015,0.025,1,1,0
7,1286,12,18,75,55.70258786,1,1,0.015,0.025,1,1,0
7,1287,12,19.89,75,55.07372491,1,1,0.015,0.025,1,1,0
7,1288,12,21.79,75,54.38463437,1,1,0.015,0.025,1,1,0
7,1289,12,23.68,75,53.6360822,1,1,0.015,0.025,1,1,0
7,1290,12,25.58,75,52.82887531,1,1,0.015,0.025,1,1,0
7,1291,12,27.47,75,51.96390253,1,1,0.015,0.025,1,1,0
7,1292,12,29.37,75,51.04210595,1,1,0.015,0.025,1,1,0
7,1293,12,31.26,75,50.06449727,1,1,0.015,0.025,1,1,0
7,1294,10,33.16,75,49.03214146,1,1,0.015,0.025,1,1,0
7,1295,7,35.05,75,47.94617311,1,1,0.015,0.025,1,1,0
7,1296,16,36.95,75,46.80777596,1,1,0.015,0.025,1,1,0
7,1297,7,38.84,75,45.61819519,1,1,0.015,0.025,1,1,0
7,1298,7,40.74,75,44.37872924,1,1,0.015,0.025,1,1,0
7,1299,14,42.63,75,43.09073798,1,1,0.015,0.025,1,1,0
7,1300,10,44.53,75,41.75562224,1,1,0.015,0.025,1,1,0
7,1301,7,46.42,75,40.37485249,1,1,0.015,0.025,1,1,0
7,1302,10,48.32,75,38.94993605,1,1,0.015,0.025,1,1,0
7,1303,14,50.21,75,37.48242531,1,1,0.015,0.025,1,1,0
7,1304,14,52.11,75,35.97392999,1,1,0.015,0.025,1,1,0
7,1305,12,54,75,34.42609259,1,1,0.015,0.025,1,1,0
7,1306,8,55.89,75,32.84061296,1,1,0.015,0.025,1,1,0
7,1307,5,57.79,75,31.21922369,1,1,0.015,0.025,1,1,0
7,1308,1,59.68,75,29.56369632,1,1,0.015,0.025,1,1,0
7,1309,11,61.58,75,27.87584331,1,1,0.015,0.025,1,1,0
7,1310,11,63.47,75,26.15750582,1,1,0.015,0.025,1,1,0
7,1311,11,65.37,75,24.41056597,1,1,0.015,0.025,1,1,0
7,1312,7,67.26,75,22.63693453,1,1,0.015,0.025,1,1,0
7,1313,7,69.16,75,20.83854891,1,1,0.015,0.025,1,1,0
7,1314,7,71.05,75,19.01737725,1,1,0.015,0.025,1,1,0
7,1315,17,72.95,75,3.073395881,1,1,0.015,0.025,1,1,0
7,1316,15,-69.16,77.5,13.87642022,1,1,0.015,0.025,1,1,0
7,1317,17,8.53,77.5,20.48402374,1,1,0.015,0.025,1,1,0
7,1318,12,10.42,77.5,57.60307447,1,1,0.015,0.025,1,1,0
7,1319,12,12.32,77.5,57.2213027,1,1,0.015,0.025,1,1,0
7,1320,12,14.21,77.5,56.77696863,1,1,0.015,0.025,1,1,0
7,1321,12,16.11,77.5,56.2705433,1,1,0.015,0.025,1,1,0
7,1322,12,18,77.5,55.70258786,1,1,0.015,0.025,1,1,0
7,1323,12,19.89,77.5,55.07372491,1,1,0.015,0.025,1,1,0
7,1324,12,21.79,77.5,54.38463437,1,1,0.015,0.025,1,1,0
7,1325,12,23.68,77.5,53.6360822,1,1,0.015,0.025,1,1,0
7,1326,12,25.58,77.5,52.82887531,1,1,0.015,0.025,1,1,0
7,1327,12,27.47,77.5,51.96390253,1,1,0.015,0.025,1,1,0
7,1328,12,29.37,77.5,51.04210595,1,1,0.015,0.025,1,1,0
7,1329,10,31.26,77.5,50.06449727,1,1,0.015,0.025,1,1,0
7,1330,16,33.16,77.5,49.03214146,1,1,0.015,0.025,1,1,0
7,1331,7,35.05,77.5,47.94617311,1,1,0.015,0.025,1,1,0
7,1332,16,36.95,77.5,46.80777596,1,1,0.015,0.025,1,1,0
7,1333,16,38.84,77.5,45.61819519,1,1,0.015,0.025,1,1,0
7,1334,7,40.74,77.5,44.37872924,1,1,0.015,0.025,1,1,0
7,1335,10,42.63,77.5,43.09073798,1,1,0.015,0.025,1,1,0
7,1336,10,44.53,77.5,41.75562224,1,1,0.015,0.025,1,1,0
7,1337,7,46.42,77.5,40.37485249,1,1,0.015,0.025,1,1,0
7,1338,10,48.32,77.5,38.94993605,1,1,0.015,0.025,1,1,0
7,1339,14,50.21,77.5,37.48242531,1,1,0.015,0.025,1,1,0
7,1340,12,52.11,77.5,35.97392999,1,1,0.015,0.025,1,1,0
7,1341,12,54,77.5,34.42609259,1,1,0.015,0.025,1,1,0
7,1342,8,55.89,77.5,32.84061296,1,1,0.015,0.025,1,1,0
7,1343,5,57.79,77.5,31.21922369,1,1,0.015,0.025,1,1,0
7,1344,1,59.68,77.5,29.56369632,1,1,0.015,0.025,1,1,0
7,1345,1,61.58,77.5,27.87584331,1,1,0.015,0.025,1,1,0
7,1346,11,63.47,77.5,26.15750582,1,1,0.015,0.025,1,1,0
7,1347,11,65.37,77.5,24.41056597,1,1,0.015,0.025,1,1,0
7,1348,7,67.26,77.5,22.63693453,1,1,0.015,0.025,1,1,0
7,1349,7,69.16,77.5,20.83854891,1,1,0.015,0.025,1,1,0
7,1350,7,71.05,77.5,19.01737725,1,1,0.015,0.025,1,1,0
7,1351,17,72.95,77.5,5.955843928,1,1,0.015,0.025,1,1,0
7,1352,17,-67.26,80,4.421241219,1,1,0.015,0.025,1,1,0
7,1353,17,6.63,80,15.06580847,1,1,0.015,0.025,1,1,0
7,1354,17,8.53,80,21.41255824,1,1,0.015,0.025,1,1,0
7,1355,17,10.42,80,22.6810935,1,1,0.015,0.025,1,1,0
7,1356,17,12.32,80,29.00882964,1,1,0.015,0.025,1,1,0
7,1357,12,14.21,80,36.23920333,1,1,0.015,0.025,1,1,0
7,1358,12,16.11,80,46.86106491,1,1,0.015,0.025,1,1,0
7,1359,12,18,80,55.70258786,1,1,0.015,0.025,1,1,0
7,1360,8,19.89,80,55.07372491,1,1,0.015,0.025,1,1,0
7,1361,12,21.79,80,54.38463437,1,1,0.015,0.025,1,1,0
7,1362,12,23.68,80,53.6360822,1,1,0.015,0.025,1,1,0
7,1363,12,25.58,80,52.82887531,1,1,0.015,0.025,1,1,0
7,1364,12,27.47,80,51.96390253,1,1,0.015,0.025,1,1,0
7,1365,14,29.37,80,51.04210595,1,1,0.015,0.025,1,1,0
7,1366,7,31.26,80,50.06449727,1,1,0.015,0.025,1,1,0
7,1367,7,33.16,80,49.03214146,1,1,0.015,0.025,1,1,0
7,1368,7,35.05,80,47.94617311,1,1,0.015,0.025,1,1,0
7,1369,16,36.95,80,46.80777596,1,1,0.015,0.025,1,1,0
7,1370,16,38.84,80,45.61819519,1,1,0.015,0.025,1,1,0
7,1371,16,40.74,80,44.37872924,1,1,0.015,0.025,1,1,0
7,1372,10,42.63,80,43.09073798,1,1,0.015,0.025,1,1,0
7,1373,14,44.53,80,41.75562224,1,1,0.015,0.025,1,1,0
7,1374,10,46.42,80,40.37485249,1,1,0.015,0.025,1,1,0
7,1375,14,48.32,80,38.94993605,1,1,0.015,0.025,1,1,0
7,1376,14,50.21,80,37.48242531,1,1,0.015,0.025,1,1,0
7,1377,14,52.11,80,35.97392999,1,1,0.015,0.025,1,1,0
7,1378,12,54,80,34.42609259,1,1,0.015,0.025,1,1,0
7,1379,8,55.89,80,32.84061296,1,1,0.015,0.025,1,1,0
7,1380,5,57.79,80,31.21922369,1,1,0.015,0.025,1,1,0
7,1381,1,59.68,80,29.56369632,1,1,0.015,0.025,1,1,0
7,1382,1,61.58,80,27.87584331,1,1,0.015,0.025,1,1,0
7,1383,11,63.47,80,26.15750582,1,1,0.015,0.025,1,1,0
7,1384,11,65.37,80,24.41056597,1,1,0.015,0.025,1,1,0
7,1385,7,67.26,80,22.63693453,1,1,0.015,0.025,1,1,0
7,1386,7,69.16,80,20.83854891,1,1,0.015,0.025,1,1,0
7,1387,7,71.05,80,19.01737725,1,1,0.015,0.025,1,1,0
7,1388,17,72.95,80,9.988295398,1,1,0.015,0.025,1,1,0
7,1389,15,-67.26,82.5,17.04618141,1,1,0.015,0.025,1,1,0
7,1390,17,6.63,82.5,4.232411528,1,1,0.015,0.025,1,1,0
7,1391,17,8.53,82.5,3.937982097,1,1,0.015,0.025,1,1,0
7,1392,17,16.11,82.5,11.38984109,1,1,0.015,0.025,1,1,0
7,1393,14,18,82.5,48.72730486,1,1,0.015,0.025,1,1,0
7,1394,12,19.89,82.5,55.07372491,1,1,0.015,0.025,1,1,0
7,1395,12,21.79,82.5,54.38463437,1,1,0.015,0.025,1,1,0
7,1396,12,23.68,82.5,53.6360822,1,1,0.015,0.025,1,1,0
7,1397,12,25.58,82.5,52.82887531,1,1,0.015,0.025,1,1,0
7,1398,12,27.47,82.5,51.96390253,1,1,0.015,0.025,1,1,0
7,1399,10,29.37,82.5,51.04210595,1,1,0.015,0.025,1,1,0
7,1400,7,31.26,82.5,50.06449727,1,1,0.015,0.025,1,1,0
7,1401,7,33.16,82.5,49.03214146,1,1,0.015,0.025,1,1,0
7,1402,7,35.05,82.5,47.94617311,1,1,0.015,0.025,1,1,0
7,1403,16,36.95,82.5,46.80777596,1,1,0.015,0.025,1,1,0
7,1404,16,38.84,82.5,45.61819519,1,1,0.015,0.025,1,1,0
7,1405,16,40.74,82.5,44.37872924,1,1,0.015,0.025,1,1,0
7,1406,10,42.63,82.5,43.09073798,1,1,0.015,0.025,1,1,0
7,1407,10,44.53,82.5,41.75562224,1,1,0.015,0.025,1,1,0
7,1408,10,46.42,82.5,40.37485249,1,1,0.015,0.025,1,1,0
7,1409,10,48.32,82.5,38.94993605,1,1,0.015,0.025,1,1,0
7,1410,4,50.21,82.5,37.48242531,1,1,0.015,0.025,1,1,0
7,1411,12,52.11,82.5,35.97392999,1,1,0.015,0.025,1,1,0
7,1412,12,54,82.5,34.42609259,1,1,0.015,0.025,1,1,0
7,1413,5,55.89,82.5,32.84061296,1,1,0.015,0.025,1,1,0
7,1414,5,57.79,82.5,31.21922369,1,1,0.015,0.025,1,1,0
7,1415,5,59.68,82.5,29.56369632,1,1,0.015,0.025,1,1,0
7,1416,1,61.58,82.5,27.87584331,1,1,0.015,0.025,1,1,0
7,1417,1,63.47,82.5,26.15750582,1,1,0.015,0.025,1,1,0
7,1418,7,65.37,82.5,24.41056597,1,1,0.015,0.025,1,1,0
7,1419,7,67.26,82.5,22.63693453,1,1,0.015,0.025,1,1,0
7,1420,7,69.16,82.5,20.83854891,1,1,0.015,0.025,1,1,0
7,1421,7,71.05,82.5,19.01737725,1,1,0.015,0.025,1,1,0
7,1422,7,72.95,82.5,16.77470263,1,1,0.015,0.025,1,1,0
7,1423,17,74.84,82.5,0.208233082,1,1,0.015,0.025,1,1,0
7,1424,15,-67.26,85,20.69707717,1,1,0.015,0.025,1,1,0
7,1425,17,-65.37,85,1.265758812,1,1,0.015,0.025,1,1,0
7,1426,17,18,85,3.308916642,1,1,0.015,0.025,1,1,0
7,1427,12,19.89,85,43.75917239,1,1,0.015,0.025,1,1,0
7,1428,12,21.79,85,54.38463437,1,1,0.015,0.025,1,1,0
7,1429,12,23.68,85,53.6360822,1,1,0.015,0.025,1,1,0
7,1430,12,25.58,85,52.82887531,1,1,0.015,0.025,1,1,0
7,1431,14,27.47,85,51.96390253,1,1,0.015,0.025,1,1,0
7,1432,10,29.37,85,51.04210595,1,1,0.015,0.025,1,1,0
7,1433,7,31.26,85,50.06449727,1,1,0.015,0.025,1,1,0
7,1434,7,33.16,85,49.03214146,1,1,0.015,0.025,1,1,0
7,1435,7,35.05,85,47.94617311,1,1,0.015,0.025,1,1,0
7,1436,16,36.95,85,46.80777596,1,1,0.015,0.025,1,1,0
7,1437,16,38.84,85,45.61819519,1,1,0.015,0.025,1,1,0
7,1438,16,40.74,85,44.37872924,1,1,0.015,0.025,1,1,0
7,1439,10,42.63,85,43.09073798,1,1,0.015,0.025,1,1,0
7,1440,10,44.53,85,41.75562224,1,1,0.015,0.025,1,1,0
7,1441,10,46.42,85,40.37485249,1,1,0.015,0.025,1,1,0
7,1442,10,48.32,85,38.94993605,1,1,0.015,0.025,1,1,0
7,1443,10,50.21,85,37.48242531,1,1,0.015,0.025,1,1,0
7,1444,12,52.11,85,35.97392999,1,1,0.015,0.025,1,1,0
7,1445,12,54,85,34.42609259,1,1,0.015,0.025,1,1,0
7,1446,5,55.89,85,32.84061296,1,1,0.015,0.025,1,1,0
7,1447,4,57.79,85,31.21922369,1,1,0.015,0.025,1,1,0
7,1448,5,59.68,85,29.56369632,1,1,0.015,0.025,1,1,0
7,1449,1,61.58,85,27.87584331,1,1,0.015,0.025,1,1,0
7,1450,11,63.47,85,26.15750582,1,1,0.015,0.025,1,1,0
7,1451,11,65.37,85,24.41056597,1,1,0.015,0.025,1,1,0
7,1452,7,67.26,85,22.63693453,1,1,0.015,0.025,1,1,0
7,1453,7,69.16,85,20.83854891,1,1,0.015,0.025,1,1,0
7,1454,7,71.05,85,19.01737725,1,1,0.015,0.025,1,1,0
7,1455,18,72.95,85,17.17540918,1,1,0.015,0.025,1,1,0
7,1456,17,74.84,85,2.347169982,1,1,0.015,0.025,1,1,0
7,1457,15,-67.26,87.5,22.63693453,1,1,0.015,0.025,1,1,0
7,1458,17,-65.37,87.5,2.301383871,1,1,0.015,0.025,1,1,0
7,1459,17,19.89,87.5,8.07555254,1,1,0.015,0.025,1,1,0
7,1460,12,21.79,87.5,35.61219176,1,1,0.015,0.025,1,1,0
7,1461,12,23.68,87.5,53.6360822,1,1,0.015,0.025,1,1,0
7,1462,12,25.58,87.5,52.82887531,1,1,0.015,0.025,1,1,0
7,1463,7,27.47,87.5,51.96390253,1,1,0.015,0.025,1,1,0
7,1464,10,29.37,87.5,51.04210595,1,1,0.015,0.025,1,1,0
7,1465,10,31.26,87.5,50.06449727,1,1,0.015,0.025,1,1,0
7,1466,7,33.16,87.5,49.03214146,1,1,0.015,0.025,1,1,0
7,1467,7,35.05,87.5,47.94617311,1,1,0.015,0.025,1,1,0
7,1468,16,36.95,87.5,46.80777596,1,1,0.015,0.025,1,1,0
7,1469,16,38.84,87.5,45.61819519,1,1,0.015,0.025,1,1,0
7,1470,16,40.74,87.5,44.37872924,1,1,0.015,0.025,1,1,0
7,1471,10,42.63,87.5,43.09073798,1,1,0.015,0.025,1,1,0
7,1472,7,44.53,87.5,41.75562224,1,1,0.015,0.025,1,1,0
7,1473,7,46.42,87.5,40.37485249,1,1,0.015,0.025,1,1,0
7,1474,10,48.32,87.5,38.94993605,1,1,0.015,0.025,1,1,0
7,1475,8,50.21,87.5,37.48242531,1,1,0.015,0.025,1,1,0
7,1476,5,52.11,87.5,35.97392999,1,1,0.015,0.025,1,1,0
7,1477,5,54,87.5,34.42609259,1,1,0.015,0.025,1,1,0
7,1478,5,55.89,87.5,32.84061296,1,1,0.015,0.025,1,1,0
7,1479,5,57.79,87.5,31.21922369,1,1,0.015,0.025,1,1,0
7,1480,5,59.68,87.5,29.56369632,1,1,0.015,0.025,1,1,0
7,1481,1,61.58,87.5,27.87584331,1,1,0.015,0.025,1,1,0
7,1482,11,63.47,87.5,26.15750582,1,1,0.015,0.025,1,1,0
7,1483,11,65.37,87.5,24.41056597,1,1,0.015,0.025,1,1,0
7,1484,7,67.26,87.5,22.63693453,1,1,0.015,0.025,1,1,0
7,1485,7,69.16,87.5,20.83854891,1,1,0.015,0.025,1,1,0
7,1486,7,71.05,87.5,19.01737725,1,1,0.015,0.025,1,1,0
7,1487,18,72.95,87.5,17.17540918,1,1,0.015,0.025,1,1,0
7,1488,18,74.84,87.5,9.420966646,1,1,0.015,0.025,1,1,0
7,1489,15,-67.26,90,19.40385123,1,1,0.015,0.025,1,1,0
7,1490,17,-65.37,90,0.575348272,1,1,0.015,0.025,1,1,0
7,1491,17,21.79,90,26.34488962,1,1,0.015,0.025,1,1,0
7,1492,12,23.68,90,53.6360822,1,1,0.015,0.025,1,1,0
7,1493,12,25.58,90,52.82887531,1,1,0.015,0.025,1,1,0
7,1494,4,27.47,90,51.96390253,1,1,0.015,0.025,1,1,0
7,1495,10,29.37,90,51.04210595,1,1,0.015,0.025,1,1,0
7,1496,10,31.26,90,50.06449727,1,1,0.015,0.025,1,1,0
7,1497,7,33.16,90,49.03214146,1,1,0.015,0.025,1,1,0
7,1498,7,35.05,90,47.94617311,1,1,0.015,0.025,1,1,0
7,1499,7,36.95,90,46.80777596,1,1,0.015,0.025,1,1,0
7,1500,16,38.84,90,45.61819519,1,1,0.015,0.025,1,1,0
7,1501,16,40.74,90,44.37872924,1,1,0.015,0.025,1,1,0
7,1502,16,42.63,90,43.09073798,1,1,0.015,0.025,1,1,0
7,1503,16,44.53,90,41.75562224,1,1,0.015,0.025,1,1,0
7,1504,7,46.42,90,40.37485249,1,1,0.015,0.025,1,1,0
7,1505,10,48.32,90,38.94993605,1,1,0.015,0.025,1,1,0
7,1506,10,50.21,90,37.48242531,1,1,0.015,0.025,1,1,0
7,1507,5,52.11,90,35.97392999,1,1,0.015,0.025,1,1,0
7,1508,12,54,90,34.42609259,1,1,0.015,0.025,1,1,0
7,1509,5,55.89,90,32.84061296,1,1,0.015,0.025,1,1,0
7,1510,4,57.79,90,31.21922369,1,1,0.015,0.025,1,1,0
7,1511,14,59.68,90,29.56369632,1,1,0.015,0.025,1,1,0
7,1512,1,61.58,90,27.87584331,1,1,0.015,0.025,1,1,0
7,1513,7,63.47,90,26.15750582,1,1,0.015,0.025,1,1,0
7,1514,7,65.37,90,24.41056597,1,1,0.015,0.025,1,1,0
7,1515,7,67.26,90,22.63693453,1,1,0.015,0.025,1,1,0
7,1516,7,69.16,90,20.83854891,1,1,0.015,0.025,1,1,0
7,1517,7,71.05,90,19.01737725,1,1,0.015,0.025,1,1,0
7,1518,18,72.95,90,17.17540918,1,1,0.015,0.025,1,1,0
7,1519,18,74.84,90,11.5516423,1,1,0.015,0.025,1,1,0
7,1520,15,-67.26,92.5,18.3261527,1,1,0.015,0.025,1,1,0
7,1521,17,19.89,92.5,10.12467171,1,1,0.015,0.025,1,1,0
7,1522,5,21.79,92.5,44.25447708,1,1,0.015,0.025,1,1,0
