iYrCnt,npt,veg%iveg,casamet%lat,casamet%lon,casamet%areacell,mimicspool%LITm,mimicspool%LITs,mimicspool%MICr,mimicspool%MICk,mimicspool%SOMa,mimicspool%SOMc,mimicspool%SOMp
     1,     528,       9,       10.4200000000,       27.5000000000,       57.6030760960,        1.2811427708,        3.0388256677,        0.3608085883,        0.3666197290,        2.4421888808,        2.2027504730,        0.6817572810,
     1,     529,       9,       12.3200000000,       27.5000000000,       57.2213043200,        0.6616046639,        1.7488510004,        0.1572867579,        0.1593139480,        1.1983428875,        1.6964030061,        0.1781401812,
     1,     530,      16,       14.2100000000,       27.5000000000,       56.7769702400,        0.1226456265,        0.4717509065,        0.0045448587,        0.0093367338,        0.4276971800,        0.9282587356,        0.0744255588,
     1,     531,      16,       16.1100000000,       27.5000000000,       56.2705448960,        0.1258362384,        0.4175849127,        0.0004994061,        0.0009893191,        0.2971224322,        0.8248142509,        0.0049695816,
     1,     532,      16,       18.0000000000,       27.5000000000,       55.7025894400,        0.0016170180,        0.0634626754,        0.0000000000,        0.0000000000,        0.4473518022,        0.7758866243,        0.0000000000,
     1,     533,      16,       19.8900000000,       27.5000000000,       55.0737264640,        0.0030302142,        0.1011022422,        0.0000000000,        0.0000000000,        0.4676634248,        0.8210677247,        0.0000000000,
     1,     534,      16,       21.7900000000,       27.5000000000,       54.3846359040,        0.0055184694,        0.1426233508,        0.0000000000,        0.0000000000,        0.4908312213,        0.8577572280,        0.0000000000,
     1,     535,      16,       23.6800000000,       27.5000000000,       53.6360837120,        0.0074928857,        0.1385099464,        0.0000000000,        0.0000000000,        0.5287946371,        0.8653378160,        0.0000000020,
     1,     536,      16,       25.5800000000,       27.5000000000,       52.8288768000,        0.1901788979,        0.6064499018,        0.0003552976,        0.0000000000,        0.2574621100,        0.9367948172,        0.0001767767,
     1,     537,      16,       27.4700000000,       27.5000000000,       51.9639040000,        0.1634724839,        0.5509926010,        0.0008613673,        0.0014981707,        0.2759593697,        1.0377347558,        0.0009850698,
     1,     538,      16,       29.3700000000,       27.5000000000,       51.0421073920,        0.0094819154,        0.0893910119,        0.0000000000,        0.0000000000,        0.6793707140,        0.8311904075,        0.0000000430,
     1,     539,      17,       31.2600000000,       27.5000000000,       25.0245120000,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     540,      17,       36.9500000000,       27.5000000000,       14.8290508800,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     541,      14,       38.8400000000,       27.5000000000,       40.7393198080,        0.8062472338,        2.2453681914,        0.0492278431,        0.0543128508,        1.8539517685,        2.6972607139,        1.8023266575,
     1,     542,      12,       40.7400000000,       27.5000000000,       41.9024076800,        0.8355183439,        2.6271969524,        0.0574798352,        0.0705126227,        2.1630492914,        3.0812119681,        2.7394957034,
     1,     543,      12,       42.6300000000,       27.5000000000,       35.6894801920,        0.9369250716,        2.8948952384,        0.0544200200,        0.0664284097,        2.3301302701,        3.3689443217,        2.3365375167,
     1,     544,      12,       44.5300000000,       27.5000000000,       38.5456291840,        0.8452679610,        2.6629149113,        0.0522208587,        0.0624827955,        1.9032767192,        3.1696043292,        1.5088368848,
     1,     545,      14,       46.4200000000,       27.5000000000,       40.3748536320,        1.2712042740,        3.1507604962,        0.0917834918,        0.0982320621,        2.7252268585,        3.2166584692,        2.5850852372,
     1,     546,      14,       48.3200000000,       27.5000000000,       38.9499371520,        0.9959366240,        2.6594290757,        0.0635923931,        0.0730072718,        2.4505735118,        2.9841878823,        2.4840539181,
     1,     547,      12,       50.2100000000,       27.5000000000,       37.4824263680,        1.2682728982,        3.7760304182,        0.0934093247,        0.1193712090,        3.0891657877,        3.7457266015,        3.2009420128,
     1,     548,      12,       52.1100000000,       27.5000000000,       35.9739310080,        1.6276546335,        4.5191917021,        0.1212585830,        0.1458950917,        3.4519402963,        4.0971807974,        2.8236557910,
     1,     549,      12,       54.0000000000,       27.5000000000,       34.4260935680,        1.6284915482,        4.5258292771,        0.1162045154,        0.1395330149,        3.5693954856,        4.1464175420,        2.9758510382,
     1,     550,      14,       55.8900000000,       27.5000000000,       32.8406138880,        2.0307945510,        4.6292154070,        0.1375249070,        0.1495717586,        3.7414670834,        3.9883526833,        2.2648734693,
     1,     551,      14,       57.7900000000,       27.5000000000,       31.2192245760,        2.0138740169,        4.6311827364,        0.1348975476,        0.1469737700,        3.9378274616,        4.0315267427,        2.6186627988,
     1,     552,      17,       59.6800000000,       27.5000000000,       29.5636971520,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     553,       1,       61.5800000000,       27.5000000000,       27.8758440960,        1.0954035153,        5.9322065273,        0.0765346348,        0.1017985454,        2.9266740959,        9.1663187478,        0.9131278575,
     1,     554,       1,       63.4700000000,       27.5000000000,       26.1575065600,        1.2671309047,        6.7316103581,        0.0915186427,        0.1186533805,        3.4479636821,        9.9548625984,        1.0920011982,
     1,     555,       1,       65.3700000000,       27.5000000000,       24.4105666560,        1.6482869734,        8.4768548633,        0.1188529461,        0.1474780698,        4.7544365505,       11.1890569640,        1.4055888834,
     1,     556,       1,       67.2600000000,       27.5000000000,       22.6369351680,        1.7450720987,        8.8909463882,        0.1241456616,        0.1538712726,        5.0084917722,       11.6901683521,        1.3470218615,
     1,     557,       1,       69.1600000000,       27.5000000000,       20.8385495040,        1.4394540458,        7.6204474445,        0.0946946782,        0.1166638954,        3.7823157524,       11.1298457099,        0.7278845824,
     1,     558,      17,       71.0500000000,       27.5000000000,        8.7324037120,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     559,      17,       80.5300000000,       27.5000000000,        0.0992190800,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     560,      17,      -69.1600000000,       30.0000000000,       11.7756416000,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     561,      17,      -31.2600000000,       30.0000000000,       23.8637445120,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     562,       9,      -29.3700000000,       30.0000000000,       46.9221949440,        0.7748299828,        2.4674263397,        0.0631306815,        0.0682041495,        1.8858506244,        2.9133227640,        2.2255743576,
     1,     563,       9,      -27.4700000000,       30.0000000000,       51.9639040000,        0.8018105771,        2.5434851113,        0.0587962462,        0.0625558675,        1.9216518985,        3.0373210439,        2.1055863477,
     1,     564,       9,      -25.5800000000,       30.0000000000,       52.8288768000,        0.6757105553,        2.1531351683,        0.0508609523,        0.0561755546,        1.8971018064,        2.6902484798,        2.5276172142,
     1,     565,       9,      -23.6800000000,       30.0000000000,       53.6360837120,        0.4905954100,        1.5693433843,        0.0384522544,        0.0421192523,        1.3737388629,        2.1090912903,        1.7564902182,
     1,     566,       9,      -21.7900000000,       30.0000000000,       54.3846359040,        0.4968730239,        1.4742020304,        0.0420889311,        0.0416730942,        1.1154834326,        1.9475629708,        1.0055497413,
     1,     567,       9,      -19.8900000000,       30.0000000000,       55.0737264640,        0.5071082288,        1.5720639098,        0.0408942117,        0.0436819030,        1.7813835900,        2.1551108320,        3.0691818474,
     1,     568,       9,      -18.0000000000,       30.0000000000,       55.7025894400,        0.4821432992,        1.5126995926,        0.0477786712,        0.0473619644,        1.3668546194,        2.0169604570,        2.0385275342,
     1,     569,       9,      -16.1100000000,       30.0000000000,       56.2705448960,        0.4217026093,        1.2896343796,        0.0491334134,        0.0468571984,        1.1678307092,        1.7262353670,        2.0236971033,
     1,     570,       9,      -14.2100000000,       30.0000000000,       56.7769702400,        0.5950132545,        1.8507373072,        0.0794550770,        0.0831518926,        1.8664953301,        2.2176827182,        4.5305167924,
     1,     571,       9,      -12.3200000000,       30.0000000000,       57.2213043200,        0.5410845151,        1.7293526550,        0.0680402529,        0.0737777531,        1.7492813899,        2.1386632778,        3.8333320113,
     1,     572,       9,      -10.4200000000,       30.0000000000,       57.6030760960,        0.5671844601,        1.8002361879,        0.0691165834,        0.0766669680,        1.8221277491,        2.1944077136,        4.0580962555,
     1,     573,      14,       -8.5300000000,       30.0000000000,       57.9218554880,        0.6759316939,        1.7677046798,        0.0960262604,        0.0958768047,        1.9224014842,        1.9686495181,        5.9985578375,
     1,     574,       8,       -6.6300000000,       30.0000000000,       58.1772984320,        0.4765026554,        1.5401658574,        0.0510747942,        0.0590921353,        1.5549126797,        1.9912346499,        3.0628614448,
     1,     575,       8,       -4.7400000000,       30.0000000000,       58.3691264000,        0.5341655195,        1.7052511126,        0.0540619903,        0.0640117012,        1.9365183283,        2.1649935317,        4.6259806240,
     1,     576,      14,       -2.8400000000,       30.0000000000,       58.4971264000,        0.9139898167,        2.2453238990,        0.1259832940,        0.1295549498,        2.3736393505,        2.2346260482,        7.4277478238,
     1,     577,      14,       -0.9500000000,       30.0000000000,       58.5611632640,        0.8337034689,        2.0315766506,        0.0912469181,        0.0910426290,        2.0695730835,        2.2090209614,        5.4544006561,
     1,     578,       2,        0.9500000000,       30.0000000000,       58.5611632640,        0.6040241011,        2.1608003593,        0.0571524261,        0.0747673813,        1.9747124481,        2.7125202055,        4.0785379959,
     1,     579,       8,        2.8400000000,       30.0000000000,       58.4971264000,        0.6312494652,        1.9180687916,        0.0771631477,        0.0917146475,        1.8499750388,        2.1846437682,        4.7265659528,
     1,     580,       8,        4.7400000000,       30.0000000000,       58.3691264000,        0.4657851500,        1.4526716387,        0.0541985918,        0.0658491517,        1.2180334732,        1.7863377279,        2.7977106483,
     1,     581,       8,        6.6300000000,       30.0000000000,       58.1772984320,        0.3968863530,        1.2428078113,        0.0421680300,        0.0533026354,        1.0538621519,        1.5955292113,        2.2867122952,
     1,     582,       9,        8.5300000000,       30.0000000000,       57.9218554880,        0.4068780818,        1.2406946812,        0.0460897470,        0.0593279385,        1.1952187231,        1.5588515626,        3.2678421318,
     1,     583,       9,       10.4200000000,       30.0000000000,       57.6030760960,        0.4039984021,        1.2516793967,        0.0428086342,        0.0567282198,        1.3541062208,        1.5958991732,        3.7959534043,
     1,     584,       9,       12.3200000000,       30.0000000000,       57.2213043200,        0.2238608460,        0.8832766601,        0.0085102796,        0.0189591401,        1.2215083851,        1.4290007918,        1.5157757424,
     1,     585,      10,       14.2100000000,       30.0000000000,       56.7769702400,        0.2279465828,        0.6960125849,        0.0392795391,        0.0387026708,        0.4234375082,        0.9179810694,        0.0912389061,
     1,     586,      16,       16.1100000000,       30.0000000000,       56.2705448960,        0.1138885576,        0.3695009221,        0.0001424795,        0.0001719606,        0.2737024169,        0.7719735182,        0.0008062604,
     1,     587,      16,       18.0000000000,       30.0000000000,       55.7025894400,        0.0405840412,        0.0902625576,        0.0000000000,        0.0000000835,        0.4093423264,        0.7526103156,        0.0000033799,
     1,     588,      16,       19.8900000000,       30.0000000000,       55.0737264640,        0.0021001758,        0.0859428720,        0.0000000000,        0.0000000000,        0.4412827589,        0.7984949046,        0.0000000069,
     1,     589,      16,       21.7900000000,       30.0000000000,       54.3846359040,        0.0022517060,        0.0914876807,        0.0000000000,        0.0000000000,        0.4507297538,        0.8072517469,        0.0000000000,
     1,     590,      16,       23.6800000000,       30.0000000000,       53.6360837120,        0.0033023218,        0.1038738446,        0.0000000000,        0.0000000000,        0.4731152587,        0.8251865005,        0.0000000000,
     1,     591,      16,       25.5800000000,       30.0000000000,       52.8288768000,        0.0090408908,        0.0955037606,        0.0000000000,        0.0000000000,        0.6633835713,        0.8340694821,        0.0000000795,
     1,     592,      16,       27.4700000000,       30.0000000000,       51.9639040000,        0.0110833061,        0.0960637097,        0.0000000000,        0.0000000000,        0.6584307928,        0.8310912265,        0.0000002598,
     1,     593,      16,       29.3700000000,       30.0000000000,       51.0421073920,        0.1451877311,        0.5135281365,        0.0012020481,        0.0025072271,        0.4504001392,        1.1488838097,        0.0151275022,
     1,     594,      17,       31.2600000000,       30.0000000000,       27.6244520960,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     595,      14,       36.9500000000,       30.0000000000,       33.5604613120,        0.7533934903,        2.2042553334,        0.0341369004,        0.0387925263,        1.8603993278,        2.8208415164,        1.4198039254,
     1,     596,      14,       38.8400000000,       30.0000000000,       45.6181964800,        0.8625377329,        2.4442103187,        0.0386848273,        0.0425810753,        1.9716292067,        3.0216552080,        1.3837837403,
     1,     597,      17,       40.7400000000,       30.0000000000,       35.1734169600,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     598,      17,       44.5300000000,       30.0000000000,        5.9822120960,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     599,      14,       46.4200000000,       30.0000000000,       31.2293376000,        1.0575944107,        2.7581496237,        0.0708617899,        0.0740325832,        2.0893814748,        3.0225740182,        1.4392593850,
     1,     600,      14,       48.3200000000,       30.0000000000,       38.9499371520,        1.2320756210,        3.0772371491,        0.0765551449,        0.0943586376,        2.8756542240,        3.1585928393,        3.2075837404,
     1,     601,      14,       50.2100000000,       30.0000000000,       37.4824263680,        1.3724097147,        3.3617605799,        0.0985478117,        0.1228478736,        3.2273401389,        3.2346714378,        3.8851811213,
     1,     602,      12,       52.1100000000,       30.0000000000,       35.9739310080,        1.5930237938,        4.4170949257,        0.1231904873,        0.1469980073,        3.3502474094,        4.0091846329,        2.7396947290,
     1,     603,      12,       54.0000000000,       30.0000000000,       34.4260935680,        1.7158211178,        4.6918172170,        0.1332554192,        0.1494388839,        3.3165690410,        4.1789175447,        2.0910913742,
     1,     604,      14,       55.8900000000,       30.0000000000,       32.8406138880,        2.0809917548,        4.7209910802,        0.1473757788,        0.1595736060,        3.8501003570,        3.9921543432,        2.3031666458,
     1,     605,      14,       57.7900000000,       30.0000000000,       31.2192245760,        2.1428419081,        4.8579501341,        0.1525616698,        0.1631664667,        3.9832321766,        4.0877452241,        2.3174684119,
     1,     606,       1,       59.6800000000,       30.0000000000,       29.5636971520,        1.0356114367,        5.6064607703,        0.0851564817,        0.1172043795,        2.9677015881,        8.3980742220,        1.3470116157,
     1,     607,       1,       61.5800000000,       30.0000000000,       27.8758440960,        0.9595851915,        5.2869492832,        0.0639526222,        0.0862290774,        2.6408140462,        8.3087429950,        0.8077273817,
     1,     608,       1,       63.4700000000,       30.0000000000,       26.1575065600,        1.3327824191,        7.0968807760,        0.1010717925,        0.1254956063,        3.5544248201,       10.5039398309,        1.0122595351,
     1,     609,       1,       65.3700000000,       30.0000000000,       24.4105666560,        1.5208488495,        7.9571323828,        0.1061576702,        0.1283660057,        3.9905542436,       11.4863251623,        0.8969540269,
     1,     610,       1,       67.2600000000,       30.0000000000,       22.6369351680,        1.5849882773,        8.2358854490,        0.1202939656,        0.1434157431,        4.1703436863,       11.8309926097,        0.9484356358,
     1,     611,       1,       69.1600000000,       30.0000000000,       20.8385495040,        1.4450559362,        7.5727508160,        0.1011300947,        0.1229482408,        3.7897354662,       10.9707647762,        0.8201113642,
     1,     612,      17,       71.0500000000,       30.0000000000,        6.1884508160,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     613,      17,      -69.1600000000,       32.5000000000,       15.6463390720,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     614,      17,      -29.3700000000,       32.5000000000,        7.0727997440,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     615,       9,      -27.4700000000,       32.5000000000,       30.7702026240,        0.7897934849,        2.1943000846,        0.1033576848,        0.1102581537,        1.6541969515,        2.2892090639,        1.8522860652,
     1,     616,       9,      -25.5800000000,       32.5000000000,       44.4930048000,        0.4960741631,        1.5319117785,        0.0504486775,        0.0527061063,        1.2223923533,        1.9206959092,        1.6660483329,
     1,     617,       9,      -23.6800000000,       32.5000000000,       53.6360837120,        0.6266938406,        1.7731376040,        0.1042414754,        0.1044760333,        1.2387674924,        1.9204240145,        1.0130508523,
     1,     618,       9,      -21.7900000000,       32.5000000000,       54.3846359040,        0.6177559823,        1.8161531541,        0.1082156745,        0.1094629262,        1.2614297335,        1.9744599128,        1.3675567910,
     1,     619,       9,      -19.8900000000,       32.5000000000,       55.0737264640,        0.6228092374,        1.8521203600,        0.0786453105,        0.0769853408,        1.8449241250,        2.2374538866,        4.2733619609,
     1,     620,       9,      -18.0000000000,       32.5000000000,       55.7025894400,        0.5244399845,        1.6003931805,        0.0620970318,        0.0625171472,        1.7884663317,        2.0687936423,        4.4760576888,
     1,     621,       9,      -16.1100000000,       32.5000000000,       56.2705448960,        0.4206430065,        1.3008938499,        0.0629619348,        0.0633684990,        1.3584252807,        1.6906058662,        3.6522305395,
     1,     622,       9,      -14.2100000000,       32.5000000000,       56.7769702400,        0.5085887015,        1.6127245033,        0.0701421347,        0.0735385667,        1.6443812458,        2.0204614042,        3.8947706211,
     1,     623,       9,      -12.3200000000,       32.5000000000,       57.2213043200,        0.4970734392,        1.6159156774,        0.0623804229,        0.0645501183,        1.3178788241,        2.0443736199,        2.3893527368,
     1,     624,       9,      -10.4200000000,       32.5000000000,       57.6030760960,        0.5237574503,        1.6788947777,        0.0636451177,        0.0700203032,        1.7149696374,        2.1050889803,        3.7631464928,
     1,     625,      14,       -8.5300000000,       32.5000000000,       57.9218554880,        0.5918653853,        1.5957868998,        0.0888522243,        0.0859364782,        1.6048069327,        1.8406264188,        4.2232214654,
     1,     626,       9,       -6.6300000000,       32.5000000000,       58.1772984320,        0.4988078702,        1.5794363984,        0.0670143402,        0.0741353314,        1.4825205148,        1.9357553654,        3.6806702816,
     1,     627,       9,       -4.7400000000,       32.5000000000,       58.3691264000,        0.4540114320,        1.4967095603,        0.0550769996,        0.0651377987,        1.4118304496,        1.8942586834,        3.2174148564,
     1,     628,       9,       -2.8400000000,       32.5000000000,       58.4971264000,        0.3933854590,        1.3918777227,        0.0371967823,        0.0501672541,        1.3650697856,        1.8902847129,        2.4242899913,
     1,     629,      17,       -0.9500000000,       32.5000000000,       58.5611632640,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     630,       8,        0.9500000000,       32.5000000000,       58.5611632640,        0.5926489479,        1.8174804124,        0.0641394840,        0.0773890865,        1.8460603387,        2.1644734309,        4.6762267955,
     1,     631,       8,        2.8400000000,       32.5000000000,       58.4971264000,        0.5199005845,        1.5549325829,        0.0600653104,        0.0753222571,        1.6472957620,        1.8819788887,        5.0004951096,
     1,     632,       9,        4.7400000000,       32.5000000000,       58.3691264000,        0.4945634608,        1.4003720489,        0.0680368684,        0.0813757414,        1.2952882741,        1.6143458538,        3.3992126337,
     1,     633,       9,        6.6300000000,       32.5000000000,       58.1772984320,        0.4653460792,        1.3211873034,        0.0651586966,        0.0780790170,        1.3729424491,        1.5221675659,        4.9353813345,
     1,     634,       9,        8.5300000000,       32.5000000000,       57.9218554880,        0.4616089697,        1.3026343802,        0.0590308345,        0.0719705240,        1.4189939739,        1.5641904344,        4.9302527444,
     1,     635,       9,       10.4200000000,       32.5000000000,       57.6030760960,        0.4001659306,        1.1482157598,        0.0395090523,        0.0467545934,        1.3333916659,        1.5063575331,        3.7293812164,
     1,     636,       9,       12.3200000000,       32.5000000000,       57.2213043200,        0.3249744812,        0.8087017361,        0.0100592183,        0.0124724251,        0.9723624834,        1.2345136227,        0.7718895208,
     1,     637,       9,       14.2100000000,       32.5000000000,       56.7769702400,        0.1392516565,        0.4406717955,        0.0044510211,        0.0045393572,        0.5838178643,        0.7004349641,        0.3056222416,
     1,     638,      16,       16.1100000000,       32.5000000000,       56.2705448960,        0.0966972280,        0.3503158670,        0.0003821072,        0.0007951037,        0.3322974838,        0.9577002336,        0.0056711821,
     1,     639,      16,       18.0000000000,       32.5000000000,       55.7025894400,        0.0055287217,        0.0490683902,        0.0000000000,        0.0000000000,        0.4255447867,        0.7225326697,        0.0000004644,
     1,     640,      16,       19.8900000000,       32.5000000000,       55.0737264640,        0.0010101688,        0.0709553676,        0.0000000000,        0.0000000000,        0.4103335454,        0.7716885290,        0.0000000000,
     1,     641,      16,       21.7900000000,       32.5000000000,       54.3846359040,        0.0011292106,        0.0732872959,        0.0000000000,        0.0000000000,        0.4157243715,        0.7764513716,        0.0000000000,
     1,     642,      16,       23.6800000000,       32.5000000000,       53.6360837120,        0.0024554960,        0.0643925739,        0.0000000000,        0.0000000000,        0.5651347508,        0.7786177695,        0.0000000000,
     1,     643,      16,       25.5800000000,       32.5000000000,       52.8288768000,        0.0047274671,        0.0860260278,        0.0000000000,        0.0000000000,        0.6087904344,        0.8132177726,        0.0000000000,
     1,     644,      16,       27.4700000000,       32.5000000000,       51.9639040000,        0.0278516748,        0.1408204131,        0.0000000000,        0.0000000000,        0.6620729930,        0.8532225665,        0.0000018844,
     1,     645,      16,       29.3700000000,       32.5000000000,       51.0421073920,        0.0432824402,        0.1299155558,        0.0000000000,        0.0000000012,        0.6456988466,        0.8253412011,        0.0000036860,
     1,     646,      17,       31.2600000000,       32.5000000000,       27.1583252480,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     647,      17,       35.0500000000,       32.5000000000,       12.6846095360,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     648,      14,       36.9500000000,       32.5000000000,       36.3925381120,        0.7387803311,        2.2015870853,        0.0307432519,        0.0338443642,        1.7804236472,        2.8904099407,        1.0564575402,
     1,     649,      10,       38.8400000000,       32.5000000000,       45.6181964800,        0.6127790559,        1.8876113646,        0.0192302714,        0.0198855798,        1.3527259004,        2.6307813697,        0.3846415731,
     1,     650,      14,       40.7400000000,       32.5000000000,       42.8254453760,        1.1213218738,        2.9455768417,        0.0618376426,        0.0692135336,        2.4358942129,        3.2778637533,        2.1799460332,
     1,     651,      17,       42.6300000000,       32.5000000000,        5.4119403520,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     652,      17,       44.5300000000,       32.5000000000,        1.4033509120,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     653,      12,       46.4200000000,       32.5000000000,       26.0600934400,        0.9238022747,        2.9200106409,        0.0586663048,        0.0710264951,        1.9931009493,        3.3631593501,        1.3618194935,
     1,     654,      14,       48.3200000000,       32.5000000000,       38.9499371520,        1.0499475738,        2.7618541955,        0.0591395014,        0.0751491059,        2.4323064695,        3.0112798186,        2.2660673086,
     1,     655,      12,       50.2100000000,       32.5000000000,       37.4824263680,        1.1658925818,        3.5448612913,        0.0873921308,        0.1163460297,        2.8938977087,        3.5804050406,        2.8305618923,
     1,     656,      12,       52.1100000000,       32.5000000000,       35.9739310080,        1.5600628858,        4.3211420627,        0.1360690639,        0.1460481270,        3.0007103024,        3.9466832115,        1.9236776893,
     1,     657,      12,       54.0000000000,       32.5000000000,       34.4260935680,        1.7946915567,        4.8567276468,        0.1445492634,        0.1604126205,        3.4729113047,        4.2206959203,        2.1395424912,
     1,     658,      14,       55.8900000000,       32.5000000000,       32.8406138880,        2.2164198968,        4.9402205833,        0.1620322696,        0.1696180749,        4.0665325470,        4.0745272370,        2.3752213276,
     1,     659,      14,       57.7900000000,       32.5000000000,       31.2192245760,        2.1843163725,        4.8998304530,        0.1522327187,        0.1596036921,        4.0058837001,        4.1134146870,        2.2563011185,
     1,     660,      14,       59.6800000000,       32.5000000000,       29.5636971520,        1.9083136975,        4.4845526901,        0.1225328212,        0.1348496269,        3.7835056403,        4.0253211652,        2.2398018727,
     1,     661,       1,       61.5800000000,       32.5000000000,       27.8758440960,        1.0167221702,        5.5801880970,        0.0666366256,        0.0890744010,        2.8068522196,        8.7038797655,        0.8208762550,
     1,     662,       1,       63.4700000000,       32.5000000000,       26.1575065600,        1.5193254942,        8.0075618843,        0.1170407381,        0.1422380921,        4.0578388291,       11.6119781800,        1.0691041090,
     1,     663,       1,       65.3700000000,       32.5000000000,       24.4105666560,        1.5113410886,        7.9175155653,        0.1084016008,        0.1299944574,        3.9789116985,       11.4791904538,        0.9268299402,
     1,     664,       1,       67.2600000000,       32.5000000000,       22.6369351680,        1.3312919553,        7.1003307511,        0.0957659982,        0.1151332730,        3.4956319446,       10.6235182108,        0.7491749684,
     1,     665,       1,       69.1600000000,       32.5000000000,       15.4569768960,        1.4933451874,        7.7962871877,        0.1107978449,        0.1322136938,        3.9182053088,       11.1458911868,        0.8789271749,
     1,     666,      17,       71.0500000000,       32.5000000000,        0.1205413440,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     667,      15,      -69.1600000000,       35.0000000000,       15.3441792000,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     668,      17,      -25.5800000000,       35.0000000000,        6.8632320000,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     669,       9,      -23.6800000000,       35.0000000000,       34.8634726400,        0.5834421837,        1.8834256513,        0.0971594421,        0.1064874574,        1.3344270352,        2.1051841997,        1.6818941810,
     1,     670,       9,      -21.7900000000,       35.0000000000,       35.3500364800,        0.6310273380,        1.8914128628,        0.1108644224,        0.1166172645,        1.2944967352,        2.0474690416,        1.8292463128,
     1,     671,      17,      -19.8900000000,       35.0000000000,       26.5034076160,        1.0000000000,        1.0000000000,        0.0150000000,        0.0250000000,        1.0000000000,        1.0000000000,        0.0000000000,
     1,     672,       9,      -18.0000000000,       35.0000000000,       55.7025894400,        0.5098679757,        1.5465927960,        0.0833857141,        0.0855700450,        1.5712488898,        1.8511691155,        5.3259352382,
     1,     673,       9,      -16.1100000000,       35.0000000000,       56.2705448960,        0.5200620791,        1.6610824276,        0.0788687567,        0.0842515839,        1.6909227479,        2.0246035650,        5.0626279934,
     1,     674,       9,      -14.2100000000,       35.0000000000,       56.7769702400,        0.4700691231,        1.5413110491,        0.0637685785,        0.0701733731,        1.5735318788,        1.9621546889,        3.6981947020,
     1,     675,       9,      -12.3200000000,       35.0000000000,       57.2213043200,        0.4806537903,        1.5473202829,        0.0517932517,        0.0585498221,        1.6267285122,        2.0261345481,        3.5719451379,
     1,     676,       9,      -10.4200000000,       35.0000000000,       57.6030760960,        0.5421419270,        1.7875947717,        0.0518299675,        0.0561535136,        1.3591753243,        2.2834417930,        1.8799280010,
     1,     677,      14,       -8.5300000000,       35.0000000000,       57.9218554880,        0.6407015498,        1.7723947344,        0.0865620789,        0.0833170141,        1.4981823099,        2.0416474755,        2.4167135114,
     1,     678,       9,       -6.6300000000,       35.0000000000,       58.1772984320,        0.3456533405,        1.2472318642,        0.0290588963,        0.0373783172,        1.2581196151,        1.7995946482,        1.7719657297,
     1,     679,       9,       -4.7400000000,       35.0000000000,       58.3691264000,        0.4934195937,        1.6681737765,        0.0440252212,        0.0531857609,        1.5827942153,        2.1854012870,        2.6122476488,
     1,     680,       9,       -2.8400000000,       35.0000000000,       58.4971264000,        0.4343305158,        1.5708765395,        0.0373609478,        0.0470325920,        1.3285458336,        2.1277817369,        1.6800701838,
