ijcam,lat,lon,ivt_igbp,ist,iso,landarea,Ndep,Nfix,Pwea, Pdust,doyP1,doyP2,doyP3,doyP4,Phase(1),ivcasa,ilat,ilo
1764,-23.68,45,9,-99,1,52109631488,0.15679,0.1,0,0,-99,-99,-99,-99,-99,-99,36,19
1765,-21.79,45,9,-99,1,52437041152,0.1734,0.1,0,0,-99,-99,-99,-99,-99,-99,37,19
1766,-19.89,45,9,-99,1,41305268224,0.13688,0.1,0,0,-99,-99,-99,-99,-99,-99,38,19
1767,-18,45,9,-99,1,41776914432,0.16609,0.1,0,0,-99,-99,-99,-99,-99,-99,39,19
1768,-16.11,45,17,-99,1,22642800640,0.0998,0.1,0,0,-99,-99,-99,-99,-99,-99,40,19
1777,0.95,45,17,-99,1,6739293696,0.11615,0.1,0,0,-99,-99,-99,-99,-99,-99,49,19
1778,2.84,45,6,-99,1,53783650304,0.23928,0.1,0,0,-99,-99,-99,-99,-99,-99,50,19
1779,4.74,45,6,-99,1,58369126400,0.2045,0.1,0,0,-99,-99,-99,-99,-99,-99,51,19
1780,6.63,45,6,-99,1,58177298432,0.16661,0.1,0,0,-99,-99,-99,-99,-99,-99,52,19
1781,8.53,45,6,-99,1,57921855488,0.20492,0.1,0,0,-99,-99,-99,-99,-99,-99,53,19
1782,10.42,45,17,-99,1,38603644928,0.23677,0.1,0,0,-99,-99,-99,-99,-99,-99,54,19
1783,12.32,45,17,-99,1,9358024704,0.2577,0.1,0,0,-99,-99,-99,-99,-99,-99,55,19
1784,14.21,45,7,-99,1,54449840128,0.34836,0.1,0,0,-99,-99,-99,-99,-99,-99,56,19
1785,16.11,45,16,-99,1,56270544896,0.33349,0.1,0,0,-99,-99,-99,-99,-99,-99,57,19
1786,18,45,16,-99,1,55702589440,0.29054,0.1,0,0,-99,-99,-99,-99,-99,-99,58,19
1787,19.89,45,16,-99,1,55073726464,0.2408,0.1,0,0,-99,-99,-99,-99,-99,-99,59,19
1788,21.79,45,16,-99,1,54384635904,0.1792,0.1,0,0,-99,-99,-99,-99,-99,-99,60,19
1789,23.68,45,16,-99,1,53636083712,0.17328,0.1,0,0,-99,-99,-99,-99,-99,-99,61,19
1790,25.58,45,7,-99,1,52828876800,0.23899,0.1,0,0,-99,-99,-99,-99,-99,-99,62,19
1791,27.47,45,7,-99,1,51963904000,0.20809,0.1,0,0,-99,-99,-99,-99,-99,-99,63,19
1792,29.37,45,16,-99,1,51042107392,0.17978,0.1,0,0,-99,-99,-99,-99,-99,-99,64,19
1793,31.26,45,16,-99,1,50064498688,0.20107,0.1,0,0,-99,-99,-99,-99,-99,-99,65,19
1794,33.16,45,7,-99,1,49032142848,0.38332,0.1,0,0,-99,-99,-99,-99,-99,-99,66,19
1795,35.05,45,14,-99,1,47946174464,0.44656,0.1,0,0,-99,-99,-99,-99,-99,-99,67,19
1796,36.95,45,14,-99,1,46807777280,0.436,0.1,0,0,-99,-99,-99,-99,-99,-99,68,19
1797,38.84,45,10,-99,1,45618196480,0.4108,0.1,0,0,-99,-99,-99,-99,-99,-99,69,19
1798,40.74,45,14,-99,1,44378730496,0.44193,0.1,0,0,-99,-99,-99,-99,-99,-99,70,19
1799,42.63,45,14,-99,1,43041894400,0.53497,0.1,0,0,-99,-99,-99,-99,-99,-99,71,19
1800,44.53,45,10,-99,1,38245085184,0.70273,0.1,0,0,-99,-99,-99,-99,-99,-99,72,19
1801,46.42,45,10,-99,1,35601125376,0.59464,0.1,0,0,-99,-99,-99,-99,-99,-99,73,19
1802,48.32,45,10,-99,1,38949937152,0.69557,0.1,0,0,-99,-99,-99,-99,-99,-99,74,19
1803,50.21,45,10,-99,1,37482426368,0.73612,0.1,0,0,-99,-99,-99,-99,-99,-99,75,19
1804,52.11,45,12,-99,1,35973931008,0.80257,0.1,0,0,-99,-99,-99,-99,-99,-99,76,19
1805,54,45,14,-99,1,34426093568,0.8706,0.1,0,0,-99,-99,-99,-99,-99,-99,77,19
1806,55.89,45,14,-99,1,32840613888,0.82449,0.1,0,0,-99,-99,-99,-99,-99,-99,78,19
1807,57.79,45,14,-99,1,31219224576,0.62155,0.1,0,0,-99,-99,-99,-99,-99,-99,79,19
1808,59.68,45,5,-99,1,29563697152,0.49911,0.1,0,0,-99,-99,-99,-99,-99,-99,80,19
1809,61.58,45,1,-99,1,27875844096,0.3951,0.1,0,0,-99,-99,-99,-99,-99,-99,81,19
1810,63.47,45,1,-99,1,26157506560,0.31924,0.1,0,0,-99,-99,-99,-99,-99,-99,82,19
1811,65.37,45,1,-99,1,24410566656,0.24612,0.1,0,0,-99,-99,-99,-99,-99,-99,83,19
1812,67.26,45,7,-99,1,19232210944,0.18299,0.1,0,0,-99,-99,-99,-99,-99,-99,84,19
1813,69.16,45,17,-99,1,645862464,0.15104,0.1,0,0,-99,-99,-99,-99,-99,-99,85,19
1837,-67.26,47.5,17,-99,1,11855377408,0.00343,0.1,0,0,-99,-99,-99,-99,-99,-99,13,20
1859,-25.58,47.5,17,-99,1,5888967680,0.05608,0.1,0,0,-99,-99,-99,-99,-99,-99,35,20
1860,-23.68,47.5,17,-99,1,32181680128,0.08231,0.1,0,0,-99,-99,-99,-99,-99,-99,36,20
1861,-21.79,47.5,9,-99,1,40163569664,0.11383,0.1,0,0,-99,-99,-99,-99,-99,-99,37,20
1862,-19.89,47.5,9,-99,1,55073726464,0.14105,0.1,0,0,-99,-99,-99,-99,-99,-99,38,20
1863,-18,47.5,9,-99,1,55702589440,0.15894,0.1,0,0,-99,-99,-99,-99,-99,-99,39,20
1864,-16.11,47.5,9,-99,1,53136973824,0.14158,0.1,0,0,-99,-99,-99,-99,-99,-99,40,20
1865,-14.21,47.5,17,-99,1,20354990080,0.0795,0.1,0,0,-99,-99,-99,-99,-99,-99,41,20
1874,2.84,47.5,17,-99,1,7121248768,0.13849,0.1,0,0,-99,-99,-99,-99,-99,-99,50,20
1875,4.74,47.5,6,-99,1,42520633344,0.21215,0.1,0,0,-99,-99,-99,-99,-99,-99,51,20
1876,6.63,47.5,6,-99,1,58177298432,0.18576,0.1,0,0,-99,-99,-99,-99,-99,-99,52,20
1877,8.53,47.5,7,-99,1,57921855488,0.21003,0.1,0,0,-99,-99,-99,-99,-99,-99,53,20
1878,10.42,47.5,7,-99,1,47357243392,0.23392,0.1,0,0,-99,-99,-99,-99,-99,-99,54,20
1880,14.21,47.5,16,-99,1,41442086912,0.25491,0.1,0,0,-99,-99,-99,-99,-99,-99,56,20
1881,16.11,47.5,16,-99,1,56270544896,0.24772,0.1,0,0,-99,-99,-99,-99,-99,-99,57,20
1882,18,47.5,16,-99,1,55702589440,0.22992,0.1,0,0,-99,-99,-99,-99,-99,-99,58,20
1883,19.89,47.5,16,-99,1,55073726464,0.17718,0.1,0,0,-99,-99,-99,-99,-99,-99,59,20
1884,21.79,47.5,16,-99,1,54384635904,0.16954,0.1,0,0,-99,-99,-99,-99,-99,-99,60,20
1885,23.68,47.5,16,-99,1,53636083712,0.20817,0.1,0,0,-99,-99,-99,-99,-99,-99,61,20
1886,25.58,47.5,16,-99,1,52828876800,0.28693,0.1,0,0,-99,-99,-99,-99,-99,-99,62,20
1887,27.47,47.5,16,-99,1,50351570944,0.23628,0.1,0,0,-99,-99,-99,-99,-99,-99,63,20
1888,29.37,47.5,16,-99,1,47690186752,0.2794,0.1,0,0,-99,-99,-99,-99,-99,-99,64,20
1889,31.26,47.5,7,-99,1,50064498688,0.29003,0.1,0,0,-99,-99,-99,-99,-99,-99,65,20
1890,33.16,47.5,7,-99,1,49032142848,0.36127,0.1,0,0,-99,-99,-99,-99,-99,-99,66,20
1891,35.05,47.5,10,-99,1,47946174464,0.41074,0.1,0,0,-99,-99,-99,-99,-99,-99,67,20
1892,36.95,47.5,10,-99,1,46807777280,0.39456,0.1,0,0,-99,-99,-99,-99,-99,-99,68,20
1893,38.84,47.5,14,-99,1,45618196480,0.45553,0.1,0,0,-99,-99,-99,-99,-99,-99,69,20
1894,40.74,47.5,14,-99,1,44248215552,0.43445,0.1,0,0,-99,-99,-99,-99,-99,-99,70,20
1895,42.63,47.5,14,-99,1,29075900416,0.43361,0.1,0,0,-99,-99,-99,-99,-99,-99,71,20
1897,46.42,47.5,10,-99,1,2680496640,0.47744,0.1,0,0,-99,-99,-99,-99,-99,-99,73,20
1898,48.32,47.5,10,-99,1,24313995264,0.49604,0.1,0,0,-99,-99,-99,-99,-99,-99,74,20
1899,50.21,47.5,10,-99,1,37482426368,0.56586,0.1,0,0,-99,-99,-99,-99,-99,-99,75,20
1900,52.11,47.5,14,-99,1,35973931008,0.71273,0.1,0,0,-99,-99,-99,-99,-99,-99,76,20
1901,54,47.5,14,-99,1,34426093568,0.84517,0.1,0,0,-99,-99,-99,-99,-99,-99,77,20
1902,55.89,47.5,12,-99,1,32840613888,0.81292,0.1,0,0,-99,-99,-99,-99,-99,-99,78,20
1903,57.79,47.5,14,-99,1,31219224576,0.60307,0.1,0,0,-99,-99,-99,-99,-99,-99,79,20
1904,59.68,47.5,1,-99,1,29563697152,0.47104,0.1,0,0,-99,-99,-99,-99,-99,-99,80,20
1905,61.58,47.5,1,-99,1,27875844096,0.38614,0.1,0,0,-99,-99,-99,-99,-99,-99,81,20
1906,63.47,47.5,1,-99,1,26157506560,0.33028,0.1,0,0,-99,-99,-99,-99,-99,-99,82,20
1907,65.37,47.5,1,-99,1,24410566656,0.25065,0.1,0,0,-99,-99,-99,-99,-99,-99,83,20
1908,67.26,47.5,17,-99,1,8928801792,0.17874,0.1,0,0,-99,-99,-99,-99,-99,-99,84,20
1909,69.16,47.5,17,-99,1,1049569728,0.14547,0.1,0,0,-99,-99,-99,-99,-99,-99,85,20
1933,-67.26,50,15,-99,1,20157997056,0.00295,0.1,0,0,-99,-99,-99,-99,-99,-99,13,21
1934,-65.37,50,17,-99,1,1150690560,0.00602,0.1,0,0,-99,-99,-99,-99,-99,-99,14,21
1957,-21.79,50,17,-99,1,941606400,0.04993,0.1,0,0,-99,-99,-99,-99,-99,-99,37,21
1958,-19.89,50,17,-99,1,2753716224,0.05783,0.1,0,0,-99,-99,-99,-99,-99,-99,38,21
1959,-18,50,17,-99,1,6984640000,0.0621,0.1,0,0,-99,-99,-99,-99,-99,-99,39,21
1960,-16.11,50,17,-99,1,28053575680,0.07196,0.1,0,0,-99,-99,-99,-99,-99,-99,40,21
1961,-14.21,50,17,-99,1,27837483008,0.08108,0.1,0,0,-99,-99,-99,-99,-99,-99,41,21
1962,-12.32,50,17,-99,1,9605270528,0.05944,0.1,0,0,-99,-99,-99,-99,-99,-99,42,21
1971,4.74,50,17,-99,1,925291840,0.17197,0.1,0,0,-99,-99,-99,-99,-99,-99,51,21
1972,6.63,50,17,-99,1,7902278656,0.18227,0.1,0,0,-99,-99,-99,-99,-99,-99,52,21
1973,8.53,50,7,-99,1,34147495936,0.24625,0.1,0,0,-99,-99,-99,-99,-99,-99,53,21
1974,10.42,50,7,-99,1,52507897856,0.24096,0.1,0,0,-99,-99,-99,-99,-99,-99,54,21
1975,12.32,50,17,-99,1,5913534976,0.19994,0.1,0,0,-99,-99,-99,-99,-99,-99,55,21
1976,14.21,50,17,-99,1,6948040192,0.2067,0.1,0,0,-99,-99,-99,-99,-99,-99,56,21
1977,16.11,50,7,-99,1,55707099136,0.27381,0.1,0,0,-99,-99,-99,-99,-99,-99,57,21
1978,18,50,16,-99,1,55702589440,0.19643,0.1,0,0,-99,-99,-99,-99,-99,-99,58,21
1979,19.89,50,16,-99,1,55073726464,0.15056,0.1,0,0,-99,-99,-99,-99,-99,-99,59,21
1980,21.79,50,16,-99,1,54384635904,0.15336,0.1,0,0,-99,-99,-99,-99,-99,-99,60,21
1981,23.68,50,16,-99,1,53636083712,0.1769,0.1,0,0,-99,-99,-99,-99,-99,-99,61,21
1982,25.58,50,16,-99,1,37188648960,0.18767,0.1,0,0,-99,-99,-99,-99,-99,-99,62,21
1983,27.47,50,17,-99,1,12034751488,0.1216,0.1,0,0,-99,-99,-99,-99,-99,-99,63,21
1984,29.37,50,17,-99,1,16364677120,0.14319,0.1,0,0,-99,-99,-99,-99,-99,-99,64,21
1985,31.26,50,7,-99,1,50064498688,0.33285,0.1,0,0,-99,-99,-99,-99,-99,-99,65,21
1986,33.16,50,10,-99,1,49032142848,0.32862,0.1,0,0,-99,-99,-99,-99,-99,-99,66,21
1987,35.05,50,10,-99,1,47946174464,0.38733,0.1,0,0,-99,-99,-99,-99,-99,-99,67,21
1988,36.95,50,17,-99,1,29775589376,0.33326,0.1,0,0,-99,-99,-99,-99,-99,-99,68,21
1989,38.84,50,17,-99,1,4568430592,0.19201,0.1,0,0,-99,-99,-99,-99,-99,-99,69,21
1990,40.74,50,17,-99,1,12377202688,0.1917,0.1,0,0,-99,-99,-99,-99,-99,-99,70,21
1992,44.53,50,17,-99,1,2980144896,0.24093,0.1,0,0,-99,-99,-99,-99,-99,-99,72,21
1994,48.32,50,10,-99,1,1471645568,0.38682,0.1,0,0,-99,-99,-99,-99,-99,-99,74,21
1995,50.21,50,10,-99,1,37373050880,0.4963,0.1,0,0,-99,-99,-99,-99,-99,-99,75,21
1996,52.11,50,10,-99,1,35973931008,0.61587,0.1,0,0,-99,-99,-99,-99,-99,-99,76,21
1997,54,50,12,-99,1,34426093568,0.7297,0.1,0,0,-99,-99,-99,-99,-99,-99,77,21
1998,55.89,50,12,-99,1,32840613888,0.79897,0.1,0,0,-99,-99,-99,-99,-99,-99,78,21
1999,57.79,50,14,-99,1,31219224576,0.65841,0.1,0,0,-99,-99,-99,-99,-99,-99,79,21
2000,59.68,50,5,-99,1,29563697152,0.46454,0.1,0,0,-99,-99,-99,-99,-99,-99,80,21
2001,61.58,50,1,-99,1,27875844096,0.38847,0.1,0,0,-99,-99,-99,-99,-99,-99,81,21
2002,63.47,50,1,-99,1,26157506560,0.36966,0.1,0,0,-99,-99,-99,-99,-99,-99,82,21
2003,65.37,50,1,-99,1,24410566656,0.28178,0.1,0,0,-99,-99,-99,-99,-99,-99,83,21
2004,67.26,50,1,-99,1,19632562176,0.18302,0.1,0,0,-99,-99,-99,-99,-99,-99,84,21
2005,69.16,50,17,-99,1,3107312128,0.13852,0.1,0,0,-99,-99,-99,-99,-99,-99,85,21
2006,71.05,50,17,-99,1,466982208,0.11859,0.1,0,0,-99,-99,-99,-99,-99,-99,86,21
2011,80.53,50,17,-99,1,1020208128,0.04453,0.1,0,0,-99,-99,-99,-99,-99,-99,91,21
2029,-67.26,52.5,15,-99,1,22636935168,0.00288,0.1,0,0,-99,-99,-99,-99,-99,-99,13,22
2030,-65.37,52.5,17,-99,1,6353171456,0.00592,0.1,0,0,-99,-99,-99,-99,-99,-99,14,22
2071,12.32,52.5,17,-99,1,1387667584,0.18234,0.1,0,0,-99,-99,-99,-99,-99,-99,55,22
2073,16.11,52.5,17,-99,1,26882254848,0.21933,0.1,0,0,-99,-99,-99,-99,-99,-99,57,22
2074,18,52.5,16,-99,1,55702589440,0.17992,0.1,0,0,-99,-99,-99,-99,-99,-99,58,22
2075,19.89,52.5,7,-99,1,55073726464,0.19979,0.1,0,0,-99,-99,-99,-99,-99,-99,59,22
2076,21.79,52.5,16,-99,1,54384635904,0.17984,0.1,0,0,-99,-99,-99,-99,-99,-99,60,22
2077,23.68,52.5,16,-99,1,43716726784,0.15704,0.1,0,0,-99,-99,-99,-99,-99,-99,61,22
2078,25.58,52.5,17,-99,1,8609205248,0.11623,0.1,0,0,-99,-99,-99,-99,-99,-99,62,22
2079,27.47,52.5,7,-99,1,20856659968,0.17977,0.1,0,0,-99,-99,-99,-99,-99,-99,63,22
2080,29.37,52.5,7,-99,1,44605849600,0.29419,0.1,0,0,-99,-99,-99,-99,-99,-99,64,22
2081,31.26,52.5,16,-99,1,50064498688,0.22684,0.1,0,0,-99,-99,-99,-99,-99,-99,65,22
2082,33.16,52.5,16,-99,1,49032142848,0.1817,0.1,0,0,-99,-99,-99,-99,-99,-99,66,22
2083,35.05,52.5,16,-99,1,47946174464,0.26977,0.1,0,0,-99,-99,-99,-99,-99,-99,67,22
2084,36.95,52.5,17,-99,1,11485733888,0.27833,0.1,0,0,-99,-99,-99,-99,-99,-99,68,22
2085,38.84,52.5,17,-99,1,4282419968,0.16401,0.1,0,0,-99,-99,-99,-99,-99,-99,69,22
2086,40.74,52.5,17,-99,1,3478964736,0.17986,0.1,0,0,-99,-99,-99,-99,-99,-99,70,22
2087,42.63,52.5,7,-99,1,17696473088,0.19985,0.1,0,0,-99,-99,-99,-99,-99,-99,71,22
2088,44.53,52.5,7,-99,1,19008135168,0.2561,0.1,0,0,-99,-99,-99,-99,-99,-99,72,22
2090,48.32,52.5,10,-99,1,14079820800,0.34525,0.1,0,0,-99,-99,-99,-99,-99,-99,74,22
2091,50.21,52.5,14,-99,1,37007294464,0.454,0.1,0,0,-99,-99,-99,-99,-99,-99,75,22
2092,52.11,52.5,14,-99,1,35973931008,0.60281,0.1,0,0,-99,-99,-99,-99,-99,-99,76,22
2093,54,52.5,12,-99,1,34426093568,0.64221,0.1,0,0,-99,-99,-99,-99,-99,-99,77,22
2094,55.89,52.5,14,-99,1,32840613888,0.73305,0.1,0,0,-99,-99,-99,-99,-99,-99,78,22
2095,57.79,52.5,1,-99,1,31219224576,0.55471,0.1,0,0,-99,-99,-99,-99,-99,-99,79,22
2096,59.68,52.5,1,-99,1,29563697152,0.43005,0.1,0,0,-99,-99,-99,-99,-99,-99,80,22
2097,61.58,52.5,1,-99,1,27875844096,0.35315,0.1,0,0,-99,-99,-99,-99,-99,-99,81,22
2098,63.47,52.5,1,-99,1,26157506560,0.30379,0.1,0,0,-99,-99,-99,-99,-99,-99,82,22
2099,65.37,52.5,1,-99,1,24410566656,0.23441,0.1,0,0,-99,-99,-99,-99,-99,-99,83,22
2100,67.26,52.5,7,-99,1,22636935168,0.17611,0.1,0,0,-99,-99,-99,-99,-99,-99,84,22
2101,69.16,52.5,17,-99,1,8678950912,0.1348,0.1,0,0,-99,-99,-99,-99,-99,-99,85,22
2102,71.05,52.5,17,-99,1,6271378432,0.11172,0.1,0,0,-99,-99,-99,-99,-99,-99,86,22
2103,72.95,52.5,17,-99,1,5611646976,0.09478,0.1,0,0,-99,-99,-99,-99,-99,-99,87,22
2107,80.53,52.5,17,-99,1,720164672,0.04495,0.1,0,0,-99,-99,-99,-99,-99,-99,91,22
2126,-65.37,55,17,-99,1,7366127104,0.00563,0.1,0,0,-99,-99,-99,-99,-99,-99,14,23
2167,12.32,55,17,-99,1,2533445120,0.18964,0.1,0,0,-99,-99,-99,-99,-99,-99,55,23
2169,16.11,55,17,-99,1,1700179200,0.16854,0.1,0,0,-99,-99,-99,-99,-99,-99,57,23
2170,18,55,16,-99,1,46004727808,0.19663,0.1,0,0,-99,-99,-99,-99,-99,-99,58,23
2171,19.89,55,16,-99,1,55073726464,0.17813,0.1,0,0,-99,-99,-99,-99,-99,-99,59,23
2172,21.79,55,7,-99,1,54384635904,0.23854,0.1,0,0,-99,-99,-99,-99,-99,-99,60,23
2173,23.68,55,16,-99,1,50530770944,0.18896,0.1,0,0,-99,-99,-99,-99,-99,-99,61,23
2174,25.58,55,17,-99,1,802305088,0.16245,0.1,0,0,-99,-99,-99,-99,-99,-99,62,23
2175,27.47,55,7,-99,1,45865279488,0.23987,0.1,0,0,-99,-99,-99,-99,-99,-99,63,23
2176,29.37,55,7,-99,1,51042107392,0.20607,0.1,0,0,-99,-99,-99,-99,-99,-99,64,23
2177,31.26,55,16,-99,1,50064498688,0.14149,0.1,0,0,-99,-99,-99,-99,-99,-99,65,23
2178,33.16,55,16,-99,1,49032142848,0.13638,0.1,0,0,-99,-99,-99,-99,-99,-99,66,23
2179,35.05,55,16,-99,1,47946174464,0.17425,0.1,0,0,-99,-99,-99,-99,-99,-99,67,23
2180,36.95,55,7,-99,1,46807777280,0.32158,0.1,0,0,-99,-99,-99,-99,-99,-99,68,23
2181,38.84,55,16,-99,1,45618196480,0.19525,0.1,0,0,-99,-99,-99,-99,-99,-99,69,23
2182,40.74,55,16,-99,1,39067758592,0.169,0.1,0,0,-99,-99,-99,-99,-99,-99,70,23
2183,42.63,55,7,-99,1,42004963328,0.18647,0.1,0,0,-99,-99,-99,-99,-99,-99,71,23
2184,44.53,55,7,-99,1,38017892352,0.23141,0.1,0,0,-99,-99,-99,-99,-99,-99,72,23
2185,46.42,55,10,-99,1,23483553792,0.2697,0.1,0,0,-99,-99,-99,-99,-99,-99,73,23
2186,48.32,55,10,-99,1,35110920192,0.33905,0.1,0,0,-99,-99,-99,-99,-99,-99,74,23
2187,50.21,55,10,-99,1,37482426368,0.45409,0.1,0,0,-99,-99,-99,-99,-99,-99,75,23
2188,52.11,55,14,-99,1,35973931008,0.57847,0.1,0,0,-99,-99,-99,-99,-99,-99,76,23
2189,54,55,12,-99,1,34426093568,0.61739,0.1,0,0,-99,-99,-99,-99,-99,-99,77,23
2190,55.89,55,14,-99,1,32840613888,0.64697,0.1,0,0,-99,-99,-99,-99,-99,-99,78,23
2191,57.79,55,1,-99,1,31219224576,0.51857,0.1,0,0,-99,-99,-99,-99,-99,-99,79,23
2192,59.68,55,1,-99,1,29563697152,0.41857,0.1,0,0,-99,-99,-99,-99,-99,-99,80,23
2193,61.58,55,1,-99,1,27875844096,0.33792,0.1,0,0,-99,-99,-99,-99,-99,-99,81,23
2194,63.47,55,1,-99,1,26157506560,0.2871,0.1,0,0,-99,-99,-99,-99,-99,-99,82,23
2195,65.37,55,1,-99,1,24410566656,0.23246,0.1,0,0,-99,-99,-99,-99,-99,-99,83,23
2196,67.26,55,7,-99,1,22636935168,0.17728,0.1,0,0,-99,-99,-99,-99,-99,-99,84,23
2197,69.16,55,17,-99,1,6899841024,0.12905,0.1,0,0,-99,-99,-99,-99,-99,-99,85,23
2198,71.05,55,18,-99,1,9544823808,0.11135,0.1,0,0,-99,-99,-99,-99,-99,-99,86,23
2199,72.95,55,18,-99,1,12751720448,0.09275,0.1,0,0,-99,-99,-99,-99,-99,-99,87,23
2200,74.84,55,17,-99,1,3278397952,0.07753,0.1,0,0,-99,-99,-99,-99,-99,-99,88,23
2203,80.53,55,17,-99,1,647480000,0.04485,0.1,0,0,-99,-99,-99,-99,-99,-99,91,23
2221,-67.26,57.5,15,-99,1,16923544576,0.00262,0.1,0,0,-99,-99,-99,-99,-99,-99,13,24
2222,-65.37,57.5,17,-99,1,460278240,0.00549,0.1,0,0,-99,-99,-99,-99,-99,-99,14,24
2266,18,57.5,17,-99,1,7071430144,0.15337,0.1,0,0,-99,-99,-99,-99,-99,-99,58,24
2267,19.89,57.5,16,-99,1,38014488576,0.17336,0.1,0,0,-99,-99,-99,-99,-99,-99,59,24
2268,21.79,57.5,16,-99,1,54384635904,0.15013,0.1,0,0,-99,-99,-99,-99,-99,-99,60,24
2269,23.68,57.5,16,-99,1,37326045184,0.13731,0.1,0,0,-99,-99,-99,-99,-99,-99,61,24
2270,25.58,57.5,17,-99,1,9575299072,0.09472,0.1,0,0,-99,-99,-99,-99,-99,-99,62,24
2271,27.47,57.5,16,-99,1,47861207040,0.17495,0.1,0,0,-99,-99,-99,-99,-99,-99,63,24
2272,29.37,57.5,16,-99,1,51042107392,0.1636,0.1,0,0,-99,-99,-99,-99,-99,-99,64,24
2273,31.26,57.5,16,-99,1,50064498688,0.12271,0.1,0,0,-99,-99,-99,-99,-99,-99,65,24
2274,33.16,57.5,16,-99,1,49032142848,0.12862,0.1,0,0,-99,-99,-99,-99,-99,-99,66,24
2275,35.05,57.5,7,-99,1,47946174464,0.18646,0.1,0,0,-99,-99,-99,-99,-99,-99,67,24
2276,36.95,57.5,10,-99,1,46807777280,0.28954,0.1,0,0,-99,-99,-99,-99,-99,-99,68,24
2277,38.84,57.5,7,-99,1,45618196480,0.22793,0.1,0,0,-99,-99,-99,-99,-99,-99,69,24
2278,40.74,57.5,7,-99,1,44378730496,0.18893,0.1,0,0,-99,-99,-99,-99,-99,-99,70,24
2279,42.63,57.5,16,-99,1,43090739200,0.15833,0.1,0,0,-99,-99,-99,-99,-99,-99,71,24
2280,44.53,57.5,16,-99,1,41755623424,0.17652,0.1,0,0,-99,-99,-99,-99,-99,-99,72,24
2281,46.42,57.5,10,-99,1,40374853632,0.24002,0.1,0,0,-99,-99,-99,-99,-99,-99,73,24
2282,48.32,57.5,10,-99,1,38949937152,0.30376,0.1,0,0,-99,-99,-99,-99,-99,-99,74,24
2283,50.21,57.5,10,-99,1,37482426368,0.40298,0.1,0,0,-99,-99,-99,-99,-99,-99,75,24
2284,52.11,57.5,14,-99,1,35973931008,0.54826,0.1,0,0,-99,-99,-99,-99,-99,-99,76,24
2285,54,57.5,14,-99,1,34426093568,0.54436,0.1,0,0,-99,-99,-99,-99,-99,-99,77,24
2286,55.89,57.5,14,-99,1,32840613888,0.55344,0.1,0,0,-99,-99,-99,-99,-99,-99,78,24
2287,57.79,57.5,1,-99,1,31219224576,0.47477,0.1,0,0,-99,-99,-99,-99,-99,-99,79,24
2288,59.68,57.5,1,-99,1,29563697152,0.39197,0.1,0,0,-99,-99,-99,-99,-99,-99,80,24
2289,61.58,57.5,1,-99,1,27875844096,0.32369,0.1,0,0,-99,-99,-99,-99,-99,-99,81,24
2290,63.47,57.5,1,-99,1,26157506560,0.26813,0.1,0,0,-99,-99,-99,-99,-99,-99,82,24
2291,65.37,57.5,7,-99,1,24410566656,0.22844,0.1,0,0,-99,-99,-99,-99,-99,-99,83,24
2292,67.26,57.5,7,-99,1,22636935168,0.18129,0.1,0,0,-99,-99,-99,-99,-99,-99,84,24
2293,69.16,57.5,17,-99,1,5138610176,0.12641,0.1,0,0,-99,-99,-99,-99,-99,-99,85,24
2294,71.05,57.5,17,-99,1,32579434,0.10574,0.1,0,0,-99,-99,-99,-99,-99,-99,86,24
2295,72.95,57.5,17,-99,1,1899198976,0.09059,0.1,0,0,-99,-99,-99,-99,-99,-99,87,24
2296,74.84,57.5,15,-99,1,10142756864,0.07426,0.1,0,0,-99,-99,-99,-99,-99,-99,88,24
2297,76.74,57.5,17,-99,1,578314432,0.06579,0.1,0,0,-99,-99,-99,-99,-99,-99,89,24
2299,80.53,57.5,15,-99,1,4387896320,0.04378,0.1,0,0,-99,-99,-99,-99,-99,-99,91,24
2314,-72.95,60,15,-99,1,17175409664,0.00067,0.1,0,0,-99,-99,-99,-99,-99,-99,10,25
2317,-67.26,60,17,-99,1,11855377408,0.00229,0.1,0,0,-99,-99,-99,-99,-99,-99,13,25
2363,19.89,60,17,-99,1,606457664,0.16056,0.1,0,0,-99,-99,-99,-99,-99,-99,59,25
2364,21.79,60,17,-99,1,14319113216,0.13708,0.1,0,0,-99,-99,-99,-99,-99,-99,60,25
2365,23.68,60,17,-99,1,1398439168,0.10539,0.1,0,0,-99,-99,-99,-99,-99,-99,61,25
2366,25.58,60,16,-99,1,34210045952,0.12642,0.1,0,0,-99,-99,-99,-99,-99,-99,62,25
2367,27.47,60,16,-99,1,51963904000,0.15034,0.1,0,0,-99,-99,-99,-99,-99,-99,63,25
2368,29.37,60,16,-99,1,51042107392,0.11785,0.1,0,0,-99,-99,-99,-99,-99,-99,64,25
2369,31.26,60,16,-99,1,50064498688,0.11863,0.1,0,0,-99,-99,-99,-99,-99,-99,65,25
2370,33.16,60,7,-99,1,49032142848,0.18902,0.1,0,0,-99,-99,-99,-99,-99,-99,66,25
2371,35.05,60,7,-99,1,47946174464,0.28221,0.1,0,0,-99,-99,-99,-99,-99,-99,67,25
2372,36.95,60,7,-99,1,46807777280,0.29689,0.1,0,0,-99,-99,-99,-99,-99,-99,68,25
2373,38.84,60,7,-99,1,45618196480,0.20542,0.1,0,0,-99,-99,-99,-99,-99,-99,69,25
