ijcam,lat,lon,ivt_igbp,ist,iso,landarea,Ndep,Nfix,Pwea, Pdust,doyP1,doyP2,doyP3,doyP4,Phase(1),ivcasa,ilat,ilo
5772,-69.16,150,15,-99,1,20244768768,0.00213,0.1,0,0,-99,-99,-99,-99,-99,-99,12,61
5773,-67.26,150,17,-99,1,552664960,0.00388,0.1,0,0,-99,-99,-99,-99,-99,-99,13,61
5789,-36.95,150,17,-99,1,24692932608,0.17198,0.1,0,0,-99,-99,-99,-99,-99,-99,29,61
5790,-35.05,150,2,-99,1,38274596864,0.24768,0.1,0,0,-99,-99,-99,-99,-99,-99,30,61
5791,-33.16,150,8,-99,1,49032142848,0.38739,0.1,0,0,-99,-99,-99,-99,-99,-99,31,61
5792,-31.26,150,8,-99,1,50064498688,0.24529,0.1,0,0,-99,-99,-99,-99,-99,-99,32,61
5793,-29.37,150,9,-99,1,51042107392,0.21407,0.1,0,0,-99,-99,-99,-99,-99,-99,33,61
5794,-27.47,150,9,-99,1,51963904000,0.25122,0.1,0,0,-99,-99,-99,-99,-99,-99,34,61
5795,-25.58,150,8,-99,1,52828876800,0.23182,0.1,0,0,-99,-99,-99,-99,-99,-99,35,61
5796,-23.68,150,8,-99,1,53636083712,0.21491,0.1,0,0,-99,-99,-99,-99,-99,-99,36,61
5797,-21.79,150,17,-99,1,43985752064,0.09506,0.1,0,0,-99,-99,-99,-99,-99,-99,37,61
5798,-19.89,150,17,-99,1,5164127232,0.06291,0.1,0,0,-99,-99,-99,-99,-99,-99,38,61
5803,-10.42,150,17,-99,1,13039382528,0.08524,0.1,0,0,-99,-99,-99,-99,-99,-99,43,61
5804,-8.53,150,17,-99,1,2010450816,0.07087,0.1,0,0,-99,-99,-99,-99,-99,-99,44,61
5805,-6.63,150,17,-99,1,14130371584,0.07494,0.1,0,0,-99,-99,-99,-99,-99,-99,45,61
5806,-4.74,150,17,-99,1,5996573184,0.08956,0.1,0,0,-99,-99,-99,-99,-99,-99,46,61
5840,59.68,150,7,-99,1,19244517376,0.18965,0.1,0,0,-99,-99,-99,-99,-99,-99,80,61
5841,61.58,150,8,-99,1,27875844096,0.17121,0.1,0,0,-99,-99,-99,-99,-99,-99,81,61
5842,63.47,150,8,-99,1,26157506560,0.16745,0.1,0,0,-99,-99,-99,-99,-99,-99,82,61
5843,65.37,150,8,-99,1,24410566656,0.1975,0.1,0,0,-99,-99,-99,-99,-99,-99,83,61
5844,67.26,150,11,-99,1,22636935168,0.12616,0.1,0,0,-99,-99,-99,-99,-99,-99,84,61
5845,69.16,150,7,-99,1,20838549504,0.07554,0.1,0,0,-99,-99,-99,-99,-99,-99,85,61
5846,71.05,150,7,-99,1,16906758144,0.04487,0.1,0,0,-99,-99,-99,-99,-99,-99,86,61
5847,72.95,150,17,-99,1,1475800576,0.03307,0.1,0,0,-99,-99,-99,-99,-99,-99,87,61
5848,74.84,150,17,-99,1,708680128,0.0329,0.1,0,0,-99,-99,-99,-99,-99,-99,88,61
5868,-69.16,152.5,15,-99,1,20178792448,0.00239,0.1,0,0,-99,-99,-99,-99,-99,-99,12,62
5887,-33.16,152.5,17,-99,1,9347752960,0.18645,0.1,0,0,-99,-99,-99,-99,-99,-99,31,62
5888,-31.26,152.5,2,-99,1,35545845760,0.17514,0.1,0,0,-99,-99,-99,-99,-99,-99,32,62
5889,-29.37,152.5,2,-99,1,45937983488,0.20436,0.1,0,0,-99,-99,-99,-99,-99,-99,33,62
5890,-27.47,152.5,2,-99,1,46767599616,0.24673,0.1,0,0,-99,-99,-99,-99,-99,-99,34,62
5891,-25.58,152.5,2,-99,1,38777675776,0.14395,0.1,0,0,-99,-99,-99,-99,-99,-99,35,62
5892,-23.68,152.5,17,-99,1,2747691264,0.09688,0.1,0,0,-99,-99,-99,-99,-99,-99,36,62
5902,-4.74,152.5,17,-99,1,14810921984,0.07905,0.1,0,0,-99,-99,-99,-99,-99,-99,46,62
5936,59.68,152.5,7,-99,1,19967809536,0.1781,0.1,0,0,-99,-99,-99,-99,-99,-99,80,62
5937,61.58,152.5,11,-99,1,27875844096,0.18789,0.1,0,0,-99,-99,-99,-99,-99,-99,81,62
5938,63.47,152.5,8,-99,1,26157506560,0.19675,0.1,0,0,-99,-99,-99,-99,-99,-99,82,62
5939,65.37,152.5,8,-99,1,24410566656,0.23625,0.1,0,0,-99,-99,-99,-99,-99,-99,83,62
5940,67.26,152.5,8,-99,1,22636935168,0.17061,0.1,0,0,-99,-99,-99,-99,-99,-99,84,62
5941,69.16,152.5,7,-99,1,20838549504,0.06559,0.1,0,0,-99,-99,-99,-99,-99,-99,85,62
5942,71.05,152.5,17,-99,1,9100071936,0.03703,0.1,0,0,-99,-99,-99,-99,-99,-99,86,62
5957,-82.42,155,15,-99,1,7724814848,0.00137,0.1,0,0,-99,-99,-99,-99,-99,-99,5,63
5958,-80.53,155,15,-99,1,9640168448,0.00123,0.1,0,0,-99,-99,-99,-99,-99,-99,6,63
5964,-69.16,155,15,-99,1,16250677248,0.00272,0.1,0,0,-99,-99,-99,-99,-99,-99,12,63
6029,54,155,17,-99,1,8634390528,0.1874,0.1,0,0,-99,-99,-99,-99,-99,-99,77,63
6030,55.89,155,17,-99,1,8440407040,0.17507,0.1,0,0,-99,-99,-99,-99,-99,-99,78,63
6032,59.68,155,17,-99,1,8242444288,0.1324,0.1,0,0,-99,-99,-99,-99,-99,-99,80,63
6033,61.58,155,11,-99,1,27104454656,0.16454,0.1,0,0,-99,-99,-99,-99,-99,-99,81,63
6034,63.47,155,11,-99,1,26157506560,0.227,0.1,0,0,-99,-99,-99,-99,-99,-99,82,63
6035,65.37,155,8,-99,1,24410566656,0.19932,0.1,0,0,-99,-99,-99,-99,-99,-99,83,63
6036,67.26,155,8,-99,1,22636935168,0.12894,0.1,0,0,-99,-99,-99,-99,-99,-99,84,63
6037,69.16,155,7,-99,1,20838549504,0.06116,0.1,0,0,-99,-99,-99,-99,-99,-99,85,63
6038,71.05,155,17,-99,1,8460157952,0.03586,0.1,0,0,-99,-99,-99,-99,-99,-99,86,63
6052,-84.32,157.5,15,-99,1,5801014272,0.00119,0.1,0,0,-99,-99,-99,-99,-99,-99,4,64
6053,-82.42,157.5,15,-99,1,7724814848,0.00164,0.1,0,0,-99,-99,-99,-99,-99,-99,5,64
6054,-80.53,157.5,15,-99,1,9640168448,0.00158,0.1,0,0,-99,-99,-99,-99,-99,-99,6,64
6055,-78.63,157.5,15,-99,1,11544980480,0.00144,0.1,0,0,-99,-99,-99,-99,-99,-99,7,64
6060,-69.16,157.5,17,-99,1,12365623296,0.00288,0.1,0,0,-99,-99,-99,-99,-99,-99,12,64
6124,52.11,157.5,4,-99,1,20758697984,0.20961,0.1,0,0,-99,-99,-99,-99,-99,-99,76,64
6125,54,157.5,4,-99,1,33484785664,0.23508,0.1,0,0,-99,-99,-99,-99,-99,-99,77,64
6126,55.89,157.5,7,-99,1,32166639616,0.21691,0.1,0,0,-99,-99,-99,-99,-99,-99,78,64
6127,57.79,157.5,17,-99,1,15876059136,0.1653,0.1,0,0,-99,-99,-99,-99,-99,-99,79,64
6129,61.58,157.5,17,-99,1,14588060672,0.12859,0.1,0,0,-99,-99,-99,-99,-99,-99,81,64
6130,63.47,157.5,8,-99,1,26157506560,0.22971,0.1,0,0,-99,-99,-99,-99,-99,-99,82,64
6131,65.37,157.5,8,-99,1,24410566656,0.23777,0.1,0,0,-99,-99,-99,-99,-99,-99,83,64
6132,67.26,157.5,8,-99,1,22636935168,0.10142,0.1,0,0,-99,-99,-99,-99,-99,-99,84,64
6133,69.16,157.5,7,-99,1,20838549504,0.06003,0.1,0,0,-99,-99,-99,-99,-99,-99,85,64
6134,71.05,157.5,17,-99,1,7700667392,0.03602,0.1,0,0,-99,-99,-99,-99,-99,-99,86,64
6148,-84.32,160,15,-99,1,5801014272,0.00117,0.1,0,0,-99,-99,-99,-99,-99,-99,4,65
6149,-82.42,160,15,-99,1,7724814848,0.00148,0.1,0,0,-99,-99,-99,-99,-99,-99,5,65
6150,-80.53,160,15,-99,1,9640168448,0.00146,0.1,0,0,-99,-99,-99,-99,-99,-99,6,65
6151,-78.63,160,15,-99,1,11544980480,0.00136,0.1,0,0,-99,-99,-99,-99,-99,-99,7,65
6152,-76.74,160,15,-99,1,13437167616,0.00139,0.1,0,0,-99,-99,-99,-99,-99,-99,8,65
6153,-74.84,160,15,-99,1,15314663424,0.0014,0.1,0,0,-99,-99,-99,-99,-99,-99,9,65
6154,-72.95,160,15,-99,1,17175409664,0.00167,0.1,0,0,-99,-99,-99,-99,-99,-99,10,65
6155,-71.05,160,15,-99,1,19017377792,0.00234,0.1,0,0,-99,-99,-99,-99,-99,-99,11,65
6156,-69.16,160,17,-99,1,5933585920,0.003,0.1,0,0,-99,-99,-99,-99,-99,-99,12,65
6220,52.11,160,17,-99,1,874071744,0.17217,0.1,0,0,-99,-99,-99,-99,-99,-99,76,65
6221,54,160,7,-99,1,18937276416,0.18609,0.1,0,0,-99,-99,-99,-99,-99,-99,77,65
6222,55.89,160,7,-99,1,32840613888,0.17902,0.1,0,0,-99,-99,-99,-99,-99,-99,78,65
6223,57.79,160,7,-99,1,30310166528,0.14671,0.1,0,0,-99,-99,-99,-99,-99,-99,79,65
6224,59.68,160,17,-99,1,6553151488,0.10795,0.1,0,0,-99,-99,-99,-99,-99,-99,80,65
6225,61.58,160,8,-99,1,17252130816,0.11971,0.1,0,0,-99,-99,-99,-99,-99,-99,81,65
6226,63.47,160,7,-99,1,26157506560,0.1341,0.1,0,0,-99,-99,-99,-99,-99,-99,82,65
6227,65.37,160,7,-99,1,24410566656,0.18874,0.1,0,0,-99,-99,-99,-99,-99,-99,83,65
6228,67.26,160,8,-99,1,22636935168,0.12837,0.1,0,0,-99,-99,-99,-99,-99,-99,84,65
6229,69.16,160,7,-99,1,18178031616,0.05725,0.1,0,0,-99,-99,-99,-99,-99,-99,85,65
6230,71.05,160,17,-99,1,4924136960,0.03406,0.1,0,0,-99,-99,-99,-99,-99,-99,86,65
6244,-84.32,162.5,15,-99,1,5801014272,0.00117,0.1,0,0,-99,-99,-99,-99,-99,-99,4,66
6245,-82.42,162.5,15,-99,1,7724814848,0.00133,0.1,0,0,-99,-99,-99,-99,-99,-99,5,66
6247,-78.63,162.5,15,-99,1,11544980480,0.00123,0.1,0,0,-99,-99,-99,-99,-99,-99,7,66
6248,-76.74,162.5,15,-99,1,12876925952,0.00142,0.1,0,0,-99,-99,-99,-99,-99,-99,8,66
6249,-74.84,162.5,15,-99,1,14877220864,0.00163,0.1,0,0,-99,-99,-99,-99,-99,-99,9,66
6250,-72.95,162.5,15,-99,1,17175409664,0.00182,0.1,0,0,-99,-99,-99,-99,-99,-99,10,66
6251,-71.05,162.5,15,-99,1,17451966464,0.00265,0.1,0,0,-99,-99,-99,-99,-99,-99,11,66
6252,-69.16,162.5,17,-99,1,1240106624,0.00354,0.1,0,0,-99,-99,-99,-99,-99,-99,12,66
6317,54,162.5,17,-99,1,417754624,0.14017,0.1,0,0,-99,-99,-99,-99,-99,-99,77,66
6318,55.89,162.5,17,-99,1,11769370624,0.1214,0.1,0,0,-99,-99,-99,-99,-99,-99,78,66
6319,57.79,162.5,7,-99,1,21258258432,0.11895,0.1,0,0,-99,-99,-99,-99,-99,-99,79,66
6320,59.68,162.5,7,-99,1,21489813504,0.11225,0.1,0,0,-99,-99,-99,-99,-99,-99,80,66
6321,61.58,162.5,17,-99,1,25768656896,0.10623,0.1,0,0,-99,-99,-99,-99,-99,-99,81,66
6322,63.47,162.5,7,-99,1,26157506560,0.10781,0.1,0,0,-99,-99,-99,-99,-99,-99,82,66
6323,65.37,162.5,7,-99,1,24410566656,0.12581,0.1,0,0,-99,-99,-99,-99,-99,-99,83,66
6324,67.26,162.5,8,-99,1,22636935168,0.11123,0.1,0,0,-99,-99,-99,-99,-99,-99,84,66
6325,69.16,162.5,7,-99,1,15152270336,0.05613,0.1,0,0,-99,-99,-99,-99,-99,-99,85,66
6339,-86.21,165,15,-99,1,3870870528,0.00163,0.1,0,0,-99,-99,-99,-99,-99,-99,3,67
6340,-84.32,165,15,-99,1,5801014272,0.0013,0.1,0,0,-99,-99,-99,-99,-99,-99,4,67
6341,-82.42,165,15,-99,1,7724814848,0.00125,0.1,0,0,-99,-99,-99,-99,-99,-99,5,67
6343,-78.63,165,15,-99,1,11544980480,0.00134,0.1,0,0,-99,-99,-99,-99,-99,-99,7,67
6344,-76.74,165,17,-99,1,2231929344,0.00204,0.1,0,0,-99,-99,-99,-99,-99,-99,8,67
6345,-74.84,165,17,-99,1,3583634176,0.00235,0.1,0,0,-99,-99,-99,-99,-99,-99,9,67
6346,-72.95,165,15,-99,1,16806653952,0.00229,0.1,0,0,-99,-99,-99,-99,-99,-99,10,67
6347,-71.05,165,15,-99,1,15886544896,0.00295,0.1,0,0,-99,-99,-99,-99,-99,-99,11,67
6373,-21.79,165,17,-99,1,4968701952,0.05638,0.1,0,0,-99,-99,-99,-99,-99,-99,37,67
6416,59.68,165,17,-99,1,8802684928,0.09531,0.1,0,0,-99,-99,-99,-99,-99,-99,80,67
6417,61.58,165,7,-99,1,27875844096,0.11316,0.1,0,0,-99,-99,-99,-99,-99,-99,81,67
6418,63.47,165,7,-99,1,26157506560,0.11908,0.1,0,0,-99,-99,-99,-99,-99,-99,82,67
6419,65.37,165,7,-99,1,24410566656,0.10242,0.1,0,0,-99,-99,-99,-99,-99,-99,83,67
6420,67.26,165,8,-99,1,22636935168,0.09186,0.1,0,0,-99,-99,-99,-99,-99,-99,84,67
6421,69.16,165,7,-99,1,18774257664,0.05442,0.1,0,0,-99,-99,-99,-99,-99,-99,85,67
6435,-86.21,167.5,15,-99,1,3870870528,0.00167,0.1,0,0,-99,-99,-99,-99,-99,-99,3,68
6436,-84.32,167.5,15,-99,1,5801014272,0.00146,0.1,0,0,-99,-99,-99,-99,-99,-99,4,68
6439,-78.63,167.5,15,-99,1,11544980480,0.0017,0.1,0,0,-99,-99,-99,-99,-99,-99,7,68
6440,-76.74,167.5,17,-99,1,2231929344,0.00328,0.1,0,0,-99,-99,-99,-99,-99,-99,8,68
6442,-72.95,167.5,15,-99,1,14717011968,0.0028,0.1,0,0,-99,-99,-99,-99,-99,-99,10,68
6443,-71.05,167.5,15,-99,1,14520062976,0.00318,0.1,0,0,-99,-99,-99,-99,-99,-99,11,68
6456,-46.42,167.5,17,-99,1,13406237696,0.07548,0.1,0,0,-99,-99,-99,-99,-99,-99,24,68
6457,-44.53,167.5,17,-99,1,13819266048,0.08794,0.1,0,0,-99,-99,-99,-99,-99,-99,25,68
6512,59.68,167.5,17,-99,1,2091159424,0.09187,0.1,0,0,-99,-99,-99,-99,-99,-99,80,68
6513,61.58,167.5,7,-99,1,26585970688,0.12991,0.1,0,0,-99,-99,-99,-99,-99,-99,81,68
6514,63.47,167.5,7,-99,1,26157506560,0.1636,0.1,0,0,-99,-99,-99,-99,-99,-99,82,68
6515,65.37,167.5,7,-99,1,24410566656,0.10094,0.1,0,0,-99,-99,-99,-99,-99,-99,83,68
6516,67.26,167.5,8,-99,1,22636935168,0.06931,0.1,0,0,-99,-99,-99,-99,-99,-99,84,68
6517,69.16,167.5,7,-99,1,16133617664,0.04578,0.1,0,0,-99,-99,-99,-99,-99,-99,85,68
6532,-84.32,170,15,-99,1,5801014272,0.00151,0.1,0,0,-99,-99,-99,-99,-99,-99,4,69
6536,-76.74,170,17,-99,1,3524018688,0.00332,0.1,0,0,-99,-99,-99,-99,-99,-99,8,69
6538,-72.95,170,17,-99,1,7435901952,0.00312,0.1,0,0,-99,-99,-99,-99,-99,-99,10,69
6539,-71.05,170,17,-99,1,4379206656,0.00359,0.1,0,0,-99,-99,-99,-99,-99,-99,11,69
6552,-46.42,170,17,-99,1,12448717824,0.07611,0.1,0,0,-99,-99,-99,-99,-99,-99,24,69
6553,-44.53,170,10,-99,1,36366729216,0.15319,0.1,0,0,-99,-99,-99,-99,-99,-99,25,69
6554,-42.63,170,17,-99,1,7539209728,0.09103,0.1,0,0,-99,-99,-99,-99,-99,-99,26,69
6608,59.68,170,17,-99,1,4680068096,0.08882,0.1,0,0,-99,-99,-99,-99,-99,-99,80,69
6609,61.58,170,7,-99,1,27566946304,0.10529,0.1,0,0,-99,-99,-99,-99,-99,-99,81,69
6610,63.47,170,7,-99,1,26157506560,0.23999,0.1,0,0,-99,-99,-99,-99,-99,-99,82,69
6611,65.37,170,7,-99,1,24410566656,0.13587,0.1,0,0,-99,-99,-99,-99,-99,-99,83,69
6612,67.26,170,7,-99,1,22636935168,0.06639,0.1,0,0,-99,-99,-99,-99,-99,-99,84,69
6613,69.16,170,7,-99,1,10231002112,0.03965,0.1,0,0,-99,-99,-99,-99,-99,-99,85,69
6627,-86.21,172.5,15,-99,1,3870870528,0.00179,0.1,0,0,-99,-99,-99,-99,-99,-99,3,70
6628,-84.32,172.5,15,-99,1,5801014272,0.00152,0.1,0,0,-99,-99,-99,-99,-99,-99,4,70
6632,-76.74,172.5,17,-99,1,2601106688,0.0029,0.1,0,0,-99,-99,-99,-99,-99,-99,8,70
6649,-44.53,172.5,17,-99,1,4938168320,0.10938,0.1,0,0,-99,-99,-99,-99,-99,-99,25,70
6650,-42.63,172.5,10,-99,1,36687151104,0.13864,0.1,0,0,-99,-99,-99,-99,-99,-99,26,70
6651,-40.74,172.5,17,-99,1,8248697344,0.08164,0.1,0,0,-99,-99,-99,-99,-99,-99,27,70
6704,59.68,172.5,17,-99,1,237645504,0.08519,0.1,0,0,-99,-99,-99,-99,-99,-99,80,70
6705,61.58,172.5,7,-99,1,21055234048,0.08789,0.1,0,0,-99,-99,-99,-99,-99,-99,81,70
6706,63.47,172.5,7,-99,1,26157506560,0.11685,0.1,0,0,-99,-99,-99,-99,-99,-99,82,70
6707,65.37,172.5,7,-99,1,24410566656,0.10427,0.1,0,0,-99,-99,-99,-99,-99,-99,83,70
6708,67.26,172.5,7,-99,1,22636935168,0.06953,0.1,0,0,-99,-99,-99,-99,-99,-99,84,70
6709,69.16,172.5,8,-99,1,20809322496,0.04636,0.1,0,0,-99,-99,-99,-99,-99,-99,85,70
6710,71.05,172.5,17,-99,1,514896608,0.02928,0.1,0,0,-99,-99,-99,-99,-99,-99,86,70
6723,-86.21,175,15,-99,1,3870870528,0.00188,0.1,0,0,-99,-99,-99,-99,-99,-99,3,71
6724,-84.32,175,15,-99,1,5801014272,0.00154,0.1,0,0,-99,-99,-99,-99,-99,-99,4,71
6728,-76.74,175,17,-99,1,2231929344,0.00256,0.1,0,0,-99,-99,-99,-99,-99,-99,8,71
6747,-40.74,175,17,-99,1,25872091136,0.20787,0.1,0,0,-99,-99,-99,-99,-99,-99,27,71
6748,-38.84,175,10,-99,1,30852995072,0.23203,0.1,0,0,-99,-99,-99,-99,-99,-99,28,71
6749,-36.95,175,17,-99,1,21254664192,0.18252,0.1,0,0,-99,-99,-99,-99,-99,-99,29,71
6750,-35.05,175,17,-99,1,9671611392,0.10063,0.1,0,0,-99,-99,-99,-99,-99,-99,30,71
6801,61.58,175,17,-99,1,6934140928,0.06996,0.1,0,0,-99,-99,-99,-99,-99,-99,81,71
6802,63.47,175,7,-99,1,26157506560,0.08653,0.1,0,0,-99,-99,-99,-99,-99,-99,82,71
6803,65.37,175,7,-99,1,24410566656,0.08655,0.1,0,0,-99,-99,-99,-99,-99,-99,83,71
6804,67.26,175,7,-99,1,22636935168,0.07302,0.1,0,0,-99,-99,-99,-99,-99,-99,84,71
6805,69.16,175,7,-99,1,19708608512,0.04538,0.1,0,0,-99,-99,-99,-99,-99,-99,85,71
6820,-84.32,177.5,15,-99,1,5801014272,0.00153,0.1,0,0,-99,-99,-99,-99,-99,-99,4,72
6823,-78.63,177.5,15,-99,1,11283078144,0.00182,0.1,0,0,-99,-99,-99,-99,-99,-99,7,72
6824,-76.74,177.5,17,-99,1,1785548032,0.00238,0.1,0,0,-99,-99,-99,-99,-99,-99,8,72
6843,-40.74,177.5,17,-99,1,5774589440,0.1229,0.1,0,0,-99,-99,-99,-99,-99,-99,27,72
6844,-38.84,177.5,17,-99,1,26762352640,0.1623,0.1,0,0,-99,-99,-99,-99,-99,-99,28,72
6845,-36.95,177.5,17,-99,1,1529343232,0.08088,0.1,0,0,-99,-99,-99,-99,-99,-99,29,72
6855,-18,177.5,17,-99,1,8339338752,0.03679,0.1,0,0,-99,-99,-99,-99,-99,-99,39,72
6897,61.58,177.5,17,-99,1,2059625984,0.06623,0.1,0,0,-99,-99,-99,-99,-99,-99,81,72
6898,63.47,177.5,7,-99,1,24445016064,0.07953,0.1,0,0,-99,-99,-99,-99,-99,-99,82,72
6899,65.37,177.5,7,-99,1,24410566656,0.07779,0.1,0,0,-99,-99,-99,-99,-99,-99,83,72
6900,67.26,177.5,18,-99,1,22636935168,0.05457,0.1,0,0,-99,-99,-99,-99,-99,-99,84,72
6901,69.16,177.5,17,-99,1,17916205056,0.0409,0.1,0,0,-99,-99,-99,-99,-99,-99,85,72
6916,-84.32,180,15,-99,1,5801014272,0.00149,0.1,0,0,-99,-99,-99,-99,-99,-99,4,73
6919,-78.63,180,15,-99,1,10235456512,0.00186,0.1,0,0,-99,-99,-99,-99,-99,-99,7,73
6994,63.47,180,17,-99,1,1973436544,0.05683,0.1,0,0,-99,-99,-99,-99,-99,-99,82,73
6995,65.37,180,7,-99,1,16364925952,0.05928,0.1,0,0,-99,-99,-99,-99,-99,-99,83,73
6996,67.26,180,7,-99,1,22636935168,0.04994,0.1,0,0,-99,-99,-99,-99,-99,-99,84,73
6997,69.16,180,17,-99,1,9435908096,0.0365,0.1,0,0,-99,-99,-99,-99,-99,-99,85,73
6998,71.05,180,17,-99,1,6036401664,0.02979,0.1,0,0,-99,-99,-99,-99,-99,-99,86,73
7011,-86.21,182.5,15,-99,1,3870870528,0.00217,0.1,0,0,-99,-99,-99,-99,-99,-99,3,74
7012,-84.32,182.5,15,-99,1,5801014272,0.0015,0.1,0,0,-99,-99,-99,-99,-99,-99,4,74
7015,-78.63,182.5,15,-99,1,10235456512,0.00189,0.1,0,0,-99,-99,-99,-99,-99,-99,7,74
7091,65.37,182.5,17,-99,1,8826471424,0.05095,0.1,0,0,-99,-99,-99,-99,-99,-99,83,74
7092,67.26,182.5,7,-99,1,22092126208,0.04649,0.1,0,0,-99,-99,-99,-99,-99,-99,84,74
7093,69.16,182.5,17,-99,1,163379968,0.03459,0.1,0,0,-99,-99,-99,-99,-99,-99,85,74
7094,71.05,182.5,17,-99,1,683535872,0.02957,0.1,0,0,-99,-99,-99,-99,-99,-99,86,74
7107,-86.21,185,15,-99,1,3870870528,0.00224,0.1,0,0,-99,-99,-99,-99,-99,-99,3,75
7108,-84.32,185,15,-99,1,5801014272,0.00151,0.1,0,0,-99,-99,-99,-99,-99,-99,4,75
7111,-78.63,185,15,-99,1,10235456512,0.00194,0.1,0,0,-99,-99,-99,-99,-99,-99,7,75
7187,65.37,185,7,-99,1,16778704896,0.05419,0.1,0,0,-99,-99,-99,-99,-99,-99,83,75
7188,67.26,185,17,-99,1,14946268160,0.04471,0.1,0,0,-99,-99,-99,-99,-99,-99,84,75
7204,-84.32,187.5,15,-99,1,5801014272,0.00151,0.1,0,0,-99,-99,-99,-99,-99,-99,4,76
7207,-78.63,187.5,15,-99,1,10235456512,0.00195,0.1,0,0,-99,-99,-99,-99,-99,-99,7,76
7283,65.37,187.5,7,-99,1,20085843968,0.0544,0.1,0,0,-99,-99,-99,-99,-99,-99,83,76
7284,67.26,187.5,17,-99,1,9806613504,0.04185,0.1,0,0,-99,-99,-99,-99,-99,-99,84,76
7300,-84.32,190,15,-99,1,5801014272,0.00149,0.1,0,0,-99,-99,-99,-99,-99,-99,4,77
7303,-78.63,190,15,-99,1,10235456512,0.00198,0.1,0,0,-99,-99,-99,-99,-99,-99,7,77
7379,65.37,190,17,-99,1,4196759296,0.05226,0.1,0,0,-99,-99,-99,-99,-99,-99,83,77
7380,67.26,190,17,-99,1,1526250880,0.04355,0.1,0,0,-99,-99,-99,-99,-99,-99,84,77
7395,-86.21,192.5,15,-99,1,3870870528,0.00218,0.1,0,0,-99,-99,-99,-99,-99,-99,3,78
7396,-84.32,192.5,15,-99,1,5801014272,0.00147,0.1,0,0,-99,-99,-99,-99,-99,-99,4,78
7399,-78.63,192.5,15,-99,1,10235456512,0.00203,0.1,0,0,-99,-99,-99,-99,-99,-99,7,78
7475,65.37,192.5,17,-99,1,5153973248,0.05505,0.1,0,0,-99,-99,-99,-99,-99,-99,83,78
7491,-86.21,195,15,-99,1,3870870528,0.00206,0.1,0,0,-99,-99,-99,-99,-99,-99,3,79
7492,-84.32,195,15,-99,1,5801014272,0.00146,0.1,0,0,-99,-99,-99,-99,-99,-99,4,79
7495,-78.63,195,15,-99,1,7183656960,0.00212,0.1,0,0,-99,-99,-99,-99,-99,-99,7,79
7568,59.68,195,17,-99,1,3850106112,0.07986,0.1,0,0,-99,-99,-99,-99,-99,-99,80,79
7569,61.58,195,10,-99,1,16104864768,0.07691,0.1,0,0,-99,-99,-99,-99,-99,-99,81,79
7570,63.47,195,17,-99,1,5478874112,0.06454,0.1,0,0,-99,-99,-99,-99,-99,-99,82,79
7571,65.37,195,8,-99,1,22435913728,0.06919,0.1,0,0,-99,-99,-99,-99,-99,-99,83,79
7572,67.26,195,17,-99,1,9004522496,0.04745,0.1,0,0,-99,-99,-99,-99,-99,-99,84,79
7573,69.16,195,17,-99,1,6215342592,0.03874,0.1,0,0,-99,-99,-99,-99,-99,-99,85,79
7587,-86.21,197.5,15,-99,1,3870870528,0.00197,0.1,0,0,-99,-99,-99,-99,-99,-99,3,80
7591,-78.63,197.5,15,-99,1,7183642112,0.00215,0.1,0,0,-99,-99,-99,-99,-99,-99,7,80
7662,55.89,197.5,17,-99,1,6401145344,0.09963,0.1,0,0,-99,-99,-99,-99,-99,-99,78,80
7663,57.79,197.5,17,-99,1,492929216,0.08849,0.1,0,0,-99,-99,-99,-99,-99,-99,79,80
7664,59.68,197.5,6,-99,1,13975242752,0.08535,0.1,0,0,-99,-99,-99,-99,-99,-99,80,80
7665,61.58,197.5,6,-99,1,27875844096,0.08803,0.1,0,0,-99,-99,-99,-99,-99,-99,81,80
7666,63.47,197.5,17,-99,1,16344806400,0.07349,0.1,0,0,-99,-99,-99,-99,-99,-99,82,80
7667,65.37,197.5,8,-99,1,24410566656,0.07096,0.1,0,0,-99,-99,-99,-99,-99,-99,83,80
7668,67.26,197.5,8,-99,1,22636935168,0.05733,0.1,0,0,-99,-99,-99,-99,-99,-99,84,80
7669,69.16,197.5,18,-99,1,18681780224,0.04544,0.1,0,0,-99,-99,-99,-99,-99,-99,85,80
7670,71.05,197.5,17,-99,1,325629376,0.03385,0.1,0,0,-99,-99,-99,-99,-99,-99,86,80
7683,-86.21,200,15,-99,1,3870870528,0.00196,0.1,0,0,-99,-99,-99,-99,-99,-99,3,81
7687,-78.63,200,15,-99,1,10235456512,0.00215,0.1,0,0,-99,-99,-99,-99,-99,-99,7,81
7758,55.89,200,6,-99,1,8681798656,0.10147,0.1,0,0,-99,-99,-99,-99,-99,-99,78,81
7759,57.79,200,17,-99,1,855814464,0.08953,0.1,0,0,-99,-99,-99,-99,-99,-99,79,81
7760,59.68,200,6,-99,1,25636366336,0.09659,0.1,0,0,-99,-99,-99,-99,-99,-99,80,81
7761,61.58,200,6,-99,1,27875844096,0.11883,0.1,0,0,-99,-99,-99,-99,-99,-99,81,81
7762,63.47,200,4,-99,1,26157506560,0.14274,0.1,0,0,-99,-99,-99,-99,-99,-99,82,81
7763,65.37,200,4,-99,1,24410566656,0.09924,0.1,0,0,-99,-99,-99,-99,-99,-99,83,81
