ijcam,lat,lon,sand,clay,silt,wwilt,wfield,wsat
  1779,   4.74,  45.00, 0.16747, 0.26225, 0.57029, 0.18531, 0.30663, 0.46818,
  1780,   6.63,  45.00, 0.40793, 0.20487, 0.38720, 0.13807, 0.25813, 0.43792,
  1781,   8.53,  45.00, 0.46931, 0.23517, 0.29551, 0.13959, 0.25811, 0.43017,
  1782,  10.42,  45.00, 0.29429, 0.26462, 0.44109, 0.16741, 0.28922, 0.45229,
  1783,  12.32,  45.00, 0.42219, 0.16805, 0.40976, 0.13040, 0.24506, 0.43601,
  1784,  14.21,  45.00, 0.42546, 0.21423, 0.36031, 0.13801, 0.25821, 0.43560,
  1785,  16.11,  45.00, 0.47441, 0.22233, 0.30326, 0.13475, 0.25394, 0.42945,
  1786,  18.00,  45.00, 0.64148, 0.12739, 0.23113, 0.09794, 0.20406, 0.40837,
  1787,  19.89,  45.00, 0.64148, 0.12739, 0.23113, 0.09794, 0.20407, 0.40837,
  1788,  21.79,  45.00, 0.35244, 0.18400, 0.46356, 0.14335, 0.25913, 0.44479,
  1789,  23.68,  45.00, 0.35244, 0.18400, 0.46356, 0.14335, 0.25912, 0.44477,
  1790,  25.58,  45.00, 0.47441, 0.22233, 0.30326, 0.13475, 0.25392, 0.42943,
  1791,  27.47,  45.00, 0.47441, 0.22233, 0.30326, 0.13475, 0.25392, 0.42943,
  1792,  29.37,  45.00, 0.48746, 0.23274, 0.27980, 0.13702, 0.25496, 0.42778,
  1793,  31.26,  45.00, 0.48746, 0.23274, 0.27980, 0.13702, 0.25512, 0.42793,
  1794,  33.16,  45.00, 0.20598, 0.35049, 0.44353, 0.19793, 0.31970, 0.46348,
  1795,  35.05,  45.00, 0.42094, 0.25975, 0.31931, 0.15267, 0.27065, 0.43636,
  1796,  36.95,  45.00, 0.42559, 0.20411, 0.37030, 0.13550, 0.25552, 0.43578,
  1797,  38.84,  45.00, 0.42559, 0.20411, 0.37030, 0.13550, 0.25552, 0.43580,
  1798,  40.74,  45.00, 0.47158, 0.27560, 0.25282, 0.15490, 0.26836, 0.43086,
  1799,  42.63,  45.00, 0.48512, 0.26086, 0.25402, 0.14799, 0.26335, 0.42966,
  1800,  44.53,  45.00, 0.59042, 0.17908, 0.23050, 0.10916, 0.22799, 0.41572,
  1801,  46.42,  45.00, 0.49983, 0.26119, 0.23898, 0.14712, 0.26062, 0.42659,
  1802,  48.32,  45.00, 0.38581, 0.25528, 0.35890, 0.15454, 0.27454, 0.44105,
  1803,  50.21,  45.00, 0.59042, 0.17908, 0.23050, 0.10916, 0.22850, 0.41617,
  1804,  52.11,  45.00, 0.24768, 0.28627, 0.46605, 0.17831, 0.30204, 0.46026,
  1805,  54.00,  45.00, 0.34577, 0.32982, 0.32441, 0.18274, 0.29722, 0.44714,
  1806,  55.89,  45.00, 0.29514, 0.24599, 0.45888, 0.16286, 0.28505, 0.45329,
  1807,  57.79,  45.00, 0.62186, 0.10241, 0.27573, 0.11096, 0.19788, 0.41230,
  1808,  59.68,  45.00, 0.28342, 0.20628, 0.51030, 0.15764, 0.27657, 0.45759,
  1809,  61.58,  45.00, 0.28342, 0.20628, 0.51030, 0.15764, 0.27765, 0.46244,
  1810,  63.47,  45.00, 0.41416, 0.14377, 0.44207, 0.13260, 0.24144, 0.44741,
  1811,  65.37,  45.00, 0.41416, 0.14377, 0.44207, 0.13260, 0.24291, 0.44938,
  1812,  67.26,  45.00, 0.63722, 0.10534, 0.25744, 0.10655, 0.22122, 0.44717,
  1813,  69.16,  45.00, 0.63722, 0.10534, 0.25744, 0.10655, 0.21163, 0.43629,
  1837, -67.26,  47.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  1859, -25.58,  47.50, 0.46243, 0.31671, 0.22086, 0.17284, 0.27857, 0.43255,
  1860, -23.68,  47.50, 0.40225, 0.39982, 0.19792, 0.20855, 0.30200, 0.43972,
  1861, -21.79,  47.50, 0.34388, 0.47313, 0.18299, 0.23420, 0.32133, 0.44722,
  1862, -19.89,  47.50, 0.40225, 0.39982, 0.19792, 0.20855, 0.30215, 0.43989,
  1863, -18.00,  47.50, 0.41359, 0.40385, 0.18257, 0.21051, 0.30122, 0.43838,
  1864, -16.11,  47.50, 0.35376, 0.47089, 0.17535, 0.23405, 0.31699, 0.44524,
  1865, -14.21,  47.50, 0.41310, 0.39947, 0.18743, 0.20867, 0.30048, 0.43818,
  1874,   2.84,  47.50, 0.44182, 0.23795, 0.32023, 0.14324, 0.26216, 0.43358,
  1875,   4.74,  47.50, 0.46931, 0.23517, 0.29551, 0.13959, 0.25803, 0.43010,
  1876,   6.63,  47.50, 0.46931, 0.23517, 0.29551, 0.13959, 0.25799, 0.43006,
  1877,   8.53,  47.50, 0.49284, 0.20061, 0.30655, 0.12614, 0.24510, 0.42707,
  1878,  10.42,  47.50, 0.42874, 0.11712, 0.45413, 0.13790, 0.22628, 0.43524,
  1880,  14.21,  47.50, 0.47441, 0.22233, 0.30326, 0.13475, 0.25394, 0.42945,
  1881,  16.11,  47.50, 0.36442, 0.24862, 0.38696, 0.15486, 0.27538, 0.44330,
  1882,  18.00,  47.50, 0.90000, 0.05000, 0.05000, 0.09616, 0.14616, 0.37575,
  1883,  19.89,  47.50, 0.90000, 0.05000, 0.05000, 0.09618, 0.14618, 0.37576,
  1884,  21.79,  47.50, 0.67209, 0.11891, 0.20900, 0.09551, 0.19750, 0.40452,
  1885,  23.68,  47.50, 0.47441, 0.22233, 0.30326, 0.13475, 0.25393, 0.42944,
  1886,  25.58,  47.50, 0.47441, 0.22233, 0.30326, 0.13475, 0.25393, 0.42944,
  1887,  27.47,  47.50, 0.67209, 0.11891, 0.20900, 0.09551, 0.19751, 0.40453,
  1888,  29.37,  47.50, 0.36442, 0.24862, 0.38696, 0.15486, 0.27535, 0.44328,
  1889,  31.26,  47.50, 0.34953, 0.28582, 0.36464, 0.16772, 0.28602, 0.44532,
  1890,  33.16,  47.50, 0.42559, 0.20411, 0.37030, 0.13550, 0.25543, 0.43569,
  1891,  35.05,  47.50, 0.42559, 0.20411, 0.37030, 0.13550, 0.25543, 0.43568,
  1892,  36.95,  47.50, 0.50569, 0.16409, 0.33023, 0.11715, 0.23314, 0.42562,
  1893,  38.84,  47.50, 0.50569, 0.16409, 0.33023, 0.11715, 0.23311, 0.42562,
  1894,  40.74,  47.50, 0.46162, 0.18987, 0.34850, 0.12751, 0.24662, 0.43149,
  1895,  42.63,  47.50, 0.59154, 0.23439, 0.17407, 0.12953, 0.24270, 0.41559,
  1897,  46.42,  47.50, 0.49983, 0.26119, 0.23898, 0.14712, 0.26064, 0.42663,
  1898,  48.32,  47.50, 0.38581, 0.25528, 0.35890, 0.15454, 0.27439, 0.44089,
  1899,  50.21,  47.50, 0.41467, 0.32580, 0.25953, 0.17822, 0.28620, 0.43778,
  1900,  52.11,  47.50, 0.24768, 0.28627, 0.46605, 0.17831, 0.30177, 0.45996,
  1901,  54.00,  47.50, 0.34577, 0.32982, 0.32441, 0.18274, 0.29756, 0.44760,
  1902,  55.89,  47.50, 0.29514, 0.24599, 0.45888, 0.16286, 0.28571, 0.45425,
  1903,  57.79,  47.50, 0.60606, 0.11047, 0.28347, 0.10871, 0.20287, 0.41393,
  1904,  59.68,  47.50, 0.28342, 0.20628, 0.51030, 0.15764, 0.27698, 0.45879,
  1905,  61.58,  47.50, 0.28342, 0.20628, 0.51030, 0.15764, 0.27767, 0.46262,
  1906,  63.47,  47.50, 0.34533, 0.18147, 0.47320, 0.14438, 0.26153, 0.45388,
  1907,  65.37,  47.50, 0.41416, 0.14377, 0.44207, 0.13260, 0.24221, 0.44842,
  1908,  67.26,  47.50, 0.63722, 0.10534, 0.25744, 0.10655, 0.21395, 0.43541,
  1909,  69.16,  47.50, 0.34905, 0.25191, 0.39905, 0.15755, 0.29259, 0.48217,
  1933, -67.26,  50.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  1934, -65.37,  50.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  1957, -21.79,  50.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  1958, -19.89,  50.00, 0.41310, 0.39947, 0.18743, 0.20867, 0.30041, 0.43806,
  1959, -18.00,  50.00, 0.41310, 0.39947, 0.18743, 0.20867, 0.30113, 0.43915,
  1960, -16.11,  50.00, 0.41310, 0.39947, 0.18743, 0.20867, 0.30088, 0.43872,
  1961, -14.21,  50.00, 0.41310, 0.39947, 0.18743, 0.20867, 0.30083, 0.43879,
  1962, -12.32,  50.00, 0.37298, 0.42441, 0.20261, 0.21752, 0.30986, 0.44337,
  1971,   4.74,  50.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  1972,   6.63,  50.00, 0.49284, 0.20061, 0.30655, 0.12614, 0.24508, 0.42705,
  1973,   8.53,  50.00, 0.49284, 0.20061, 0.30655, 0.12614, 0.24510, 0.42707,
  1974,  10.42,  50.00, 0.42874, 0.11712, 0.45413, 0.13790, 0.22624, 0.43520,
  1975,  12.32,  50.00, 0.35163, 0.26784, 0.38053, 0.16191, 0.28184, 0.44498,
  1976,  14.21,  50.00, 0.47441, 0.22233, 0.30326, 0.13475, 0.25393, 0.42944,
  1977,  16.11,  50.00, 0.47441, 0.22233, 0.30326, 0.13475, 0.25393, 0.42944,
  1978,  18.00,  50.00, 0.56392, 0.21377, 0.22231, 0.12311, 0.23995, 0.41811,
  1979,  19.89,  50.00, 0.90000, 0.05000, 0.05000, 0.09616, 0.14616, 0.37575,
  1980,  21.79,  50.00, 0.64148, 0.12739, 0.23113, 0.09794, 0.20404, 0.40836,
  1981,  23.68,  50.00, 0.36442, 0.24862, 0.38696, 0.15486, 0.27534, 0.44326,
  1982,  25.58,  50.00, 0.64148, 0.12739, 0.23113, 0.09794, 0.20410, 0.40840,
  1983,  27.47,  50.00, 0.49730, 0.21890, 0.28380, 0.13125, 0.25008, 0.42657,
  1984,  29.37,  50.00, 0.30766, 0.25798, 0.43436, 0.16410, 0.28549, 0.45051,
  1985,  31.26,  50.00, 0.30766, 0.25798, 0.43436, 0.16410, 0.28548, 0.45049,
  1986,  33.16,  50.00, 0.51273, 0.20803, 0.27924, 0.12610, 0.24513, 0.42462,
  1987,  35.05,  50.00, 0.51273, 0.20803, 0.27924, 0.12610, 0.24516, 0.42465,
  1988,  36.95,  50.00, 0.50569, 0.16409, 0.33023, 0.11715, 0.23329, 0.42591,
  1989,  38.84,  50.00, 0.46162, 0.18987, 0.34850, 0.12751, 0.24646, 0.43127,
  1990,  40.74,  50.00, 0.55751, 0.25525, 0.18723, 0.14103, 0.25154, 0.41910,
  1992,  44.53,  50.00, 0.57040, 0.23975, 0.18985, 0.13328, 0.24596, 0.41736,
  1994,  48.32,  50.00, 0.90000, 0.05000, 0.05000, 0.09642, 0.14642, 0.37587,
  1995,  50.21,  50.00, 0.41854, 0.24936, 0.33210, 0.14935, 0.26876, 0.43731,
  1996,  52.11,  50.00, 0.59132, 0.17908, 0.22960, 0.10906, 0.22881, 0.41643,
  1997,  54.00,  50.00, 0.34577, 0.32982, 0.32441, 0.18274, 0.29768, 0.44768,
  1998,  55.89,  50.00, 0.29514, 0.24599, 0.45888, 0.16286, 0.28489, 0.45287,
  1999,  57.79,  50.00, 0.60606, 0.11047, 0.28347, 0.10871, 0.20287, 0.41379,
  2000,  59.68,  50.00, 0.28342, 0.20628, 0.51030, 0.15764, 0.27696, 0.45885,
  2001,  61.58,  50.00, 0.28342, 0.20628, 0.51030, 0.15764, 0.27719, 0.46214,
  2002,  63.47,  50.00, 0.56053, 0.07084, 0.36863, 0.14522, 0.19522, 0.42783,
  2003,  65.37,  50.00, 0.35226, 0.19324, 0.45450, 0.14441, 0.26504, 0.45559,
  2004,  67.26,  50.00, 0.34905, 0.25191, 0.39905, 0.15755, 0.28810, 0.46927,
  2005,  69.16,  50.00, 0.63722, 0.10534, 0.25744, 0.10655, 0.22125, 0.44992,
  2006,  71.05,  50.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2011,  80.53,  50.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2029, -67.26,  52.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2030, -65.37,  52.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2071,  12.32,  52.50, 0.35163, 0.26750, 0.38087, 0.16181, 0.28174, 0.44495,
  2073,  16.11,  52.50, 0.47441, 0.22233, 0.30326, 0.13475, 0.25395, 0.42946,
  2074,  18.00,  52.50, 0.47441, 0.22233, 0.30326, 0.13475, 0.25391, 0.42942,
  2075,  19.89,  52.50, 0.64148, 0.12739, 0.23113, 0.09794, 0.20404, 0.40836,
  2076,  21.79,  52.50, 0.64148, 0.12739, 0.23113, 0.09794, 0.20406, 0.40837,
  2077,  23.68,  52.50, 0.64148, 0.12739, 0.23113, 0.09794, 0.20407, 0.40838,
  2078,  25.58,  52.50, 0.47441, 0.22233, 0.30326, 0.13475, 0.25395, 0.42946,
  2079,  27.47,  52.50, 0.28296, 0.26082, 0.45622, 0.16790, 0.28965, 0.45364,
  2080,  29.37,  52.50, 0.51273, 0.20803, 0.27924, 0.12610, 0.24519, 0.42468,
  2081,  31.26,  52.50, 0.51273, 0.20803, 0.27924, 0.12610, 0.24511, 0.42461,
  2082,  33.16,  52.50, 0.34031, 0.21751, 0.44218, 0.15035, 0.27043, 0.44632,
  2083,  35.05,  52.50, 0.36979, 0.22868, 0.40153, 0.14882, 0.26951, 0.44266,
  2084,  36.95,  52.50, 0.45033, 0.21969, 0.32998, 0.13657, 0.25679, 0.43302,
  2085,  38.84,  52.50, 0.90000, 0.05000, 0.05000, 0.09619, 0.14619, 0.37577,
  2086,  40.74,  52.50, 0.90000, 0.05000, 0.05000, 0.09623, 0.14623, 0.37578,
  2087,  42.63,  52.50, 0.39126, 0.28395, 0.32479, 0.16366, 0.28016, 0.43993,
  2088,  44.53,  52.50, 0.30233, 0.30858, 0.38909, 0.17880, 0.29774, 0.45115,
  2090,  48.32,  52.50, 0.47866, 0.23485, 0.28648, 0.13859, 0.25681, 0.42925,
  2091,  50.21,  52.50, 0.39782, 0.23388, 0.36830, 0.14677, 0.26811, 0.44019,
  2092,  52.11,  52.50, 0.59132, 0.17908, 0.22960, 0.10906, 0.22882, 0.41646,
  2093,  54.00,  52.50, 0.27840, 0.27209, 0.44950, 0.17120, 0.29473, 0.45657,
  2094,  55.89,  52.50, 0.29514, 0.24599, 0.45888, 0.16286, 0.28499, 0.45300,
  2095,  57.79,  52.50, 0.60606, 0.11047, 0.28347, 0.10871, 0.20279, 0.41397,
  2096,  59.68,  52.50, 0.28342, 0.20628, 0.51030, 0.15764, 0.27699, 0.45921,
  2097,  61.58,  52.50, 0.28342, 0.20628, 0.51030, 0.15764, 0.27721, 0.46222,
  2098,  63.47,  52.50, 0.56053, 0.07084, 0.36863, 0.14673, 0.19673, 0.43011,
  2099,  65.37,  52.50, 0.35226, 0.19324, 0.45450, 0.14441, 0.26542, 0.45482,
  2100,  67.26,  52.50, 0.34905, 0.25191, 0.39905, 0.15755, 0.28820, 0.46419,
  2101,  69.16,  52.50, 0.34905, 0.25191, 0.39905, 0.15755, 0.29306, 0.47900,
  2102,  71.05,  52.50, 0.63722, 0.10534, 0.25744, 0.10655, 0.20777, 0.42693,
  2103,  72.95,  52.50, 0.59924, 0.19000, 0.21076, 0.11145, 0.22978, 0.41463,
  2107,  80.53,  52.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2126, -65.37,  55.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2167,  12.32,  55.00, 0.35163, 0.26750, 0.38087, 0.16181, 0.28171, 0.44493,
  2169,  16.11,  55.00, 0.47441, 0.22233, 0.30326, 0.13475, 0.25397, 0.42948,
  2170,  18.00,  55.00, 0.47441, 0.22233, 0.30326, 0.13475, 0.25397, 0.42948,
  2171,  19.89,  55.00, 0.47441, 0.22233, 0.30326, 0.13475, 0.25393, 0.42944,
  2172,  21.79,  55.00, 0.20101, 0.25502, 0.54397, 0.17861, 0.29957, 0.46393,
  2173,  23.68,  55.00, 0.90000, 0.05000, 0.05000, 0.09622, 0.14622, 0.37578,
  2174,  25.58,  55.00, 0.90000, 0.05000, 0.05000, 0.09622, 0.14622, 0.37578,
  2175,  27.47,  55.00, 0.28296, 0.26082, 0.45622, 0.16790, 0.28963, 0.45362,
  2176,  29.37,  55.00, 0.51273, 0.20803, 0.27924, 0.12610, 0.24512, 0.42461,
  2177,  31.26,  55.00, 0.51273, 0.20803, 0.27924, 0.12610, 0.24511, 0.42461,
  2178,  33.16,  55.00, 0.36979, 0.22868, 0.40153, 0.14882, 0.26948, 0.44263,
  2179,  35.05,  55.00, 0.33000, 0.33000, 0.34000, 0.18366, 0.29832, 0.44765,
  2180,  36.95,  55.00, 0.51273, 0.20803, 0.27924, 0.12610, 0.24522, 0.42472,
  2181,  38.84,  55.00, 0.73012, 0.06782, 0.20206, 0.12106, 0.17106, 0.39717,
  2182,  40.74,  55.00, 0.42766, 0.23274, 0.33960, 0.14306, 0.26284, 0.43531,
  2183,  42.63,  55.00, 0.39126, 0.28395, 0.32479, 0.16366, 0.28016, 0.43992,
  2184,  44.53,  55.00, 0.39126, 0.28395, 0.32479, 0.16366, 0.28015, 0.43992,
  2185,  46.42,  55.00, 0.41838, 0.26648, 0.31514, 0.15527, 0.27204, 0.43656,
  2186,  48.32,  55.00, 0.54847, 0.25508, 0.19645, 0.14146, 0.25359, 0.42098,
  2187,  50.21,  55.00, 0.39782, 0.23388, 0.36830, 0.14677, 0.26804, 0.44012,
  2188,  52.11,  55.00, 0.24768, 0.28627, 0.46605, 0.17831, 0.30186, 0.46003,
  2189,  54.00,  55.00, 0.27840, 0.27209, 0.44950, 0.17120, 0.29448, 0.45626,
  2190,  55.89,  55.00, 0.29514, 0.24599, 0.45888, 0.16286, 0.28492, 0.45296,
  2191,  57.79,  55.00, 0.60606, 0.11047, 0.28347, 0.10871, 0.20264, 0.41370,
  2192,  59.68,  55.00, 0.60606, 0.11047, 0.28347, 0.10871, 0.20341, 0.41539,
  2193,  61.58,  55.00, 0.28342, 0.20628, 0.51030, 0.15764, 0.27787, 0.46353,
  2194,  63.47,  55.00, 0.56053, 0.07084, 0.36863, 0.14679, 0.19679, 0.43052,
  2195,  65.37,  55.00, 0.35226, 0.19324, 0.45450, 0.14441, 0.26556, 0.45504,
  2196,  67.26,  55.00, 0.63722, 0.10534, 0.25744, 0.10655, 0.21603, 0.44176,
  2197,  69.16,  55.00, 0.34905, 0.25191, 0.39905, 0.15755, 0.29944, 0.48816,
  2198,  71.05,  55.00, 0.63722, 0.10534, 0.25744, 0.10655, 0.20759, 0.42834,
  2199,  72.95,  55.00, 0.59924, 0.19000, 0.21076, 0.11145, 0.22987, 0.41444,
  2200,  74.84,  55.00, 0.59924, 0.19000, 0.21076, 0.11145, 0.23069, 0.41522,
  2203,  80.53,  55.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2221, -67.26,  57.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2222, -65.37,  57.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2266,  18.00,  57.50, 0.47441, 0.22233, 0.30326, 0.13475, 0.25397, 0.42948,
  2267,  19.89,  57.50, 0.47441, 0.22233, 0.30326, 0.13475, 0.25396, 0.42947,
  2268,  21.79,  57.50, 0.36442, 0.24862, 0.38696, 0.15486, 0.27537, 0.44330,
  2269,  23.68,  57.50, 0.40798, 0.20048, 0.39154, 0.13713, 0.25662, 0.43780,
  2270,  25.58,  57.50, 0.28296, 0.26082, 0.45622, 0.16790, 0.28960, 0.45358,
  2271,  27.47,  57.50, 0.51273, 0.20803, 0.27924, 0.12610, 0.24514, 0.42463,
  2272,  29.37,  57.50, 0.51273, 0.20803, 0.27924, 0.12610, 0.24510, 0.42460,
  2273,  31.26,  57.50, 0.51273, 0.20803, 0.27924, 0.12610, 0.24512, 0.42461,
  2274,  33.16,  57.50, 0.51273, 0.20803, 0.27924, 0.12610, 0.24510, 0.42459,
  2275,  35.05,  57.50, 0.34163, 0.24717, 0.41119, 0.15714, 0.27791, 0.44618,
  2276,  36.95,  57.50, 0.51273, 0.20803, 0.27924, 0.12610, 0.24514, 0.42463,
  2277,  38.84,  57.50, 0.90000, 0.05000, 0.05000, 0.09614, 0.14614, 0.37575,
  2278,  40.74,  57.50, 0.90000, 0.05000, 0.05000, 0.09605, 0.14605, 0.37570,
  2279,  42.63,  57.50, 0.39126, 0.28395, 0.32479, 0.16366, 0.28015, 0.43992,
  2280,  44.53,  57.50, 0.39126, 0.28395, 0.32479, 0.16366, 0.28017, 0.43994,
  2281,  46.42,  57.50, 0.47111, 0.24571, 0.28317, 0.14321, 0.26031, 0.42997,
  2282,  48.32,  57.50, 0.51199, 0.24527, 0.24274, 0.13972, 0.25557, 0.42545,
  2283,  50.21,  57.50, 0.59042, 0.17908, 0.23050, 0.10916, 0.22884, 0.41647,
  2284,  52.11,  57.50, 0.29401, 0.30940, 0.39658, 0.17973, 0.30017, 0.45383,
  2285,  54.00,  57.50, 0.29401, 0.30940, 0.39658, 0.17973, 0.29959, 0.45359,
  2286,  55.89,  57.50, 0.29514, 0.24599, 0.45888, 0.16286, 0.28502, 0.45347,
  2287,  57.79,  57.50, 0.60606, 0.11047, 0.28347, 0.10871, 0.20285, 0.41410,
  2288,  59.68,  57.50, 0.60606, 0.11047, 0.28347, 0.10871, 0.20335, 0.41534,
  2289,  61.58,  57.50, 0.34039, 0.18075, 0.47886, 0.14520, 0.26237, 0.45521,
  2290,  63.47,  57.50, 0.56053, 0.07084, 0.36863, 0.14719, 0.19719, 0.43016,
  2291,  65.37,  57.50, 0.34039, 0.18075, 0.47886, 0.14520, 0.26660, 0.46026,
  2292,  67.26,  57.50, 0.63722, 0.10534, 0.25744, 0.10655, 0.21686, 0.44384,
  2293,  69.16,  57.50, 0.34905, 0.25191, 0.39905, 0.15755, 0.29349, 0.48380,
  2294,  71.05,  57.50, 0.63722, 0.10534, 0.25744, 0.10655, 0.22708, 0.45614,
  2295,  72.95,  57.50, 0.59924, 0.19000, 0.21076, 0.11145, 0.23594, 0.42076,
  2296,  74.84,  57.50, 0.59924, 0.19000, 0.21076, 0.11145, 0.22972, 0.41417,
  2297,  76.74,  57.50, 0.59924, 0.19000, 0.21076, 0.11145, 0.24532, 0.43282,
  2299,  80.53,  57.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2314, -72.95,  60.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2317, -67.26,  60.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2363,  19.89,  60.00, 0.40798, 0.20048, 0.39154, 0.13713, 0.25662, 0.43780,
  2364,  21.79,  60.00, 0.90000, 0.05000, 0.05000, 0.09624, 0.14624, 0.37579,
  2365,  23.68,  60.00, 0.40798, 0.20048, 0.39154, 0.13713, 0.25662, 0.43780,
  2366,  25.58,  60.00, 0.51273, 0.20803, 0.27924, 0.12610, 0.24513, 0.42462,
  2367,  27.47,  60.00, 0.51273, 0.20803, 0.27924, 0.12610, 0.24511, 0.42460,
  2368,  29.37,  60.00, 0.51273, 0.20803, 0.27924, 0.12610, 0.24510, 0.42460,
  2369,  31.26,  60.00, 0.51273, 0.20803, 0.27924, 0.12610, 0.24510, 0.42460,
  2370,  33.16,  60.00, 0.51273, 0.20803, 0.27924, 0.12610, 0.24511, 0.42461,
  2371,  35.05,  60.00, 0.34163, 0.24717, 0.41119, 0.15714, 0.27792, 0.44619,
  2372,  36.95,  60.00, 0.19018, 0.24456, 0.56526, 0.17889, 0.29854, 0.46526,
  2373,  38.84,  60.00, 0.90000, 0.05000, 0.05000, 0.09611, 0.14611, 0.37573,
  2374,  40.74,  60.00, 0.90000, 0.05000, 0.05000, 0.09581, 0.14581, 0.37560,
  2375,  42.63,  60.00, 0.17408, 0.20239, 0.62353, 0.17863, 0.28919, 0.46748,
  2376,  44.53,  60.00, 0.32341, 0.21505, 0.46154, 0.15242, 0.27212, 0.44884,
  2377,  46.42,  60.00, 0.47111, 0.24571, 0.28317, 0.14321, 0.26036, 0.43002,
  2378,  48.32,  60.00, 0.47111, 0.24571, 0.28317, 0.14321, 0.26066, 0.43032,
  2379,  50.21,  60.00, 0.47218, 0.21687, 0.31095, 0.13326, 0.25366, 0.43072,
  2380,  52.11,  60.00, 0.47158, 0.21005, 0.31836, 0.13130, 0.25308, 0.43214,
  2381,  54.00,  60.00, 0.14382, 0.31863, 0.53755, 0.19813, 0.32379, 0.47347,
  2382,  55.89,  60.00, 0.29401, 0.30940, 0.39658, 0.17973, 0.30021, 0.45457,
  2383,  57.79,  60.00, 0.31000, 0.22933, 0.46067, 0.15718, 0.27880, 0.45203,
  2384,  59.68,  60.00, 0.31000, 0.22933, 0.46067, 0.15718, 0.27872, 0.45191,
  2385,  61.58,  60.00, 0.31000, 0.22933, 0.46067, 0.15718, 0.28226, 0.45977,
  2386,  63.47,  60.00, 0.31000, 0.22933, 0.46067, 0.15718, 0.28614, 0.46906,
  2387,  65.37,  60.00, 0.54542, 0.14049, 0.31410, 0.11059, 0.23274, 0.44467,
  2388,  67.26,  60.00, 0.63722, 0.10534, 0.25744, 0.10655, 0.21937, 0.44612,
  2389,  69.16,  60.00, 0.34905, 0.25191, 0.39905, 0.15755, 0.29411, 0.48141,
  2390,  71.05,  60.00, 0.63722, 0.10534, 0.25744, 0.10655, 0.21563, 0.44326,
  2392,  74.84,  60.00, 0.59924, 0.19000, 0.21076, 0.11145, 0.23283, 0.41706,
  2393,  76.74,  60.00, 0.59924, 0.19000, 0.21076, 0.11145, 0.22946, 0.41395,
  2395,  80.53,  60.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2410, -72.95,  62.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2413, -67.26,  62.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2462,  25.58,  62.50, 0.51273, 0.20803, 0.27924, 0.12610, 0.24507, 0.42457,
  2463,  27.47,  62.50, 0.51273, 0.20803, 0.27924, 0.12610, 0.24507, 0.42457,
  2464,  29.37,  62.50, 0.55482, 0.15610, 0.28908, 0.10942, 0.22428, 0.41930,
  2465,  31.26,  62.50, 0.45961, 0.24406, 0.29633, 0.14364, 0.26155, 0.43133,
  2466,  33.16,  62.50, 0.35185, 0.24066, 0.40749, 0.15417, 0.27520, 0.44487,
  2467,  35.05,  62.50, 0.35185, 0.24066, 0.40749, 0.15417, 0.27522, 0.44490,
  2468,  36.95,  62.50, 0.90000, 0.05000, 0.05000, 0.09638, 0.14638, 0.37585,
  2469,  38.84,  62.50, 0.90000, 0.05000, 0.05000, 0.09614, 0.14614, 0.37574,
  2470,  40.74,  62.50, 0.90000, 0.05000, 0.05000, 0.09607, 0.14607, 0.37571,
  2471,  42.63,  62.50, 0.90000, 0.05000, 0.05000, 0.09614, 0.14614, 0.37574,
  2472,  44.53,  62.50, 0.90000, 0.05000, 0.05000, 0.09642, 0.14642, 0.37586,
  2473,  46.42,  62.50, 0.43395, 0.21831, 0.34774, 0.13808, 0.25894, 0.43530,
  2474,  48.32,  62.50, 0.35828, 0.28790, 0.35381, 0.16765, 0.28544, 0.44417,
  2475,  50.21,  62.50, 0.41274, 0.24754, 0.33972, 0.14933, 0.26941, 0.43802,
