pt,ijgcm,tcount,time,lat,lon,veg,litlyr_unprotect_rhiz(LABILE),litlyr_unprotect_rhiz(RECALCTRNT),litlyr_unprotect_rhiz(DEADMICRB),litlyr_unprotect_bulk(LABILE),litlyr_unprotect_bulk(RECALCTRNT),litlyr_unprotect_bulk(DEADMICRB),litlyr_protect_rhiz(LABILE),litlyr_protect_rhiz(RECALCTRNT),litlyr_protect_rhiz(DEADMICRB),litlyr_protect_bulk(LABILE),litlyr_protect_bulk(RECALCTRNT),litlyr_protect_bulk(DEADMICRB),litlyr_livingMicrobeC_rhiz,litlyr_livingMicrobeC_bulk,litlyr_CO2_rhiz,litlyr_CO2_bulk,protection_rate,Qmax,litlyr_DOC(LABILE),litlyr_DOC(RECALCTRNT),litlyr_DOC(RECALCTRNT),soil_1_unprotect_rhiz(LABILE),soil_1_unprotect_rhiz(RECALCTRNT),soil_1_unprotect_rhiz(DEADMICRB),soil_1_unprotect_bulk(LABILE),soil_1_unprotect_bulk(RECALCTRNT),soil_1_unprotect_bulk(DEADMICRB),soil_1_protect_rhiz(LABILE),soil_1_protect_rhiz(RECALCTRNT),soil_1_protect_rhiz(DEADMICRB),soil_1_protect_bulk(LABILE),soil_1_protect_bulk(RECALCTRNT),soil_1_protect_bulk(DEADMICRB),soil_1_livingMicrobeC_rhiz,soil_1_livingMicrobeC_bulk,soil_1_CO2_rhiz,soil_1_CO2_bulk,protection_rate,Qmax,soil_1_DOC(LABILE),soil_1_DOC(RECALCTRNT),soil_1_DOC(RECALCTRNT)
   112,   362,  9980, 9980.00,   48.32,    7.50,    14,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.017062,          0.403073,          0.020218,          0.036839,          0.947315,          0.043883,          0.237412,          0.135221,          2.978036,          0.512332,          0.317797,          6.462795,          0.043441,          0.093930,       3075.179242,       6822.992925,          1.500000,          1.453667,          0.000000,          0.000000,          0.000000,
   113,   363,  9980, 9980.00,   50.21,    7.50,    14,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.015134,          0.353071,          0.017826,          0.032734,          0.829607,          0.038745,          0.202278,          0.115681,          2.525337,          0.436734,          0.271860,          5.483229,          0.038447,          0.083287,       2649.671591,       5881.133216,          1.500000,          1.446200,          0.000000,          0.000000,          0.000000,
   114,   364,  9980, 9980.00,   52.11,    7.50,    14,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.013462,          0.369105,          0.016628,          0.029159,          0.868165,          0.036167,          0.132595,          0.084617,          1.717672,          0.286980,          0.199083,          3.733863,          0.036798,          0.079701,       2434.621463,       5404.882241,          1.500000,          1.006259,          0.000000,          0.000000,          0.000000,
   115,   365,  9980, 9980.00,   54.00,    7.50,    17,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          1.426851,          0.000000,          0.000000,          0.000000,
   116,   366,  9980, 9980.00,   55.89,    7.50,    17,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          1.152742,          0.000000,          0.000000,          0.000000,
   117,   367,  9980, 9980.00,   57.79,    7.50,    17,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          1.362088,          0.000000,          0.000000,          0.000000,
   118,   368,  9980, 9980.00,   59.68,    7.50,     6,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.013485,          0.478520,          0.014044,          0.028329,          1.149384,          0.029974,          0.154616,          0.131506,          1.614822,          0.326745,          0.315964,          3.461029,          0.013236,          0.027884,       1329.802481,       2929.722878,          1.500000,          1.217118,          0.000000,          0.000000,          0.000000,
   119,   369,  9980, 9980.00,   61.58,    7.50,     6,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.007976,          0.391702,          0.010102,          0.016908,          0.944560,          0.021735,          0.125329,          0.107735,          1.285145,          0.266390,          0.259780,          2.773055,          0.010887,          0.022987,        902.362685,       1992.142985,          1.500000,          1.219955,          0.000000,          0.000000,          0.000000,
   120,   370,  9980, 9980.00,   63.47,    7.50,    17,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          1.219079,          0.000000,          0.000000,          0.000000,
   121,   395,  9980, 9980.00,  -71.05,   10.00,    15,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          1.289157,          0.000000,          0.000000,          0.000000,
   122,   396,  9980, 9980.00,  -69.16,   10.00,    17,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          1.289157,          0.000000,          0.000000,          0.000000,
   123,   430,  9980, 9980.00,   -4.74,   10.00,    17,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          1.628006,          0.000000,          0.000000,          0.000000,
   124,   431,  9980, 9980.00,   -2.84,   10.00,    17,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          1.936206,          0.000000,          0.000000,          0.000000,
   125,   432,  9980, 9980.00,   -0.95,   10.00,     2,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.005706,          0.150939,          0.008409,          0.010242,          0.359024,          0.015245,          0.120364,          0.064220,          1.752365,          0.213996,          0.152772,          3.182600,          0.023502,          0.041954,       1756.367339,       3549.305603,          1.500000,          1.936275,          0.000000,          0.000000,          0.000000,
   126,   433,  9980, 9980.00,    0.95,   10.00,     2,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.006409,          0.201756,          0.010343,          0.011514,          0.480977,          0.019080,          0.155606,          0.088528,          2.276214,          0.280419,          0.211065,          4.194853,          0.027132,          0.049101,       2011.523940,       4092.565507,          1.500000,          1.993265,          0.000000,          0.000000,          0.000000,
   127,   434,  9980, 9980.00,    2.84,   10.00,     2,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.005992,          0.187882,          0.010059,          0.010557,          0.447948,          0.018404,          0.151998,          0.083533,          2.228596,          0.271446,          0.199191,          4.072637,          0.026353,          0.047258,       1954.697852,       3958.445794,          1.500000,          1.991372,          0.000000,          0.000000,          0.000000,
   128,   435,  9980, 9980.00,    4.74,   10.00,     8,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.007165,          0.197876,          0.011351,          0.013761,          0.468073,          0.022026,          0.173630,          0.087127,          2.492926,          0.331580,          0.206134,          4.826322,          0.031529,          0.060529,       2177.504085,       4521.155243,          1.500000,          1.978017,          0.000000,          0.000000,          0.000000,
   129,   436,  9980, 9980.00,    6.63,   10.00,     8,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.005488,          0.130077,          0.008953,          0.010327,          0.307198,          0.016918,          0.144918,          0.059544,          2.093731,          0.269549,          0.140656,          3.951709,          0.027095,          0.050736,       1814.257647,       3709.974647,          1.500000,          2.037755,          0.000000,          0.000000,          0.000000,
   130,   437,  9980, 9980.00,    8.53,   10.00,     8,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.004470,          0.083506,          0.006314,          0.008565,          0.196628,          0.011841,          0.085956,          0.033271,          1.274345,          0.158837,          0.078350,          2.390428,          0.023634,          0.044248,       1565.662564,       3191.698059,          1.500000,          1.788411,          0.000000,          0.000000,          0.000000,
   131,   438,  9980, 9980.00,   10.42,   10.00,     9,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.004285,          0.088381,          0.006255,          0.008580,          0.207670,          0.012380,          0.088945,          0.035718,          1.314004,          0.173550,          0.083943,          2.593887,          0.023992,          0.047457,       1525.834078,       3208.844828,          1.500000,          1.890624,          0.000000,          0.000000,          0.000000,
   132,   439,  9980, 9980.00,   12.32,   10.00,    14,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.006416,          0.087971,          0.007756,          0.013772,          0.206555,          0.016363,          0.094166,          0.028341,          1.285993,          0.198355,          0.066565,          2.721783,          0.017279,          0.036496,       1027.497974,       2244.473419,          1.500000,          1.392705,          0.000000,          0.000000,          0.000000,
   133,   440,  9980, 9980.00,   14.21,   10.00,    10,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.005476,          0.094407,          0.008315,          0.011344,          0.230974,          0.017183,          0.076819,          0.022963,          0.983332,          0.158915,          0.056102,          2.038470,          0.003784,          0.007581,        224.724994,        474.454421,          1.500000,          1.037947,          0.000000,          0.000000,          0.000000,
   134,   441,  9980, 9980.00,   16.11,   10.00,    16,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000903,          0.027233,          0.001532,          0.001897,          0.072810,          0.003225,          0.009740,          0.004725,          0.136954,          0.020100,          0.012620,          0.288212,          0.000635,          0.001210,         36.006085,         74.034661,          1.500000,          0.766721,          0.000000,          0.000000,          0.000000,
   135,   442,  9980, 9980.00,   18.00,   10.00,    16,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.766648,          0.000000,          0.000000,          0.000000,
   136,   443,  9980, 9980.00,   19.89,   10.00,    16,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          1.106197,          0.000000,          0.000000,          0.000000,
   137,   444,  9980, 9980.00,   21.79,   10.00,    16,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          1.106298,          0.000000,          0.000000,          0.000000,
   138,   445,  9980, 9980.00,   23.68,   10.00,    16,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000005,          0.000000,          0.000000,          0.000013,          0.000001,          0.000003,          0.000002,          0.000041,          0.000006,          0.000004,          0.000081,          0.000000,          0.000000,          0.023038,          0.048187,          1.500000,          1.296500,          0.000000,          0.000000,          0.000000,
   139,   446,  9980, 9980.00,   25.58,   10.00,    16,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000006,          0.000000,          0.000000,          0.000014,          0.000001,          0.000003,          0.000002,          0.000046,          0.000006,          0.000004,          0.000090,          0.000000,          0.000001,          0.020488,          0.042399,          1.500000,          1.296479,          0.000000,          0.000000,          0.000000,
   140,   447,  9980, 9980.00,   27.47,   10.00,    16,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          1.103876,          0.000000,          0.000000,          0.000000,
   141,   448,  9980, 9980.00,   29.37,   10.00,    16,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000001,          0.000000,          0.000000,          0.000000,          0.000002,          0.000000,          0.000000,          0.000005,          0.000000,          0.000000,          0.001709,          0.003580,          1.500000,          1.200754,          0.000000,          0.000000,          0.000000,
   142,   449,  9980, 9980.00,   31.26,   10.00,    16,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000013,          0.000423,          0.000020,          0.000025,          0.001049,          0.000041,          0.000124,          0.000073,          0.001748,          0.000247,          0.000182,          0.003544,          0.000014,          0.000028,          1.112261,          2.328314,          1.500000,          0.766598,          0.000000,          0.000000,          0.000000,
   143,   450,  9980, 9980.00,   33.16,   10.00,    16,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000039,          0.001303,          0.000061,          0.000074,          0.003088,          0.000118,          0.000761,          0.000479,          0.011092,          0.001462,          0.001135,          0.021648,          0.000176,          0.000336,         14.001420,         29.408727,          1.500000,          1.609509,          0.000000,          0.000000,          0.000000,
   144,   451,  9980, 9980.00,   35.05,   10.00,    17,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          1.383353,          0.000000,          0.000000,          0.000000,
   145,   452,  9980, 9980.00,   36.95,   10.00,    17,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          1.537034,          0.000000,          0.000000,          0.000000,
   146,   453,  9980, 9980.00,   38.84,   10.00,    17,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          1.485747,          0.000000,          0.000000,          0.000000,
   147,   454,  9980, 9980.00,   40.74,   10.00,    17,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          1.484348,          0.000000,          0.000000,          0.000000,
   148,   455,  9980, 9980.00,   42.63,   10.00,    17,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          1.539853,          0.000000,          0.000000,          0.000000,
   149,   456,  9980, 9980.00,   44.53,   10.00,    14,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.012320,          0.309882,          0.015744,          0.026415,          0.727916,          0.033978,          0.171336,          0.098889,          2.303433,          0.368337,          0.232264,          4.975241,          0.040963,          0.088016,       2746.160656,       6078.263441,          1.500000,          1.402061,          0.000000,          0.000000,          0.000000,
   150,   457,  9980, 9980.00,   46.42,   10.00,    14,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.027952,          0.609759,          0.028112,          0.061165,          1.441200,          0.061619,          0.495733,          0.236642,          4.709109,          1.082693,          0.559233,         10.338236,          0.025040,          0.054597,       2011.938325,       4483.199366,          1.500000,          1.702279,          0.000000,          0.000000,          0.000000,
   151,   458,  9980, 9980.00,   48.32,   10.00,    14,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.024877,          0.472361,          0.025567,          0.053836,          1.110845,          0.055568,          0.309822,          0.153860,          3.490390,          0.669938,          0.361827,          7.590757,          0.040086,          0.086809,       3057.858789,       6790.606426,          1.500000,          1.439155,          0.000000,          0.000000,          0.000000,
   152,   459,  9980, 9980.00,   50.21,   10.00,    14,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.023729,          0.425884,          0.023746,          0.051434,          1.001398,          0.051668,          0.280340,          0.138400,          3.119626,          0.606411,          0.325477,          6.787958,          0.035278,          0.076527,       2706.389432,       6012.258182,          1.500000,          1.446682,          0.000000,          0.000000,          0.000000,
   153,   460,  9980, 9980.00,   52.11,   10.00,    14,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.019235,          0.544740,          0.023494,          0.041799,          1.285340,          0.051181,          0.159338,          0.095731,          1.964335,          0.346442,          0.225894,          4.282442,          0.035935,          0.077737,       2467.597224,       5478.541335,          1.500000,          0.803580,          0.000000,          0.000000,          0.000000,
   154,   461,  9980, 9980.00,   54.00,   10.00,    14,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.013743,          0.408085,          0.017656,          0.029749,          0.960485,          0.038428,          0.157117,          0.092735,          1.941447,          0.339928,          0.218281,          4.223910,          0.038275,          0.082934,       2460.446922,       5463.334962,          1.500000,          1.007464,          0.000000,          0.000000,          0.000000,
   155,   462,  9980, 9980.00,   55.89,   10.00,    12,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.010823,          0.432951,          0.014595,          0.023303,          1.021978,          0.031696,          0.150291,          0.111786,          1.838256,          0.322933,          0.263909,          3.987649,          0.032932,          0.071101,       2272.314314,       5052.174990,          1.500000,          1.153119,          0.000000,          0.000000,          0.000000,
   156,   463,  9980, 9980.00,   57.79,   10.00,    17,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          1.514719,          0.000000,          0.000000,          0.000000,
   157,   464,  9980, 9980.00,   59.68,   10.00,     1,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          0.000000,          1.500000,          0.000000,          0.000000,          0.000000,          0.000000,          0.013993,          0.828938,          0.016227,          0.027568,          2.101859,          0.033686,          0.208559,          0.256457,          2.179143,          0.416914,          0.650001,          4.563748,          0.013161,          0.026396,       1626.642753,       3532.492813,          1.500000,          1.354343,          0.000000,          0.000000,          0.000000,
