ijcam,lat,lon,ivt_igbp,ist,iso,landarea,Ndep,Nfix,Pwea,Pdust,doyP1,doyP2,doyP3,doyP4,Phase(1),ivcasa,ilat,ilon
1,38.84,280,4,-99,1,45618196480,0.01494,0.1,0,0,-99,-99,-99,-99,-99,-99,1,1
