ijcam,lat,lon,sand,clay,silt,wwilt,wfield,wsat
  2317, -67.26,  60.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2363,  19.89,  60.00, 0.40349, 0.19496, 0.40155, 0.13672, 0.25710, 0.44059,
  2364,  21.79,  60.00, 0.90000, 0.05000, 0.05000, 0.09749, 0.14749, 0.37808,
  2365,  23.68,  60.00, 0.40349, 0.19496, 0.40155, 0.13672, 0.25710, 0.44059,
  2366,  25.58,  60.00, 0.49384, 0.20311, 0.30305, 0.12673, 0.24766, 0.42935,
  2367,  27.47,  60.00, 0.49384, 0.20311, 0.30305, 0.12673, 0.24759, 0.42924,
  2368,  29.37,  60.00, 0.49384, 0.20311, 0.30305, 0.12673, 0.24756, 0.42919,
  2369,  31.26,  60.00, 0.49384, 0.20311, 0.30305, 0.12673, 0.24757, 0.42920,
  2370,  33.16,  60.00, 0.49384, 0.20311, 0.30305, 0.12673, 0.24761, 0.42927,
  2371,  35.05,  60.00, 0.31182, 0.23224, 0.45594, 0.15752, 0.27978, 0.45227,
  2372,  36.95,  60.00, 0.15583, 0.25382, 0.59035, 0.18628, 0.30756, 0.47180,
  2373,  38.84,  60.00, 0.90000, 0.05000, 0.05000, 0.09721, 0.14721, 0.37767,
  2374,  40.74,  60.00, 0.90000, 0.05000, 0.05000, 0.09605, 0.14605, 0.37597,
  2375,  42.63,  60.00, 0.12020, 0.22428, 0.65552, 0.19143, 0.30564, 0.47717,
  2376,  44.53,  60.00, 0.30558, 0.20196, 0.49246, 0.15331, 0.27323, 0.45454,
  2377,  46.42,  60.00, 0.47611, 0.23714, 0.28675, 0.13965, 0.25946, 0.43244,
  2378,  48.32,  60.00, 0.47611, 0.23714, 0.28675, 0.13965, 0.26014, 0.43341,
  2379,  50.21,  60.00, 0.48149, 0.20788, 0.31063, 0.12952, 0.25274, 0.43421,
  2380,  52.11,  60.00, 0.48788, 0.19863, 0.31349, 0.12620, 0.25099, 0.43603,
  2381,  54.00,  60.00, 0.14712, 0.30350, 0.54939, 0.19507, 0.32362, 0.47838,
  2382,  55.89,  60.00, 0.29190, 0.31553, 0.39257, 0.18171, 0.30425, 0.45918,
  2383,  57.79,  60.00, 0.31596, 0.22379, 0.46025, 0.15519, 0.27851, 0.45489,
  2384,  59.68,  60.00, 0.31596, 0.22379, 0.46025, 0.15519, 0.27836, 0.45463,
  2385,  61.58,  60.00, 0.31596, 0.22379, 0.46025, 0.15519, 0.28231, 0.46292,
  2386,  63.47,  60.00, 0.31596, 0.22379, 0.46025, 0.15519, 0.28514, 0.46906,
  2387,  65.37,  60.00, 0.54782, 0.13504, 0.31714, 0.11075, 0.23040, 0.44368,
  2388,  67.26,  60.00, 0.63868, 0.10252, 0.25879, 0.10814, 0.21302, 0.43895,
  2389,  69.16,  60.00, 0.34944, 0.25112, 0.39944, 0.15729, 0.29180, 0.47379,
  2390,  71.05,  60.00, 0.63868, 0.10252, 0.25879, 0.10814, 0.21101, 0.43676,
  2392,  74.84,  60.00, 0.59963, 0.19000, 0.21037, 0.11141, 0.23552, 0.42361,
  2393,  76.74,  60.00, 0.59963, 0.19000, 0.21037, 0.11141, 0.23127, 0.41711,
  2395,  80.53,  60.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2410, -72.95,  62.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2413, -67.26,  62.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2462,  25.58,  62.50, 0.49384, 0.20311, 0.30305, 0.12673, 0.24744, 0.42901,
  2463,  27.47,  62.50, 0.49384, 0.20311, 0.30305, 0.12673, 0.24747, 0.42906,
  2464,  29.37,  62.50, 0.51176, 0.15255, 0.33569, 0.11550, 0.22995, 0.42701,
  2465,  31.26,  62.50, 0.44827, 0.24707, 0.30466, 0.14574, 0.26532, 0.43514,
  2466,  33.16,  62.50, 0.30441, 0.24601, 0.44958, 0.16161, 0.28451, 0.45305,
  2467,  35.05,  62.50, 0.30441, 0.24601, 0.44958, 0.16161, 0.28461, 0.45318,
  2468,  36.95,  62.50, 0.90000, 0.05000, 0.05000, 0.09775, 0.14775, 0.37845,
  2469,  38.84,  62.50, 0.90000, 0.05000, 0.05000, 0.09726, 0.14726, 0.37774,
  2470,  40.74,  62.50, 0.90000, 0.05000, 0.05000, 0.09711, 0.14711, 0.37752,
  2471,  42.63,  62.50, 0.90000, 0.05000, 0.05000, 0.09727, 0.14727, 0.37776,
  2472,  44.53,  62.50, 0.90000, 0.05000, 0.05000, 0.09781, 0.14781, 0.37853,
  2473,  46.42,  62.50, 0.44248, 0.21383, 0.34369, 0.13581, 0.25924, 0.43857,
  2474,  48.32,  62.50, 0.34850, 0.27849, 0.37300, 0.16550, 0.28638, 0.44803,
  2475,  50.21,  62.50, 0.41661, 0.24347, 0.33993, 0.14762, 0.27047, 0.44187,
  2476,  52.11,  62.50, 0.48788, 0.19863, 0.31349, 0.12620, 0.25022, 0.43495,
  2477,  54.00,  62.50, 0.23062, 0.31748, 0.45190, 0.18771, 0.31433, 0.46740,
  2478,  55.89,  62.50, 0.40222, 0.34778, 0.25000, 0.18740, 0.29652, 0.44613,
  2479,  57.79,  62.50, 0.54958, 0.17005, 0.28037, 0.11201, 0.23449, 0.42889,
  2480,  59.68,  62.50, 0.15983, 0.21403, 0.62613, 0.18207, 0.30140, 0.47997,
  2481,  61.58,  62.50, 0.80615, 0.08957, 0.10429, 0.09486, 0.18716, 0.41424,
  2482,  63.47,  62.50, 0.80615, 0.08957, 0.10429, 0.09486, 0.19141, 0.41968,
  2483,  65.37,  62.50, 0.42845, 0.22385, 0.34770, 0.14031, 0.27198, 0.45952,
  2484,  67.26,  62.50, 0.56942, 0.12035, 0.31024, 0.11059, 0.22535, 0.44482,
  2485,  69.16,  62.50, 0.63868, 0.10252, 0.25879, 0.10814, 0.20926, 0.43357,
  2488,  74.84,  62.50, 0.59963, 0.19000, 0.21037, 0.11141, 0.24141, 0.43375,
  2489,  76.74,  62.50, 0.59963, 0.19000, 0.21037, 0.11141, 0.23056, 0.41606,
  2491,  80.53,  62.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2505, -74.84,  65.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2506, -72.95,  65.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2507, -71.05,  65.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2509, -67.26,  65.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2558,  25.58,  65.00, 0.49384, 0.20311, 0.30305, 0.12673, 0.24744, 0.42901,
  2559,  27.47,  65.00, 0.49384, 0.20311, 0.30305, 0.12673, 0.24739, 0.42893,
  2560,  29.37,  65.00, 0.49384, 0.20311, 0.30305, 0.12673, 0.24751, 0.42911,
  2561,  31.26,  65.00, 0.51176, 0.15255, 0.33569, 0.11550, 0.22999, 0.42706,
  2562,  33.16,  65.00, 0.54831, 0.22598, 0.22571, 0.12914, 0.24663, 0.42236,
  2563,  35.05,  65.00, 0.54831, 0.22598, 0.22571, 0.12914, 0.24666, 0.42241,
  2564,  36.95,  65.00, 0.51176, 0.15255, 0.33569, 0.11550, 0.23002, 0.42711,
  2565,  38.84,  65.00, 0.90000, 0.05000, 0.05000, 0.09759, 0.14759, 0.37824,
  2566,  40.74,  65.00, 0.41973, 0.22645, 0.35382, 0.14208, 0.26369, 0.43850,
  2567,  42.63,  65.00, 0.90000, 0.05000, 0.05000, 0.09718, 0.14718, 0.37763,
  2568,  44.53,  65.00, 0.90000, 0.05000, 0.05000, 0.09919, 0.14919, 0.38052,
  2569,  46.42,  65.00, 0.41079, 0.25493, 0.33428, 0.15196, 0.27223, 0.43995,
  2570,  48.32,  65.00, 0.41079, 0.25493, 0.33428, 0.15196, 0.27262, 0.44054,
  2571,  50.21,  65.00, 0.41636, 0.25148, 0.33216, 0.15027, 0.27190, 0.44150,
  2572,  52.11,  65.00, 0.58206, 0.18444, 0.23351, 0.11153, 0.23438, 0.42329,
  2573,  54.00,  65.00, 0.23062, 0.31748, 0.45190, 0.18771, 0.31440, 0.46748,
  2574,  55.89,  65.00, 0.40222, 0.34778, 0.25000, 0.18740, 0.29605, 0.44551,
  2575,  57.79,  65.00, 0.43330, 0.31335, 0.25335, 0.17245, 0.28713, 0.44607,
  2576,  59.68,  65.00, 0.45955, 0.18376, 0.35669, 0.12661, 0.25308, 0.44550,
  2577,  61.58,  65.00, 0.34790, 0.25365, 0.39846, 0.15817, 0.29121, 0.47083,
  2578,  63.47,  65.00, 0.43330, 0.31335, 0.25335, 0.17245, 0.29152, 0.45749,
  2579,  65.37,  65.00, 0.43558, 0.30833, 0.25608, 0.17029, 0.29049, 0.45904,
  2580,  67.26,  65.00, 0.54782, 0.13504, 0.31714, 0.11075, 0.22864, 0.43967,
  2581,  69.16,  65.00, 0.63868, 0.10252, 0.25879, 0.10814, 0.20967, 0.43448,
  2584,  74.84,  65.00, 0.59963, 0.19000, 0.21037, 0.11141, 0.24291, 0.43679,
  2585,  76.74,  65.00, 0.59963, 0.19000, 0.21037, 0.11141, 0.23630, 0.42471,
  2601, -74.84,  67.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2602, -72.95,  67.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2603, -71.05,  67.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2605, -67.26,  67.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2653,  23.68,  67.50, 0.41393, 0.22110, 0.36497, 0.14128, 0.26316, 0.43948,
  2654,  25.58,  67.50, 0.49384, 0.20311, 0.30305, 0.12673, 0.24749, 0.42908,
  2655,  27.47,  67.50, 0.49384, 0.20311, 0.30305, 0.12673, 0.24749, 0.42908,
  2656,  29.37,  67.50, 0.49384, 0.20311, 0.30305, 0.12673, 0.24742, 0.42899,
  2657,  31.26,  67.50, 0.49384, 0.20311, 0.30305, 0.12673, 0.24738, 0.42892,
  2658,  33.16,  67.50, 0.54831, 0.22598, 0.22571, 0.12914, 0.24659, 0.42229,
  2659,  35.05,  67.50, 0.57258, 0.23000, 0.19742, 0.12891, 0.24486, 0.41944,
  2660,  36.95,  67.50, 0.26822, 0.17776, 0.55401, 0.15879, 0.27055, 0.45791,
  2661,  38.84,  67.50, 0.67702, 0.13213, 0.19085, 0.09271, 0.20332, 0.40682,
  2662,  40.74,  67.50, 0.56041, 0.06867, 0.37092, 0.14214, 0.19214, 0.42107,
  2663,  42.63,  67.50, 0.90000, 0.05000, 0.05000, 0.09764, 0.14764, 0.37830,
  2664,  44.53,  67.50, 0.07329, 0.49117, 0.43554, 0.23370, 0.36287, 0.48222,
  2665,  46.42,  67.50, 0.41079, 0.25493, 0.33428, 0.15196, 0.27222, 0.43994,
  2666,  48.32,  67.50, 0.42327, 0.24488, 0.33185, 0.14740, 0.26951, 0.44041,
  2667,  50.21,  67.50, 0.42327, 0.24488, 0.33185, 0.14740, 0.27035, 0.44166,
  2668,  52.11,  67.50, 0.48788, 0.19863, 0.31349, 0.12620, 0.25063, 0.43551,
  2669,  54.00,  67.50, 0.23062, 0.31748, 0.45190, 0.18771, 0.31459, 0.46780,
  2670,  55.89,  67.50, 0.14712, 0.30350, 0.54939, 0.19507, 0.32453, 0.47972,
  2671,  57.79,  67.50, 0.45227, 0.17448, 0.37325, 0.12626, 0.25178, 0.44834,
  2672,  59.68,  67.50, 0.34790, 0.25365, 0.39846, 0.15817, 0.29184, 0.47202,
  2673,  61.58,  67.50, 0.34790, 0.25365, 0.39846, 0.15817, 0.29201, 0.47084,
  2674,  63.47,  67.50, 0.53106, 0.20626, 0.26268, 0.12361, 0.25277, 0.44457,
  2675,  65.37,  67.50, 0.42845, 0.22385, 0.34770, 0.14031, 0.27370, 0.46288,
  2676,  67.26,  67.50, 0.27946, 0.09196, 0.62858, 0.19557, 0.24718, 0.47629,
  2677,  69.16,  67.50, 0.27810, 0.09156, 0.63034, 0.19648, 0.24773, 0.47659,
  2678,  71.05,  67.50, 0.32837, 0.14808, 0.52355, 0.14885, 0.26425, 0.47474,
  2679,  72.95,  67.50, 0.39736, 0.14655, 0.45610, 0.13538, 0.24978, 0.45818,
  2681,  76.74,  67.50, 0.59963, 0.19000, 0.21037, 0.11141, 0.23867, 0.42837,
  2698, -72.95,  70.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2700, -69.16,  70.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2701, -67.26,  70.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2710, -50.21,  70.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2711, -48.32,  70.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2747,  19.89,  70.00, 0.22507, 0.26201, 0.51292, 0.17611, 0.30003, 0.46437,
  2748,  21.79,  70.00, 0.15502, 0.57307, 0.27191, 0.24672, 0.36258, 0.47420,
  2749,  23.68,  70.00, 0.32638, 0.35661, 0.31700, 0.19281, 0.30583, 0.45108,
  2750,  25.58,  70.00, 0.70900, 0.10016, 0.19084, 0.09907, 0.18766, 0.40197,
  2751,  27.47,  70.00, 0.70900, 0.10016, 0.19084, 0.09907, 0.18770, 0.40204,
  2752,  29.37,  70.00, 0.49384, 0.20311, 0.30305, 0.12673, 0.24750, 0.42911,
  2753,  31.26,  70.00, 0.49384, 0.20311, 0.30305, 0.12673, 0.24750, 0.42910,
  2754,  33.16,  70.00, 0.54831, 0.22598, 0.22571, 0.12914, 0.24660, 0.42231,
  2755,  35.05,  70.00, 0.54831, 0.22598, 0.22571, 0.12914, 0.24674, 0.42254,
  2756,  36.95,  70.00, 0.54831, 0.22598, 0.22571, 0.12914, 0.24654, 0.42226,
  2757,  38.84,  70.00, 0.66731, 0.18883, 0.14386, 0.10492, 0.22238, 0.40854,
  2758,  40.74,  70.00, 0.56041, 0.06867, 0.37092, 0.14252, 0.19252, 0.42162,
  2759,  42.63,  70.00, 0.67702, 0.13213, 0.19085, 0.09271, 0.20334, 0.40686,
  2760,  44.53,  70.00, 0.90000, 0.05000, 0.05000, 0.09833, 0.14833, 0.37927,
  2761,  46.42,  70.00, 0.41399, 0.22525, 0.36076, 0.14242, 0.26429, 0.43962,
  2762,  48.32,  70.00, 0.42473, 0.24377, 0.33150, 0.14689, 0.26941, 0.44076,
  2763,  50.21,  70.00, 0.58206, 0.18444, 0.23351, 0.11153, 0.23350, 0.42188,
  2764,  52.11,  70.00, 0.48788, 0.19863, 0.31349, 0.12620, 0.25095, 0.43605,
  2765,  54.00,  70.00, 0.37394, 0.26659, 0.35947, 0.15931, 0.28286, 0.44887,
  2766,  55.89,  70.00, 0.14712, 0.30350, 0.54939, 0.19507, 0.32493, 0.48012,
  2767,  57.79,  70.00, 0.45227, 0.17448, 0.37325, 0.12626, 0.25115, 0.44748,
  2768,  59.68,  70.00, 0.53627, 0.19348, 0.27024, 0.11914, 0.24620, 0.43606,
  2769,  61.58,  70.00, 0.34790, 0.25365, 0.39846, 0.15817, 0.29243, 0.47185,
  2770,  63.47,  70.00, 0.20245, 0.25643, 0.54112, 0.17860, 0.32096, 0.50082,
  2771,  65.37,  70.00, 0.20245, 0.25643, 0.54112, 0.17860, 0.31262, 0.48951,
  2772,  67.26,  70.00, 0.27946, 0.09196, 0.62858, 0.19557, 0.24819, 0.47798,
  2773,  69.16,  70.00, 0.27946, 0.09196, 0.62858, 0.19557, 0.24687, 0.47677,
  2774,  71.05,  70.00, 0.32837, 0.14808, 0.52355, 0.14885, 0.26159, 0.47068,
  2775,  72.95,  70.00, 0.39736, 0.14655, 0.45610, 0.13538, 0.25410, 0.46464,
  2777,  76.74,  70.00, 0.59963, 0.19000, 0.21037, 0.11141, 0.24327, 0.43741,
  2796, -69.16,  72.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2841,  16.11,  72.50, 0.41761, 0.39625, 0.18614, 0.20742, 0.30099, 0.44103,
  2842,  18.00,  72.50, 0.41761, 0.39625, 0.18614, 0.20742, 0.30121, 0.44143,
  2843,  19.89,  72.50, 0.29718, 0.48201, 0.22081, 0.23425, 0.33042, 0.45620,
  2844,  21.79,  72.50, 0.15502, 0.57307, 0.27191, 0.24672, 0.36262, 0.47427,
  2845,  23.68,  72.50, 0.47431, 0.21865, 0.30704, 0.13359, 0.25573, 0.43357,
  2846,  25.58,  72.50, 0.29100, 0.27491, 0.43409, 0.17044, 0.29305, 0.45526,
  2847,  27.47,  72.50, 0.70900, 0.10016, 0.19084, 0.09907, 0.18769, 0.40202,
  2848,  29.37,  72.50, 0.70900, 0.10016, 0.19084, 0.09907, 0.18770, 0.40204,
  2849,  31.26,  72.50, 0.27262, 0.13199, 0.59539, 0.16578, 0.25406, 0.45699,
  2850,  33.16,  72.50, 0.54831, 0.22598, 0.22571, 0.12914, 0.24704, 0.42301,
  2851,  35.05,  72.50, 0.57258, 0.23000, 0.19742, 0.12891, 0.24560, 0.42066,
  2852,  36.95,  72.50, 0.57258, 0.23000, 0.19742, 0.12891, 0.24452, 0.41892,
  2853,  38.84,  72.50, 0.54601, 0.22845, 0.22553, 0.13031, 0.24755, 0.42260,
  2854,  40.74,  72.50, 0.56041, 0.06867, 0.37092, 0.14264, 0.19264, 0.42184,
  2855,  42.63,  72.50, 0.58705, 0.24162, 0.17134, 0.13309, 0.24678, 0.41915,
  2856,  44.53,  72.50, 0.90000, 0.05000, 0.05000, 0.09779, 0.14779, 0.37851,
  2857,  46.42,  72.50, 0.41399, 0.22525, 0.36076, 0.14242, 0.26419, 0.43950,
  2858,  48.32,  72.50, 0.42473, 0.24377, 0.33150, 0.14689, 0.26972, 0.44124,
  2859,  50.21,  72.50, 0.53690, 0.20540, 0.25769, 0.12273, 0.24533, 0.42790,
  2860,  52.11,  72.50, 0.53690, 0.20540, 0.25769, 0.12273, 0.24547, 0.42814,
  2861,  54.00,  72.50, 0.37394, 0.26659, 0.35947, 0.15931, 0.28278, 0.44883,
  2862,  55.89,  72.50, 0.14712, 0.30350, 0.54939, 0.19507, 0.32476, 0.47997,
  2863,  57.79,  72.50, 0.54958, 0.17005, 0.28037, 0.11201, 0.23865, 0.43539,
  2864,  59.68,  72.50, 0.34790, 0.25365, 0.39846, 0.15817, 0.28768, 0.46198,
  2865,  61.58,  72.50, 0.34790, 0.25365, 0.39846, 0.15817, 0.29674, 0.47928,
  2866,  63.47,  72.50, 0.34790, 0.25365, 0.39846, 0.15817, 0.29572, 0.47894,
  2867,  65.37,  72.50, 0.34790, 0.25365, 0.39846, 0.15817, 0.28862, 0.46925,
  2868,  67.26,  72.50, 0.34790, 0.25365, 0.39846, 0.15817, 0.28936, 0.47058,
  2869,  69.16,  72.50, 0.27946, 0.09196, 0.62858, 0.19557, 0.24962, 0.48024,
  2870,  71.05,  72.50, 0.32837, 0.14808, 0.52355, 0.14885, 0.26349, 0.47361,
  2871,  72.95,  72.50, 0.39736, 0.14655, 0.45610, 0.13538, 0.25536, 0.46640,
  2892, -69.16,  75.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  2934,  10.42,  75.00, 0.41041, 0.39381, 0.19578, 0.20624, 0.30188, 0.44226,
  2935,  12.32,  75.00, 0.41041, 0.39381, 0.19578, 0.20624, 0.30186, 0.44221,
  2936,  14.21,  75.00, 0.43716, 0.36396, 0.19889, 0.19383, 0.29301, 0.43891,
  2937,  16.11,  75.00, 0.18498, 0.54441, 0.27061, 0.24335, 0.35519, 0.47078,
  2938,  18.00,  75.00, 0.18498, 0.54441, 0.27061, 0.24335, 0.35542, 0.47114,
  2939,  19.89,  75.00, 0.18498, 0.54441, 0.27061, 0.24335, 0.35537, 0.47106,
  2940,  21.79,  75.00, 0.18498, 0.54441, 0.27061, 0.24335, 0.35538, 0.47107,
  2941,  23.68,  75.00, 0.18498, 0.54441, 0.27061, 0.24335, 0.35529, 0.47095,
  2942,  25.58,  75.00, 0.35702, 0.28889, 0.35409, 0.16808, 0.28887, 0.44868,
  2943,  27.47,  75.00, 0.70900, 0.10016, 0.19084, 0.09907, 0.18818, 0.40274,
  2944,  29.37,  75.00, 0.27262, 0.13199, 0.59539, 0.16578, 0.25379, 0.45660,
  2945,  31.26,  75.00, 0.55291, 0.08735, 0.35974, 0.13834, 0.20148, 0.42272,
  2946,  33.16,  75.00, 0.47284, 0.28914, 0.23803, 0.16050, 0.27298, 0.43378,
  2947,  35.05,  75.00, 0.47284, 0.28914, 0.23803, 0.16050, 0.27257, 0.43316,
  2948,  36.95,  75.00, 0.57263, 0.15215, 0.27521, 0.10666, 0.22141, 0.41818,
  2949,  38.84,  75.00, 0.57263, 0.15215, 0.27521, 0.10666, 0.22180, 0.41877,
  2950,  40.74,  75.00, 0.62239, 0.20812, 0.16949, 0.11606, 0.23332, 0.41427,
  2951,  42.63,  75.00, 0.68888, 0.16172, 0.14940, 0.09449, 0.21219, 0.40648,
  2952,  44.53,  75.00, 0.90000, 0.05000, 0.05000, 0.09947, 0.14947, 0.38094,
  2953,  46.42,  75.00, 0.90000, 0.05000, 0.05000, 0.10060, 0.15060, 0.38354,
  2954,  48.32,  75.00, 0.59523, 0.17444, 0.23034, 0.10744, 0.22899, 0.42043,
  2955,  50.21,  75.00, 0.53690, 0.20540, 0.25769, 0.12273, 0.24533, 0.42789,
  2956,  52.11,  75.00, 0.53690, 0.20540, 0.25769, 0.12273, 0.24495, 0.42739,
  2957,  54.00,  75.00, 0.50128, 0.23265, 0.26606, 0.13572, 0.25740, 0.43262,
  2958,  55.89,  75.00, 0.14712, 0.30350, 0.54939, 0.19507, 0.32431, 0.47944,
  2959,  57.79,  75.00, 0.54958, 0.17005, 0.28037, 0.11201, 0.23849, 0.43516,
  2960,  59.68,  75.00, 0.34790, 0.25365, 0.39846, 0.15817, 0.28857, 0.46459,
  2961,  61.58,  75.00, 0.34790, 0.25365, 0.39846, 0.15817, 0.29304, 0.47259,
  2962,  63.47,  75.00, 0.34790, 0.25365, 0.39846, 0.15817, 0.29295, 0.47537,
  2963,  65.37,  75.00, 0.32063, 0.10946, 0.56992, 0.16694, 0.25312, 0.47485,
  2964,  67.26,  75.00, 0.27946, 0.09196, 0.62858, 0.19557, 0.25071, 0.48108,
  2965,  69.16,  75.00, 0.27946, 0.09196, 0.62858, 0.19557, 0.24982, 0.47995,
  2966,  71.05,  75.00, 0.32893, 0.14710, 0.52397, 0.14891, 0.26367, 0.47391,
  2967,  72.95,  75.00, 0.36819, 0.10853, 0.52328, 0.15643, 0.24104, 0.46174,
  2988, -69.16,  77.50, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  3029,   8.53,  77.50, 0.35019, 0.41792, 0.23189, 0.21442, 0.31426, 0.44988,
  3030,  10.42,  77.50, 0.50216, 0.27350, 0.22434, 0.15223, 0.26593, 0.43091,
  3031,  12.32,  77.50, 0.35785, 0.40964, 0.23251, 0.21151, 0.31178, 0.44875,
  3032,  14.21,  77.50, 0.35785, 0.40964, 0.23251, 0.21151, 0.31196, 0.44904,
  3033,  16.11,  77.50, 0.18173, 0.49934, 0.31893, 0.23345, 0.35028, 0.47168,
  3034,  18.00,  77.50, 0.18498, 0.54441, 0.27061, 0.24335, 0.35526, 0.47089,
  3035,  19.89,  77.50, 0.18498, 0.54441, 0.27061, 0.24335, 0.35529, 0.47094,
  3036,  21.79,  77.50, 0.18498, 0.54441, 0.27061, 0.24335, 0.35534, 0.47102,
  3037,  23.68,  77.50, 0.18498, 0.54441, 0.27061, 0.24335, 0.35533, 0.47100,
  3038,  25.58,  77.50, 0.18498, 0.54441, 0.27061, 0.24335, 0.35489, 0.47036,
  3039,  27.47,  77.50, 0.39621, 0.23475, 0.36904, 0.14721, 0.26990, 0.44284,
  3040,  29.37,  77.50, 0.36498, 0.20695, 0.42808, 0.14464, 0.26640, 0.44673,
  3041,  31.26,  77.50, 0.40440, 0.32460, 0.27100, 0.17813, 0.29003, 0.44326,
  3042,  33.16,  77.50, 0.41502, 0.26898, 0.31601, 0.15644, 0.27590, 0.44061,
  3043,  35.05,  77.50, 0.57263, 0.15215, 0.27521, 0.10666, 0.22206, 0.41914,
  3044,  36.95,  77.50, 0.57263, 0.15215, 0.27521, 0.10666, 0.22166, 0.41856,
  3045,  38.84,  77.50, 0.90000, 0.05000, 0.05000, 0.09756, 0.14756, 0.37817,
  3046,  40.74,  77.50, 0.58154, 0.14436, 0.27410, 0.10513, 0.21863, 0.41853,
  3047,  42.63,  77.50, 0.62239, 0.20812, 0.16949, 0.11606, 0.23344, 0.41479,
  3048,  44.53,  77.50, 0.90000, 0.05000, 0.05000, 0.09864, 0.14864, 0.37984,
  3049,  46.42,  77.50, 0.90000, 0.05000, 0.05000, 0.09752, 0.14752, 0.37829,
  3050,  48.32,  77.50, 0.42957, 0.23532, 0.33511, 0.14366, 0.26682, 0.44044,
  3051,  50.21,  77.50, 0.59523, 0.17444, 0.23034, 0.10744, 0.22899, 0.42042,
  3052,  52.11,  77.50, 0.59523, 0.17444, 0.23034, 0.10744, 0.22910, 0.42065,
  3053,  54.00,  77.50, 0.58226, 0.21659, 0.20116, 0.12265, 0.24291, 0.42269,
  3054,  55.89,  77.50, 0.58226, 0.21659, 0.20116, 0.12265, 0.24503, 0.42601,
  3055,  57.79,  77.50, 0.35000, 0.25000, 0.40000, 0.15691, 0.28925, 0.46610,
  3056,  59.68,  77.50, 0.50368, 0.14951, 0.34681, 0.11674, 0.23867, 0.44457,
  3057,  61.58,  77.50, 0.34790, 0.25365, 0.39846, 0.15817, 0.29075, 0.46896,
  3058,  63.47,  77.50, 0.20245, 0.25643, 0.54112, 0.17860, 0.31517, 0.49297,
  3059,  65.37,  77.50, 0.34790, 0.25365, 0.39846, 0.15817, 0.28992, 0.47123,
  3060,  67.26,  77.50, 0.32837, 0.14808, 0.52355, 0.14885, 0.26343, 0.47337,
  3061,  69.16,  77.50, 0.27946, 0.09196, 0.62858, 0.19557, 0.25058, 0.48093,
  3062,  71.05,  77.50, 0.32893, 0.14710, 0.52397, 0.14891, 0.26455, 0.47522,
  3063,  72.95,  77.50, 0.39916, 0.07021, 0.53063, 0.17570, 0.22570, 0.46498,
  3085, -67.26,  80.00, 0.43000, 0.18000, 0.39000, 0.13036, 0.24752, 0.43482,
  3124,   6.63,  80.00, 0.43978, 0.37709, 0.18313, 0.19958, 0.29533, 0.43895,
  3125,   8.53,  80.00, 0.46893, 0.28968, 0.24139, 0.16093, 0.27364, 0.43444,
  3126,  10.42,  80.00, 0.49601, 0.23043, 0.27356, 0.13539, 0.25616, 0.43105,
  3127,  12.32,  80.00, 0.35785, 0.40964, 0.23251, 0.21151, 0.31172, 0.44865,
  3128,  14.21,  80.00, 0.35785, 0.40964, 0.23251, 0.21151, 0.31169, 0.44862,
  3129,  16.11,  80.00, 0.50216, 0.27350, 0.22434, 0.15223, 0.26600, 0.43102,
  3130,  18.00,  80.00, 0.50216, 0.27350, 0.22434, 0.15223, 0.26607, 0.43112,
  3131,  19.89,  80.00, 0.52522, 0.26238, 0.21241, 0.14606, 0.26054, 0.42826,
  3132,  21.79,  80.00, 0.18498, 0.54441, 0.27061, 0.24335, 0.35505, 0.47059,
  3133,  23.68,  80.00, 0.18498, 0.54441, 0.27061, 0.24335, 0.35520, 0.47083,
  3134,  25.58,  80.00, 0.34769, 0.41788, 0.23443, 0.21435, 0.31454, 0.45014,
