lsmlon,lsmlat,LANDFRAC_P,LONGXY,LATIXY,IGBP,WRTCELL
1,1,1,0,-90,15,0
1,2,1,0,-88.1,15,0
1,3,1,0,-86.2,15,0
1,4,1,0,-84.3,15,0
1,5,1,0,-82.4,15,0
1,6,1,0,-80.5,15,0
1,7,1,0,-78.6,15,0
1,8,1,0,-76.7,15,0
1,9,1,0,-74.8,15,0
1,10,1,0,-72.9,15,0
1,11,1,0,-71.1,15,0
1,12,1,0,-69.2,17,0
1,13,0,0,-67.3,17,0
1,14,0,0,-65.4,17,0
1,15,0,0,-63.5,17,0
1,16,0,0,-61.6,17,0
1,17,0,0,-59.7,17,0
1,18,0,0,-57.8,17,0
1,19,0,0,-55.9,17,0
1,20,0,0,-54,17,0
1,21,0,0,-52.1,17,0
1,22,0,0,-50.2,17,0
1,23,0,0,-48.3,17,0
1,24,0,0,-46.4,17,0
1,25,0,0,-44.5,17,0
1,26,0,0,-42.6,17,0
1,27,0,0,-40.7,17,0
1,28,0,0,-38.8,17,0
1,29,0,0,-36.9,17,0
1,30,0,0,-35.1,17,0
1,31,0,0,-33.2,17,0
1,32,0,0,-31.3,17,0
1,33,0,0,-29.4,17,0
1,34,0,0,-27.5,17,0
1,35,0,0,-25.6,17,0
1,36,0,0,-23.7,17,0
1,37,0,0,-21.8,17,0
1,38,0,0,-19.9,17,0
1,39,0,0,-18,17,0
1,40,0,0,-16.1,17,0
1,41,0,0,-14.2,17,0
1,42,0,0,-12.3,17,0
1,43,0,0,-10.4,17,0
1,44,0,0,-8.5,17,0
1,45,0,0,-6.6,17,0
1,46,0,0,-4.7,17,0
1,47,0,0,-2.8,17,0
1,48,0,0,-0.9,17,0
1,49,0,0,0.9,17,0
1,50,0,0,2.8,17,0
1,51,0,0,4.7,17,0
1,52,1,0,6.6,8,0
1,53,1,0,8.5,8,0
1,54,1,0,10.4,9,0
1,55,1,0,12.3,9,0
1,56,1,0,14.2,10,0
1,57,1,0,16.1,7,0
1,58,1,0,18,16,0
1,59,1,0,19.9,16,0
1,60,1,0,21.8,16,0
1,61,1,0,23.7,16,0
1,62,1,0,25.6,16,0
1,63,1,0,27.5,16,0
1,64,1,0,29.4,16,0
1,65,1,0,31.3,16,0
1,66,1,0,33.2,16,0
1,67,1,0,35.1,14,0
1,68,0,0,36.9,17,0
1,69,1,0,38.8,17,0
1,70,1,0,40.7,12,0
1,71,1,0,42.6,14,0
1,72,1,0,44.5,14,0
1,73,1,0,46.4,14,0
1,74,1,0,48.3,12,0
1,75,1,0,50.2,17,0
1,76,1,0,52.1,12,0
1,77,1,0,54,17,0
1,78,0,0,55.9,17,0
1,79,0,0,57.8,17,0
1,80,0,0,59.7,17,0
1,81,0,0,61.6,17,0
1,82,0,0,63.5,17,0
1,83,0,0,65.4,17,0
1,84,0,0,67.3,17,0
1,85,0,0,69.2,17,0
1,86,0,0,71.1,17,0
1,87,0,0,72.9,17,0
1,88,0,0,74.8,17,0
1,89,0,0,76.7,17,0
1,90,0,0,78.6,17,0
1,91,0,0,80.5,17,0
1,92,0,0,82.4,17,0
1,93,0,0,84.3,17,0
1,94,0,0,86.2,17,0
1,95,0,0,88.1,17,0
1,96,0,0,90,17,0
2,1,1,2.5,-90,15,0
2,2,1,2.5,-88.1,15,0
2,3,1,2.5,-86.2,15,0
2,4,1,2.5,-84.3,15,0
2,5,1,2.5,-82.4,15,0
2,6,1,2.5,-80.5,15,0
2,7,1,2.5,-78.6,15,0
2,8,1,2.5,-76.7,15,0
2,9,1,2.5,-74.8,15,0
2,10,1,2.5,-72.9,15,0
2,11,1,2.5,-71.1,15,0
2,12,0,2.5,-69.2,17,0
2,13,0,2.5,-67.3,17,0
2,14,0,2.5,-65.4,17,0
2,15,0,2.5,-63.5,17,0
2,16,0,2.5,-61.6,17,0
2,17,0,2.5,-59.7,17,0
2,18,0,2.5,-57.8,17,0
2,19,0,2.5,-55.9,17,0
2,20,0,2.5,-54,17,0
2,21,0,2.5,-52.1,17,0
2,22,0,2.5,-50.2,17,0
2,23,0,2.5,-48.3,17,0
2,24,0,2.5,-46.4,17,0
2,25,0,2.5,-44.5,17,0
2,26,0,2.5,-42.6,17,0
2,27,0,2.5,-40.7,17,0
2,28,0,2.5,-38.8,17,0
2,29,0,2.5,-36.9,17,0
2,30,0,2.5,-35.1,17,0
2,31,0,2.5,-33.2,17,0
2,32,0,2.5,-31.3,17,0
2,33,0,2.5,-29.4,17,0
2,34,0,2.5,-27.5,17,0
2,35,0,2.5,-25.6,17,0
2,36,0,2.5,-23.7,17,0
2,37,0,2.5,-21.8,17,0
2,38,0,2.5,-19.9,17,0
2,39,0,2.5,-18,17,0
2,40,0,2.5,-16.1,17,0
2,41,0,2.5,-14.2,17,0
2,42,0,2.5,-12.3,17,0
2,43,0,2.5,-10.4,17,0
2,44,0,2.5,-8.5,17,0
2,45,0,2.5,-6.6,17,0
2,46,0,2.5,-4.7,17,0
2,47,0,2.5,-2.8,17,0
2,48,0,2.5,-0.9,17,0
2,49,0,2.5,0.9,17,0
2,50,0,2.5,2.8,17,0
2,51,0,2.5,4.7,17,0
2,52,1,2.5,6.6,8,0
2,53,1,2.5,8.5,8,0
2,54,1,2.5,10.4,8,0
2,55,1,2.5,12.3,9,0
2,56,1,2.5,14.2,10,0
2,57,1,2.5,16.1,7,0
2,58,1,2.5,18,16,0
2,59,1,2.5,19.9,16,0
2,60,1,2.5,21.8,16,0
2,61,1,2.5,23.7,16,0
2,62,1,2.5,25.6,16,0
2,63,1,2.5,27.5,16,0
2,64,1,2.5,29.4,16,0
2,65,1,2.5,31.3,16,0
2,66,1,2.5,33.2,16,0
2,67,1,2.5,35.1,7,0
2,68,1,2.5,36.9,17,0
2,69,0,2.5,38.8,17,0
2,70,0,2.5,40.7,17,0
2,71,1,2.5,42.6,14,0
2,72,1,2.5,44.5,14,0
2,73,1,2.5,46.4,14,0
2,74,1,2.5,48.3,12,0
2,75,1,2.5,50.2,12,0
2,76,0,2.5,52.1,17,0
2,77,0,2.5,54,17,0
2,78,0,2.5,55.9,17,0
2,79,0,2.5,57.8,17,0
2,80,0,2.5,59.7,17,0
2,81,0,2.5,61.6,17,0
2,82,0,2.5,63.5,17,0
2,83,0,2.5,65.4,17,0
2,84,0,2.5,67.3,17,0
2,85,0,2.5,69.2,17,0
2,86,0,2.5,71.1,17,0
2,87,0,2.5,72.9,17,0
2,88,0,2.5,74.8,17,0
2,89,0,2.5,76.7,17,0
2,90,0,2.5,78.6,17,0
2,91,0,2.5,80.5,17,0
2,92,0,2.5,82.4,17,0
2,93,0,2.5,84.3,17,0
2,94,0,2.5,86.2,17,0
2,95,0,2.5,88.1,17,0
2,96,0,2.5,90,17,0
3,1,1,5,-90,15,0
3,2,1,5,-88.1,15,0
3,3,1,5,-86.2,15,0
3,4,1,5,-84.3,15,0
3,5,1,5,-82.4,15,0
3,6,1,5,-80.5,15,0
3,7,1,5,-78.6,15,0
3,8,1,5,-76.7,15,0
3,9,1,5,-74.8,15,0
3,10,1,5,-72.9,15,0
3,11,1,5,-71.1,15,0
3,12,0,5,-69.2,17,0
3,13,0,5,-67.3,17,0
3,14,0,5,-65.4,17,0
3,15,0,5,-63.5,17,0
3,16,0,5,-61.6,17,0
3,17,0,5,-59.7,17,0
3,18,0,5,-57.8,17,0
3,19,0,5,-55.9,17,0
3,20,0,5,-54,17,0
3,21,0,5,-52.1,17,0
3,22,0,5,-50.2,17,0
3,23,0,5,-48.3,17,0
3,24,0,5,-46.4,17,0
3,25,0,5,-44.5,17,0
3,26,0,5,-42.6,17,0
3,27,0,5,-40.7,17,0
3,28,0,5,-38.8,17,0
3,29,0,5,-36.9,17,0
3,30,0,5,-35.1,17,0
3,31,0,5,-33.2,17,0
3,32,0,5,-31.3,17,0
3,33,0,5,-29.4,17,0
3,34,0,5,-27.5,17,0
3,35,0,5,-25.6,17,0
3,36,0,5,-23.7,17,0
3,37,0,5,-21.8,17,0
3,38,0,5,-19.9,17,0
3,39,0,5,-18,17,0
3,40,0,5,-16.1,17,0
3,41,0,5,-14.2,17,0
3,42,0,5,-12.3,17,0
3,43,0,5,-10.4,17,0
3,44,0,5,-8.5,17,0
3,45,0,5,-6.6,17,0
3,46,0,5,-4.7,17,0
3,47,0,5,-2.8,17,0
3,48,0,5,-0.9,17,0
3,49,0,5,0.9,17,0
3,50,0,5,2.8,17,0
3,51,0,5,4.7,17,0
3,52,1,5,6.6,2,0
3,53,1,5,8.5,8,0
3,54,1,5,10.4,9,0
3,55,1,5,12.3,9,0
3,56,1,5,14.2,10,0
3,57,1,5,16.1,10,0
3,58,1,5,18,16,0
3,59,1,5,19.9,16,0
3,60,1,5,21.8,16,0
3,61,1,5,23.7,16,0
3,62,1,5,25.6,16,0
3,63,1,5,27.5,16,0
3,64,1,5,29.4,16,0
3,65,1,5,31.3,16,0
3,66,1,5,33.2,16,0
3,67,1,5,35.1,16,0
3,68,1,5,36.9,17,0
3,69,0,5,38.8,17,0
3,70,0,5,40.7,17,0
3,71,0,5,42.6,17,0
3,72,1,5,44.5,14,0
3,73,1,5,46.4,14,0
3,74,1,5,48.3,12,0
3,75,1,5,50.2,12,0
3,76,1,5,52.1,12,0
3,77,0,5,54,17,0
3,78,0,5,55.9,17,0
3,79,0,5,57.8,17,0
3,80,1,5,59.7,17,0
3,81,1,5,61.6,17,0
3,82,0,5,63.5,17,0
3,83,0,5,65.4,17,0
3,84,0,5,67.3,17,0
3,85,0,5,69.2,17,0
3,86,0,5,71.1,17,0
3,87,0,5,72.9,17,0
3,88,0,5,74.8,17,0
3,89,0,5,76.7,17,0
3,90,0,5,78.6,17,0
3,91,0,5,80.5,17,0
3,92,0,5,82.4,17,0
3,93,0,5,84.3,17,0
3,94,0,5,86.2,17,0
3,95,0,5,88.1,17,0
3,96,0,5,90,17,0
4,1,1,7.5,-90,15,0
4,2,1,7.5,-88.1,15,0
4,3,1,7.5,-86.2,15,0
4,4,1,7.5,-84.3,15,0
4,5,1,7.5,-82.4,15,0
4,6,1,7.5,-80.5,15,0
4,7,1,7.5,-78.6,15,0
4,8,1,7.5,-76.7,15,0
4,9,1,7.5,-74.8,15,0
4,10,1,7.5,-72.9,15,0
4,11,1,7.5,-71.1,15,0
4,12,0,7.5,-69.2,17,0
4,13,0,7.5,-67.3,17,0
4,14,0,7.5,-65.4,17,0
4,15,0,7.5,-63.5,17,0
4,16,0,7.5,-61.6,17,0
4,17,0,7.5,-59.7,17,0
4,18,0,7.5,-57.8,17,0
4,19,0,7.5,-55.9,17,0
4,20,0,7.5,-54,17,0
4,21,0,7.5,-52.1,17,0
4,22,0,7.5,-50.2,17,0
4,23,0,7.5,-48.3,17,0
4,24,0,7.5,-46.4,17,0
4,25,0,7.5,-44.5,17,0
4,26,0,7.5,-42.6,17,0
4,27,0,7.5,-40.7,17,0
4,28,0,7.5,-38.8,17,0
4,29,0,7.5,-36.9,17,0
4,30,0,7.5,-35.1,17,0
4,31,0,7.5,-33.2,17,0
4,32,0,7.5,-31.3,17,0
4,33,0,7.5,-29.4,17,0
4,34,0,7.5,-27.5,17,0
4,35,0,7.5,-25.6,17,0
4,36,0,7.5,-23.7,17,0
4,37,0,7.5,-21.8,17,0
4,38,0,7.5,-19.9,17,0
4,39,0,7.5,-18,17,0
4,40,0,7.5,-16.1,17,0
4,41,0,7.5,-14.2,17,0
4,42,0,7.5,-12.3,17,0
4,43,0,7.5,-10.4,17,0
4,44,0,7.5,-8.5,17,0
4,45,0,7.5,-6.6,17,0
4,46,0,7.5,-4.7,17,0
4,47,0,7.5,-2.8,17,0
4,48,0,7.5,-0.9,17,0
4,49,0,7.5,0.9,17,0
4,50,0,7.5,2.8,17,0
4,51,1,7.5,4.7,8,0
4,52,1,7.5,6.6,8,0
4,53,1,7.5,8.5,8,0
4,54,1,7.5,10.4,9,0
4,55,1,7.5,12.3,14,0
4,56,1,7.5,14.2,10,0
4,57,1,7.5,16.1,7,0
4,58,1,7.5,18,7,0
4,59,1,7.5,19.9,16,0
4,60,1,7.5,21.8,16,0
4,61,1,7.5,23.7,16,0
4,62,1,7.5,25.6,16,0
4,63,1,7.5,27.5,16,0
4,64,1,7.5,29.4,16,0
4,65,1,7.5,31.3,16,0
4,66,1,7.5,33.2,16,0
4,67,1,7.5,35.1,14,0
4,68,1,7.5,36.9,17,0
4,69,0,7.5,38.8,17,0
4,70,0,7.5,40.7,17,0
4,71,0,7.5,42.6,17,0
4,72,1,7.5,44.5,14,0
4,73,1,7.5,46.4,14,0
4,74,1,7.5,48.3,14,0
4,75,1,7.5,50.2,14,0
4,76,1,7.5,52.1,14,0
4,77,1,7.5,54,17,0
4,78,0,7.5,55.9,17,0
4,79,1,7.5,57.8,17,0
4,80,1,7.5,59.7,6,0
4,81,1,7.5,61.6,6,0
4,82,1,7.5,63.5,17,0
4,83,0,7.5,65.4,17,0
4,84,0,7.5,67.3,17,0
4,85,0,7.5,69.2,17,0
4,86,0,7.5,71.1,17,0
4,87,0,7.5,72.9,17,0
4,88,0,7.5,74.8,17,0
4,89,0,7.5,76.7,17,0
4,90,0,7.5,78.6,17,0
4,91,0,7.5,80.5,17,0
4,92,0,7.5,82.4,17,0
4,93,0,7.5,84.3,17,0
4,94,0,7.5,86.2,17,0
4,95,0,7.5,88.1,17,0
4,96,0,7.5,90,17,0
5,1,1,10,-90,15,0
5,2,1,10,-88.1,15,0
5,3,1,10,-86.2,15,0
5,4,1,10,-84.3,15,0
5,5,1,10,-82.4,15,0
5,6,1,10,-80.5,15,0
5,7,1,10,-78.6,15,0
5,8,1,10,-76.7,15,0
5,9,1,10,-74.8,15,0
5,10,1,10,-72.9,15,0
5,11,1,10,-71.1,15,0
5,12,0,10,-69.2,17,0
5,13,0,10,-67.3,17,0
5,14,0,10,-65.4,17,0
5,15,0,10,-63.5,17,0
5,16,0,10,-61.6,17,0
5,17,0,10,-59.7,17,0
5,18,0,10,-57.8,17,0
5,19,0,10,-55.9,17,0
5,20,0,10,-54,17,0
5,21,0,10,-52.1,17,0
5,22,0,10,-50.2,17,0
5,23,0,10,-48.3,17,0
5,24,0,10,-46.4,17,0
5,25,0,10,-44.5,17,0
5,26,0,10,-42.6,17,0
5,27,0,10,-40.7,17,0
5,28,0,10,-38.8,17,0
5,29,0,10,-36.9,17,0
5,30,0,10,-35.1,17,0
5,31,0,10,-33.2,17,0
5,32,0,10,-31.3,17,0
5,33,0,10,-29.4,17,0
5,34,0,10,-27.5,17,0
5,35,0,10,-25.6,17,0
5,36,0,10,-23.7,17,0
5,37,0,10,-21.8,17,0
5,38,0,10,-19.9,17,0
5,39,0,10,-18,17,0
5,40,0,10,-16.1,17,0
5,41,0,10,-14.2,17,0
5,42,0,10,-12.3,17,0
5,43,0,10,-10.4,17,0
5,44,0,10,-8.5,17,0
5,45,0,10,-6.6,17,0
5,46,0,10,-4.7,17,0
5,47,1,10,-2.8,17,0
5,48,1,10,-0.9,2,0
5,49,1,10,0.9,2,0
5,50,1,10,2.8,2,0
5,51,1,10,4.7,8,0
5,52,1,10,6.6,8,0
5,53,1,10,8.5,8,0
5,54,1,10,10.4,9,0
5,55,1,10,12.3,14,0
5,56,1,10,14.2,10,0
5,57,1,10,16.1,16,0
5,58,1,10,18,16,0
5,59,1,10,19.9,16,0
5,60,1,10,21.8,16,0
5,61,1,10,23.7,16,0
5,62,1,10,25.6,16,0
5,63,1,10,27.5,16,0
5,64,1,10,29.4,16,0
5,65,1,10,31.3,16,0
5,66,1,10,33.2,16,0
5,67,1,10,35.1,17,0
5,68,1,10,36.9,17,0
5,69,0,10,38.8,17,0
5,70,0,10,40.7,17,0
5,71,1,10,42.6,17,0
5,72,1,10,44.5,14,0
5,73,1,10,46.4,14,0
5,74,1,10,48.3,14,0
5,75,1,10,50.2,14,0
5,76,1,10,52.1,14,0
5,77,1,10,54,14,0
5,78,1,10,55.9,12,0
5,79,1,10,57.8,17,0
5,80,1,10,59.7,1,0
5,81,1,10,61.6,1,0
5,82,1,10,63.5,1,0
5,83,0,10,65.4,17,0
5,84,0,10,67.3,17,0
5,85,0,10,69.2,17,0
5,86,0,10,71.1,17,0
5,87,0,10,72.9,17,0
5,88,0,10,74.8,17,0
5,89,0,10,76.7,17,0
5,90,0,10,78.6,17,0
5,91,0,10,80.5,17,0
5,92,0,10,82.4,17,0
5,93,0,10,84.3,17,0
5,94,0,10,86.2,17,0
5,95,0,10,88.1,17,0
5,96,0,10,90,17,0
6,1,1,12.5,-90,15,0
6,2,1,12.5,-88.1,15,0
6,3,1,12.5,-86.2,15,0
6,4,1,12.5,-84.3,15,0
6,5,1,12.5,-82.4,15,0
6,6,1,12.5,-80.5,15,0
6,7,1,12.5,-78.6,15,0
6,8,1,12.5,-76.7,15,0
6,9,1,12.5,-74.8,15,0
6,10,1,12.5,-72.9,15,0
6,11,1,12.5,-71.1,15,0
6,12,0,12.5,-69.2,17,0
6,13,0,12.5,-67.3,17,0
6,14,0,12.5,-65.4,17,0
6,15,0,12.5,-63.5,17,0
6,16,0,12.5,-61.6,17,0
6,17,0,12.5,-59.7,17,0
6,18,0,12.5,-57.8,17,0
6,19,0,12.5,-55.9,17,0
6,20,0,12.5,-54,17,0
6,21,0,12.5,-52.1,17,0
6,22,0,12.5,-50.2,17,0
6,23,0,12.5,-48.3,17,0
6,24,0,12.5,-46.4,17,0
6,25,0,12.5,-44.5,17,0
6,26,0,12.5,-42.6,17,0
6,27,0,12.5,-40.7,17,0
6,28,0,12.5,-38.8,17,0
6,29,0,12.5,-36.9,17,0
6,30,0,12.5,-35.1,17,0
6,31,0,12.5,-33.2,17,0
6,32,0,12.5,-31.3,17,0
6,33,0,12.5,-29.4,17,0
6,34,0,12.5,-27.5,17,0
6,35,0,12.5,-25.6,17,0
6,36,0,12.5,-23.7,17,0
6,37,0,12.5,-21.8,17,0
6,38,0,12.5,-19.9,17,0
6,39,1,12.5,-18,16,0
6,40,1,12.5,-16.1,7,0
6,41,1,12.5,-14.2,17,0
6,42,0,12.5,-12.3,17,0
6,43,0,12.5,-10.4,17,0
6,44,0,12.5,-8.5,17,0
6,45,1,12.5,-6.6,17,0
6,46,1,12.5,-4.7,2,0
6,47,1,12.5,-2.8,2,0
6,48,1,12.5,-0.9,2,0
6,49,1,12.5,0.9,2,0
6,50,1,12.5,2.8,2,0
6,51,1,12.5,4.7,2,0
6,52,1,12.5,6.6,8,0
6,53,1,12.5,8.5,8,0
6,54,1,12.5,10.4,9,0
6,55,1,12.5,12.3,9,0
6,56,1,12.5,14.2,10,0
6,57,1,12.5,16.1,16,0
6,58,1,12.5,18,16,0
6,59,1,12.5,19.9,16,0
6,60,1,12.5,21.8,16,0
6,61,1,12.5,23.7,16,0
6,62,1,12.5,25.6,16,0
6,63,1,12.5,27.5,16,0
6,64,1,12.5,29.4,16,0
6,65,1,12.5,31.3,16,0
6,66,1,12.5,33.2,17,0
6,67,0,12.5,35.1,17,0
6,68,0,12.5,36.9,17,0
6,69,0,12.5,38.8,17,0
6,70,0,12.5,40.7,17,0
6,71,1,12.5,42.6,14,0
6,72,1,12.5,44.5,17,0
6,73,1,12.5,46.4,14,0
6,74,1,12.5,48.3,14,0
6,75,1,12.5,50.2,14,0
6,76,1,12.5,52.1,14,0
6,77,1,12.5,54,14,0
6,78,1,12.5,55.9,17,0
6,79,1,12.5,57.8,1,0
6,80,1,12.5,59.7,1,0
6,81,1,12.5,61.6,1,0
6,82,1,12.5,63.5,1,0
6,83,1,12.5,65.4,17,0
6,84,1,12.5,67.3,17,0
6,85,0,12.5,69.2,17,0
6,86,0,12.5,71.1,17,0
6,87,0,12.5,72.9,17,0
6,88,0,12.5,74.8,17,0
6,89,0,12.5,76.7,17,0
6,90,1,12.5,78.6,15,0
6,91,0,12.5,80.5,17,0
6,92,0,12.5,82.4,17,0
6,93,0,12.5,84.3,17,0
6,94,0,12.5,86.2,17,0
6,95,0,12.5,88.1,17,0
6,96,0,12.5,90,17,0
7,1,1,15,-90,15,0
7,2,1,15,-88.1,15,0
7,3,1,15,-86.2,15,0
7,4,1,15,-84.3,15,0
7,5,1,15,-82.4,15,0
7,6,1,15,-80.5,15,0
7,7,1,15,-78.6,15,0
7,8,1,15,-76.7,15,0
7,9,1,15,-74.8,15,0
7,10,1,15,-72.9,15,0
7,11,1,15,-71.1,15,0
7,12,1,15,-69.2,17,0
7,13,0,15,-67.3,17,0
7,14,0,15,-65.4,17,0
7,15,0,15,-63.5,17,0
7,16,0,15,-61.6,17,0
7,17,0,15,-59.7,17,0
7,18,0,15,-57.8,17,0
7,19,0,15,-55.9,17,0
7,20,0,15,-54,17,0
7,21,0,15,-52.1,17,0
7,22,0,15,-50.2,17,0
7,23,0,15,-48.3,17,0
7,24,0,15,-46.4,17,0
7,25,0,15,-44.5,17,0
7,26,0,15,-42.6,17,0
7,27,0,15,-40.7,17,0
7,28,0,15,-38.8,17,0
7,29,0,15,-36.9,17,0
7,30,0,15,-35.1,17,0
7,31,0,15,-33.2,17,0
7,32,0,15,-31.3,17,0
7,33,0,15,-29.4,17,0
7,34,0,15,-27.5,17,0
7,35,1,15,-25.6,17,0
7,36,1,15,-23.7,16,0
7,37,1,15,-21.8,7,0
7,38,1,15,-19.9,7,0
7,39,1,15,-18,7,0
7,40,1,15,-16.1,9,0
7,41,1,15,-14.2,9,0
7,42,1,15,-12.3,9,0
7,43,1,15,-10.4,8,0
7,44,1,15,-8.5,8,0
7,45,1,15,-6.6,8,0
7,46,1,15,-4.7,8,0
7,47,1,15,-2.8,8,0
7,48,1,15,-0.9,2,0
7,49,1,15,0.9,2,0
7,50,1,15,2.8,2,0
7,51,1,15,4.7,8,0
7,52,1,15,6.6,8,0
7,53,1,15,8.5,8,0
7,54,1,15,10.4,9,0
7,55,1,15,12.3,9,0
7,56,1,15,14.2,10,0
7,57,1,15,16.1,16,0
7,58,1,15,18,16,0
7,59,1,15,19.9,16,0
7,60,1,15,21.8,16,0
7,61,1,15,23.7,16,0
7,62,1,15,25.6,16,0
7,63,1,15,27.5,16,0
7,64,1,15,29.4,16,0
7,65,1,15,31.3,16,0
7,66,0,15,33.2,17,0
7,67,0,15,35.1,17,0
7,68,1,15,36.9,17,0
7,69,1,15,38.8,17,0
7,70,1,15,40.7,14,0
7,71,1,15,42.6,17,0
7,72,1,15,44.5,14,0
7,73,1,15,46.4,14,0
7,74,1,15,48.3,14,0
7,75,1,15,50.2,14,0
7,76,1,15,52.1,14,0
7,77,1,15,54,17,0
7,78,1,15,55.9,17,0
7,79,1,15,57.8,1,0
7,80,1,15,59.7,1,0
7,81,1,15,61.6,1,0
7,82,1,15,63.5,1,0
7,83,1,15,65.4,7,0
7,84,1,15,67.3,7,0
7,85,1,15,69.2,17,0
7,86,0,15,71.1,17,0
7,87,0,15,72.9,17,0
7,88,0,15,74.8,17,0
7,89,1,15,76.7,17,0
7,90,1,15,78.6,15,0
7,91,0,15,80.5,17,0
7,92,0,15,82.4,17,0
7,93,0,15,84.3,17,0
7,94,0,15,86.2,17,0
7,95,0,15,88.1,17,0
7,96,0,15,90,17,0
8,1,1,17.5,-90,15,0
8,2,1,17.5,-88.1,15,0
8,3,1,17.5,-86.2,15,0
8,4,1,17.5,-84.3,15,0
8,5,1,17.5,-82.4,15,0
8,6,1,17.5,-80.5,15,0
8,7,1,17.5,-78.6,15,0
8,8,1,17.5,-76.7,15,0
8,9,1,17.5,-74.8,15,0
8,10,1,17.5,-72.9,15,0
8,11,1,17.5,-71.1,15,0
8,12,0,17.5,-69.2,17,0
8,13,0,17.5,-67.3,17,0
8,14,0,17.5,-65.4,17,0
8,15,0,17.5,-63.5,17,0
8,16,0,17.5,-61.6,17,0
8,17,0,17.5,-59.7,17,0
8,18,0,17.5,-57.8,17,0
8,19,0,17.5,-55.9,17,0
8,20,0,17.5,-54,17,0
8,21,0,17.5,-52.1,17,0
8,22,0,17.5,-50.2,17,0
8,23,0,17.5,-48.3,17,0
8,24,0,17.5,-46.4,17,0
8,25,0,17.5,-44.5,17,0
8,26,0,17.5,-42.6,17,0
8,27,0,17.5,-40.7,17,0
8,28,0,17.5,-38.8,17,0
8,29,0,17.5,-36.9,17,0
8,30,0,17.5,-35.1,17,0
8,31,0,17.5,-33.2,17,0
8,32,0,17.5,-31.3,17,0
8,33,1,17.5,-29.4,7,0
8,34,1,17.5,-27.5,7,0
8,35,1,17.5,-25.6,7,0
8,36,1,17.5,-23.7,7,0
8,37,1,17.5,-21.8,10,0
8,38,1,17.5,-19.9,10,0
8,39,1,17.5,-18,9,0
8,40,1,17.5,-16.1,9,0
8,41,1,17.5,-14.2,8,0
8,42,1,17.5,-12.3,8,0
8,43,1,17.5,-10.4,8,0
8,44,1,17.5,-8.5,8,0
8,45,1,17.5,-6.6,8,0
8,46,1,17.5,-4.7,8,0
8,47,1,17.5,-2.8,2,0
8,48,1,17.5,-0.9,2,0
8,49,1,17.5,0.9,2,0
8,50,1,17.5,2.8,2,0
8,51,1,17.5,4.7,8,0
8,52,1,17.5,6.6,8,0
8,53,1,17.5,8.5,9,0
8,54,1,17.5,10.4,9,0
8,55,1,17.5,12.3,9,0
8,56,1,17.5,14.2,10,0
8,57,1,17.5,16.1,16,0
8,58,1,17.5,18,16,0
8,59,1,17.5,19.9,16,0
8,60,1,17.5,21.8,16,0
8,61,1,17.5,23.7,16,0
8,62,1,17.5,25.6,16,0
8,63,1,17.5,27.5,16,0
8,64,1,17.5,29.4,16,0
8,65,1,17.5,31.3,17,0
8,66,0,17.5,33.2,17,0
8,67,0,17.5,35.1,17,0
8,68,0,17.5,36.9,17,0
8,69,0,17.5,38.8,17,0
8,70,1,17.5,40.7,17,0
8,71,1,17.5,42.6,17,0
8,72,1,17.5,44.5,14,0
8,73,1,17.5,46.4,14,0
8,74,1,17.5,48.3,12,0
8,75,1,17.5,50.2,12,0
8,76,1,17.5,52.1,12,0
8,77,1,17.5,54,12,0
8,78,0,17.5,55.9,17,0
8,79,1,17.5,57.8,17,0
8,80,1,17.5,59.7,1,0
8,81,1,17.5,61.6,17,0
8,82,1,17.5,63.5,1,0
8,83,1,17.5,65.4,1,0
8,84,1,17.5,67.3,18,0
8,85,1,17.5,69.2,17,0
8,86,0,17.5,71.1,17,0
8,87,0,17.5,72.9,17,0
8,88,0,17.5,74.8,17,0
8,89,0,17.5,76.7,17,0
8,90,1,17.5,78.6,15,0
8,91,0,17.5,80.5,17,0
8,92,0,17.5,82.4,17,0
8,93,0,17.5,84.3,17,0
8,94,0,17.5,86.2,17,0
8,95,0,17.5,88.1,17,0
8,96,0,17.5,90,17,0
9,1,1,20,-90,15,0
9,2,1,20,-88.1,15,0
9,3,1,20,-86.2,15,0
9,4,1,20,-84.3,15,0
9,5,1,20,-82.4,15,0
9,6,1,20,-80.5,15,0
9,7,1,20,-78.6,15,0
9,8,1,20,-76.7,15,0
9,9,1,20,-74.8,15,0
9,10,1,20,-72.9,15,0
9,11,1,20,-71.1,15,0
9,12,0,20,-69.2,17,0
9,13,0,20,-67.3,17,0
9,14,0,20,-65.4,17,0
9,15,0,20,-63.5,17,0
9,16,0,20,-61.6,17,0
9,17,0,20,-59.7,17,0
9,18,0,20,-57.8,17,0
9,19,0,20,-55.9,17,0
9,20,0,20,-54,17,0
9,21,0,20,-52.1,17,0
9,22,0,20,-50.2,17,0
9,23,0,20,-48.3,17,0
9,24,0,20,-46.4,17,0
9,25,0,20,-44.5,17,0
9,26,0,20,-42.6,17,0
9,27,0,20,-40.7,17,0
9,28,0,20,-38.8,17,0
9,29,0,20,-36.9,17,0
9,30,0,20,-35.1,17,0
9,31,1,20,-33.2,10,0
9,32,1,20,-31.3,7,0
9,33,1,20,-29.4,7,0
9,34,1,20,-27.5,7,0
9,35,1,20,-25.6,7,0
9,36,1,20,-23.7,7,0
